     46.39      1.00     26.00    1      7.10
     46.39      1.00     21.34    2      7.10
     41.30      1.00     16.67    3      6.60
     41.30      1.00     12.00    4      6.60
     33.32      1.00      7.33    5      6.00
      0.58      1.00      2.66    6      2.00
