   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     119.952240      -1.926360      26.003710     0.315    25.122    24.244    45.824   251.941    72.872   107.423   -185.00    -15.00    0
    2     119.950684      -1.881170      26.003710     0.545    10.954    32.816    28.924   256.044    74.805   119.441   -180.00    -15.00    0
    3     119.949112      -1.835980      26.003710     0.786     3.159    41.475    17.160   260.133    78.732   130.184   -175.00    -15.00    0
    4     119.947540      -1.790790      26.003710     0.875   359.221    52.581    10.399   262.858    81.757   142.122   -170.00    -15.00    0
    5     119.945969      -1.745600      26.003710     0.852   359.156    69.089    11.134   265.138    79.608   158.724   -165.00    -15.00    0
    6     119.944397      -1.700410      26.003710     0.783   357.147    84.244     7.790   266.361    82.250   174.191   -160.00    -15.00    0
    7     119.942841      -1.655220      26.003710     0.690   177.839    89.927    -3.456   267.843    86.544  -179.926   -155.00    -15.00    0
    8     119.941269      -1.610030      26.003710     0.586   178.677    78.200    -0.940   268.869    89.080  -168.198   -150.00    -15.00    0
    9     119.939697      -1.564840      26.003710     0.446   177.294    73.995    -5.964   268.944    84.268  -163.913   -145.00    -15.00    0
   10     119.938133      -1.519650      26.003710     0.364   171.948    66.968     4.415    80.218    85.938   156.907   -140.00    -15.00    0
   11     119.936562      -1.474460      26.003710     0.340   162.902    83.466    20.017    70.528    70.119   173.050   -135.00    -15.00    0
   12     119.934998      -1.429270      26.003710     0.398   157.908    88.865    18.939    67.519    71.065   178.800   -130.00    -15.00    0
   13     119.933434      -1.384080      26.003710     0.465   157.217    87.339    18.191    66.343    71.829   177.199   -125.00    -15.00    0
   14     119.931862      -1.338890      26.003710     0.550   336.235    89.661    -5.553    66.268    84.447  -179.660   -120.00    -15.00    0
   15     119.930290      -1.293690      26.003710     0.612   337.491    85.876    -3.004    67.708    87.004  -175.871   -115.00    -15.00    0
   16     119.928726      -1.248500      26.003710     0.702   340.094    85.743    -8.768    70.750    81.257  -175.693   -110.00    -15.00    0
   17     119.927162      -1.203310      26.003710     0.717   167.312    85.215    21.428    75.437    68.650   174.862   -105.00    -15.00    0
   18     119.925591      -1.158120      26.003710     0.790   184.624    72.767    48.872    75.883    43.993   154.752   -100.00    -15.00    0
   19     119.924026      -1.112930      26.003710     0.813   186.025    77.302    52.316    80.140    39.463   159.766    -95.00    -15.00    0
   20     119.922462      -1.067740      26.003710     0.840   186.106    81.905    53.353    85.387    37.407   166.597    -90.00    -15.00    0
   21     119.920891      -1.022550      26.003710     0.778   183.911    85.569    47.534    89.086    42.653   173.453    -85.00    -15.00    0
   22     119.919319      -0.977360      26.003710     0.741   347.465    73.287   -29.966    86.879    61.420  -160.884    -80.00    -15.00    0
   23     119.917763      -0.932170      26.003710     0.856   338.267    64.437   -24.532    79.409    68.003  -152.265    -75.00    -15.00    0
   24     119.916191      -0.886980      26.003710     0.899   335.555    70.113   -24.963    74.553    66.618  -158.247    -70.00    -15.00    0
   25     119.914619      -0.841790      26.003710     0.938   333.141    74.138   -21.395    69.253    69.457  -163.029    -65.00    -15.00    0
   26     119.913063      -0.796600      26.003710     1.018   333.210    77.419   -14.656    66.471    75.704  -167.010    -60.00    -15.00    0
   27     119.911491      -0.751410      26.003710     1.131   335.825    88.825    -4.828    65.924    85.173  -178.821    -55.00    -15.00    0
   28     119.909920      -0.706210      26.003710     1.180   158.715    85.581    -6.729   249.236    83.291  -175.550    -50.00    -15.00    0
