    1    0.108195    0.345926   -0.336340    0.369960   -0.033620   -0.380420    0.073860   -0.512440    94.36   342.71    71.38    42.40  -128.81   -28.26
    2   -0.297756   -0.290746   -0.941800    0.951160   -0.009360   -1.144660    0.189460   -2.322260   353.27    88.76    59.49    80.77   -10.73  -149.04
    3   -0.471858   -1.100520   -1.270800    1.090160    0.180640   -1.832080   -0.339520   -5.118840   356.11    89.65    68.01    81.31    -9.37  -157.74
    4   -0.128724   -1.071716   -1.459760    0.947760    0.512000   -2.246160   -0.737120   -8.613521   358.33    90.50    74.02    82.47    -7.83  -163.88
    5    0.395480   -1.024991   -0.087304    0.021466    0.065838   -0.260566   -0.061638   -1.225414    90.98     0.13    86.11    77.74  -167.71    -3.98
    6   -0.293541   -0.807423    0.002050   -0.053036    0.050986   -0.333228   -0.029500   -1.516576    91.10     0.84    88.84    77.65  -167.65    -1.19
    7   -2.279437   -0.419787   -0.017070    0.016608    0.000462   -0.471314   -0.020842   -1.675788   359.76    89.98    74.29    89.23    -0.80  -164.28
    8   -5.462067   -0.094419   -0.152700    0.221870   -0.069170   -0.634524   -0.144030   -1.722978   356.71    88.60    69.42    84.96    -5.38  -159.34
    9   -8.460808    0.193306   -0.262718    0.389832   -0.127114   -0.798060   -0.330456   -1.731114   353.46    87.98    64.70    80.54   -10.47  -154.32
   10  -10.745395    0.319745   -0.245332    0.413368   -0.168036   -0.924388   -0.403226   -1.718691   352.35    87.50    61.69    80.53   -10.78  -151.26
   11  -12.209745    0.272962   -0.170328    0.414474   -0.244146   -1.022150   -0.332322   -1.681074   352.19    86.05    58.80    83.66    -7.42  -148.59
   12  -14.993101    0.037782   -0.161686    0.560436   -0.398750   -1.083418   -0.264978   -1.647612   350.45    83.24    57.05    85.70    -5.12  -146.95
   13  -20.137693   -0.132547   -0.224458    0.805628   -0.581170   -1.044142   -0.222920   -1.625176   347.62    80.09    58.42    85.98    -4.71  -148.33
   14  -26.798410   -0.316058   -0.364308    1.119166   -0.754858   -0.859854   -0.142182   -1.591934   344.45    76.54    63.73    85.78    -4.71  -153.65
   15  -33.380714   -0.503625   -0.444086    1.351184   -0.907098   -0.577488   -0.095648   -1.519824   341.59    72.73    71.82    86.55    -3.63  -161.79
   16  -41.332626   -0.369720   -0.469476    1.477424   -1.007948   -0.358326   -0.109832   -1.447896   339.48    70.30    77.59    86.26    -3.83  -167.56
   17  -48.499035   -0.291714   -0.410728    1.399336   -0.988608   -0.258300   -0.136574   -1.405040   339.53    70.34    79.70    85.57    -4.50  -169.67
   18  -53.904339   -0.432399   -0.223024    1.096882   -0.873858   -0.237186   -0.169830   -1.309848   341.14    72.03    79.52    85.19    -4.89  -169.49
   19  -59.614826   -0.477545   -0.131114    0.839048   -0.707934   -0.248648   -0.317384   -1.155484   341.88    74.33    76.29    80.06   -10.23  -166.08
   20  -66.151733   -0.191727   -0.138770    0.668504   -0.529734   -0.238074   -0.458954   -1.000292   342.07    77.05    74.20    72.92   -17.77  -163.46
   21  -75.322014    0.097280   -2.190100    6.105981   -3.915880   -1.899860   -5.077240   -8.874199   341.73    79.02    73.41    66.92   -24.15  -161.92
   22  -84.250168    0.167786   -2.989381    6.358140   -3.368759   -1.304280   -4.513021   -8.522260   341.06    79.06    72.95    65.58   -25.62  -161.22
   23  -93.011772    0.185244   -2.712280    6.277400   -3.565120   -0.701900   -3.540020   -8.555657   342.15    77.56    76.26    68.92   -21.73  -165.25
   24 -100.717125   -0.102609   -1.019799    6.017601   -4.997801    0.023360   -2.723840   -8.614263   342.90    74.37    84.48    75.12   -14.95  -174.28
   25 -106.949249   -0.236715    0.728381    6.521981   -7.250361    0.697260   -2.433540   -8.420381   160.49    70.38    89.52    76.88    13.13   179.51
   26 -112.535957   -0.246851    1.781380    7.381619   -9.162999    1.026820   -2.676100   -8.204180   157.91    67.22    87.32    75.61    14.41   177.23
   27 -117.642838   -0.193548    2.684981    7.314077   -9.999058    0.918400   -3.045640   -8.354600   157.80    66.83    86.58    74.17    15.86   176.44
   28 -122.831902   -0.280101    3.028840    6.909881   -9.938721    0.447460   -3.364141   -8.669681   158.63    68.03    87.90    73.97    16.04   177.81
   29 -129.010361   -0.663008    2.298080    6.586879   -8.884959   -0.041420   -3.776921   -9.109776   340.06    70.37    88.92    73.85   -16.15  -178.88
   30 -135.726013   -0.645881    1.403479    5.102461   -6.505940   -0.043220   -3.817559   -9.353600   344.21    74.66    88.63    71.90   -18.10  -178.56
   31 -144.201370   -0.132800    1.363440    1.951199   -3.314639    0.225900   -3.325799   -9.493799   172.96    82.13    87.59    70.87    19.14   177.44
   32 -151.907562   -0.123059    2.118020   -1.532081   -0.585939    0.160520   -2.375740   -9.748221    90.86   182.39    74.77    84.40   174.20    15.31
   33 -156.115982   -0.298174    0.304356   -0.387406    0.083050   -0.051836   -0.163988   -1.006570    96.51   187.03    79.51    87.24   177.19    10.50
   34 -158.974701   -0.290078    0.332258   -0.411998    0.079740   -0.138430   -0.154166   -1.016050    97.10     6.75    82.04    87.49  -177.46    -7.97
   35 -161.640533   -0.245367    2.674839   -2.820259    0.145420   -1.937440   -1.641020   -9.650658    94.81     3.91    82.99    82.74  -172.69    -7.07
   36 -163.661057   -0.144637    1.728980   -1.258859   -0.470120   -1.746820   -1.248420   -8.486178    91.67     0.78    84.78    80.41  -170.37    -5.29
   37 -165.404587    0.053046    0.976420    0.142701   -1.119121   -0.837899   -0.494599   -6.876098   357.21    87.47    83.42    87.72    -2.30  -173.41
   38 -168.204803    0.200703    0.386680    1.356381   -1.743060    0.001780   -0.027280   -4.991599   171.38    81.38    89.99    89.70     0.30   180.00
   39 -170.064362   -0.162710    0.339160    1.475880   -1.815040    0.207640    0.254420   -3.126438   166.03   256.20    86.15    87.39    -2.61  -176.14
   40 -171.391373   -1.180261    0.390440    0.728279   -1.118719    0.106040    0.298740   -1.418259   163.30   253.76    86.42    82.72    -7.30  -176.39
