   No        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y flag
   38     1.008     119.894257      -0.254300      26.003710      5.00      5.00     7.061    83.221    10.364      0.00    -15.00    0
   39     0.985     119.892693      -0.209110      26.003710      5.00      5.00    10.732    86.553     9.539      5.00    -15.00    0
   40     0.946     119.891121      -0.163920      26.003710      5.00      5.00    14.550    86.067     8.823     10.00    -15.00    0
   41     0.860     119.889549      -0.118730      26.003710      5.00      5.00    58.741    46.474    86.265     15.00    -15.00    1
   42     0.722     119.887978      -0.073540      26.003710      5.00      5.00    53.980    36.109    82.856     20.00    -15.00    1
   43     0.658     119.886414      -0.028350      26.003710      5.00      5.00    62.586    25.057   102.957     25.00    -15.00    1
   44     0.611     119.884850       0.016840      26.003710      5.00      5.00   214.444    72.490    87.731     30.00    -15.00    0
   45     0.589     119.883278       0.062030      26.003710      5.00      5.00   194.219    69.829   100.664     35.00    -15.00    0
   46     0.501     119.881706       0.107230      26.003710      5.00      5.00   169.122    61.074   104.426     40.00    -15.00    0
   47     0.375     119.880142       0.152420      26.003710      5.00      5.00   148.039    59.058   104.857     45.00    -15.00    0
   48     0.219     119.878571       0.197610      26.003710      5.00      5.00   140.046    55.969   113.811     50.00    -15.00    0
   49     0.463     119.936150      -1.926930      21.335800      5.00      5.00    20.015    26.140    50.616   -185.00    -10.00    0
   50     0.839     119.934578      -1.881740      21.335800      5.00      5.00   358.063    54.125     6.851   -180.00    -10.00    0
   51     1.204     119.933006      -1.836550      21.335800      5.00      5.00     0.280    60.687     8.354   -175.00    -10.00    0
   52     1.451     119.931450      -1.791360      21.335800      5.00      5.00     0.690    65.078     9.720   -170.00    -10.00    0
   53     1.526     119.929878      -1.746170      21.335800      5.00      5.00     0.869    72.258    10.000   -165.00    -10.00    0
   54     1.469     119.928307      -1.700980      21.335800      5.00      5.00   359.950    80.065     7.096   -160.00    -10.00    0
   55     1.316     119.926743      -1.655790      21.335800      5.00      5.00     0.231    86.808     5.013   -155.00    -10.00    0
   56     1.090     119.925179      -1.610590      21.335800      5.00      5.00   180.646    89.418    -3.588   -150.00    -10.00    0
   57     0.849     119.923607      -1.565400      21.335800      5.00      5.00   179.428    83.817    -2.233   -145.00    -10.00    0
   58     0.681     119.922043      -1.520210      21.335800      5.00      5.00   172.548    80.328     5.340   -140.00    -10.00    0
   59     0.673     119.920471      -1.475020      21.335800      5.00      5.00   163.372    83.223    15.304   -135.00    -10.00    0
   60     0.796     119.918907      -1.429830      21.335800      5.00      5.00   158.284    87.887    19.123   -130.00    -10.00    0
   61     0.954     119.917343      -1.384640      21.335800      5.00      5.00   155.531    89.880    13.573   -125.00    -10.00    0
   62     1.121     119.915771      -1.339450      21.335800      5.00      5.00   334.550    87.055    -8.635   -120.00    -10.00    0
   63     1.264     119.914200      -1.294260      21.335800      5.00      5.00   335.125    89.026    -9.684   -115.00    -10.00    0
   64     1.361     119.912643      -1.249070      21.335800      5.00      5.00   158.497    89.421    16.200   -110.00    -10.00    0
   65     1.377     119.911072      -1.203880      21.335800      5.00      5.00   166.138    82.145    26.075   -105.00    -10.00    0
   66     1.434     119.909500      -1.158690      21.335800      5.00      5.00   178.130    76.111    40.964   -100.00    -10.00    0
   67     1.465     119.907944      -1.113500      21.335800      5.00      5.00   184.613    77.589    46.857    -95.00    -10.00    0
   68     1.456     119.906372      -1.068310      21.335800      5.00      5.00   182.608    85.982    45.893    -90.00    -10.00    0
   69     1.393     119.904800      -1.023120      21.335800      5.00      5.00   357.637    86.149   -40.237    -85.00    -10.00    0
   70     1.454     119.903236      -0.977920      21.335800      5.00      5.00   344.194    67.875   -27.488    -80.00    -10.00    0
   71     1.563     119.901672      -0.932730      21.335800      5.00      5.00   338.023    64.521   -26.617    -75.00    -10.00    0
   72     1.738     119.900101      -0.887540      21.335800      5.00      5.00   332.785    64.904   -27.514    -70.00    -10.00    0
   73     1.859     119.898537      -0.842350      21.335800      5.00      5.00   331.879    68.380   -22.270    -65.00    -10.00    0
   74     1.972     119.896973      -0.797160      21.335800      5.00      5.00   334.983    80.875    -8.206    -60.00    -10.00    0
   75     2.135     119.895401      -0.751970      21.335800      5.00      5.00   156.976    88.211    -1.557    -55.00    -10.00    0
   76     2.200     119.893837      -0.706780      21.335800      5.00      5.00   159.217    86.448    -6.514    -50.00    -10.00    0
   77     2.202     119.892273      -0.661590      21.335800      5.00      5.00   161.813    86.153   -12.391    -45.00    -10.00    0
   78     2.140     119.890701      -0.616400      21.335800      5.00      5.00   345.698    89.153    17.061    -40.00    -10.00    0
   79     2.070     119.889137      -0.571210      21.335800      5.00      5.00   350.228    80.093    17.516    -35.00    -10.00    0
   80     1.967     119.887573      -0.526020      21.335800      5.00      5.00   354.637    72.896    13.850    -30.00    -10.00    0
   81     1.919     119.886002      -0.480820      21.335800      5.00      5.00   358.561    67.018     9.477    -25.00    -10.00    0
   82     1.904     119.884438      -0.435630      21.335800      5.00      5.00     2.943    64.783     8.609    -20.00    -10.00    0
   83     1.962     119.882874      -0.390440      21.335800      5.00      5.00     3.728    66.477     5.658    -15.00    -10.00    0
   84     2.016     119.881310      -0.345250      21.335800      5.00      5.00     2.768    71.522     1.918    -10.00    -10.00    0
   85     1.996     119.879738      -0.300060      21.335800      5.00      5.00     2.492    75.220    -0.182     -5.00    -10.00    0
   86     1.945     119.878166      -0.254870      21.335800      5.00      5.00     4.525    79.090    -0.203      0.00    -10.00    0
   87     1.860     119.876602      -0.209680      21.335800      5.00      5.00     7.946    81.545    -1.693      5.00    -10.00    0
   88     1.698     119.875038      -0.164490      21.335800      5.00      5.00    11.614    87.098    -4.922     10.00    -10.00    0
   89     1.445     119.873466      -0.119300      21.335800      5.00      5.00   193.734    85.842    11.337     15.00    -10.00    0
   90     1.099     119.871902      -0.074100      21.335800      5.00      5.00   205.511    65.507    48.135     20.00    -10.00    0
   91     0.946     119.870331      -0.028910      21.335800      5.00      5.00    61.647    27.039   106.557     25.00    -10.00    1
   92     0.825     119.868759       0.016280      21.335800      5.00      5.00   217.677    70.338    93.252     30.00    -10.00    0
   93     0.859     119.867188       0.061470      21.335800      5.00      5.00   204.863    70.056   105.191     35.00    -10.00    0
   94     0.836     119.865623       0.106660      21.335800      5.00      5.00   194.538    67.871   110.135     40.00    -10.00    0
   95     0.614     119.864052       0.151850      21.335800      5.00      5.00   175.990    63.760   113.417     45.00    -10.00    0
   96     0.375     119.862480       0.197040      21.335800      5.00      5.00   151.262    57.207   116.904     50.00    -10.00    0
   97     0.570     119.920059      -1.927490      16.667900      5.00      5.00   353.801    80.332   -10.161   -185.00     -5.00    0
   98     1.103     119.918488      -1.882300      16.667900      5.00      5.00   354.408    77.677    -4.136   -180.00     -5.00    0
   99     1.550     119.916924      -1.837110      16.667900      5.00      5.00   356.703    77.480     2.303   -175.00     -5.00    0
  100     1.854     119.915352      -1.791920      16.667900      5.00      5.00   359.252    77.827     6.648   -170.00     -5.00    0
  101     1.988     119.913788      -1.746730      16.667900      5.00      5.00     0.940    78.865     7.139   -165.00     -5.00    0
  102     1.952     119.912216      -1.701540      16.667900      5.00      5.00     2.175    80.920     6.527   -160.00     -5.00    0
  103     1.762     119.910652      -1.656350      16.667900      5.00      5.00     2.527    83.438     3.305   -155.00     -5.00    0
  104     1.471     119.909081      -1.611160      16.667900      5.00      5.00     1.568    86.429     0.294   -150.00     -5.00    0
  105     1.168     119.907516      -1.565970      16.667900      5.00      5.00   178.596    86.930     4.307   -145.00     -5.00    0
  106     0.993     119.905952      -1.520780      16.667900      5.00      5.00   172.534    81.595    12.596   -140.00     -5.00    0
  107     1.023     119.904381      -1.475590      16.667900      5.00      5.00   162.543    86.246    17.817   -135.00     -5.00    0
  108     1.187     119.902809      -1.430400      16.667900      5.00      5.00   336.253    88.779   -15.060   -130.00     -5.00    0
  109     1.422     119.901253      -1.385210      16.667900      5.00      5.00   333.640    87.778   -12.224   -125.00     -5.00    0
  110     1.654     119.899681      -1.340020      16.667900      5.00      5.00   153.370    88.426    11.914   -120.00     -5.00    0
  111     1.831     119.898109      -1.294830      16.667900      5.00      5.00   154.319    87.718    15.284   -115.00     -5.00    0
  112     1.878     119.896553      -1.249630      16.667900      5.00      5.00   158.298    85.242    20.995   -110.00     -5.00    0
  113     1.859     119.894981      -1.204440      16.667900      5.00      5.00   165.927    80.936    30.114   -105.00     -5.00    0
  114     1.803     119.893410      -1.159250      16.667900      5.00      5.00   174.141    78.737    34.603   -100.00     -5.00    0
  115     1.807     119.891853      -1.114060      16.667900      5.00      5.00   179.611    81.605    38.579    -95.00     -5.00    0
  116     1.837     119.890282      -1.068870      16.667900      5.00      5.00   356.955    88.779   -38.201    -90.00     -5.00    0
  117     1.905     119.888710      -1.023680      16.667900      5.00      5.00   348.491    75.325   -31.009    -85.00     -5.00    0
  118     2.057     119.887154      -0.978490      16.667900      5.00      5.00   341.618    65.148   -27.222    -80.00     -5.00    0
  119     2.235     119.885582      -0.933300      16.667900      5.00      5.00   335.755    59.650   -27.398    -75.00     -5.00    0
  120     2.516     119.884010      -0.888110      16.667900      5.00      5.00   331.574    58.505   -27.304    -70.00     -5.00    0
  121     2.668     119.882446      -0.842920      16.667900      5.00      5.00   332.514    64.850   -20.289    -65.00     -5.00    0
  122     2.754     119.880882      -0.797730      16.667900      5.00      5.00   336.272    81.766    -3.540    -60.00     -5.00    0
  123     2.920     119.879311      -0.752540      16.667900      5.00      5.00   157.802    87.984    -5.364    -55.00     -5.00    0
  124     2.980     119.877747      -0.707340      16.667900      5.00      5.00   159.529    86.191    -7.390    -50.00     -5.00    0
  125     2.895     119.876183      -0.662150      16.667900      5.00      5.00   162.296    88.028    -9.260    -45.00     -5.00    0
  126     2.767     119.874619      -0.616960      16.667900      5.00      5.00   345.699    88.092    11.688    -40.00     -5.00    0
  127     2.651     119.873047      -0.571770      16.667900      5.00      5.00   350.305    80.409    12.385    -35.00     -5.00    0
  128     2.607     119.871483      -0.526580      16.667900      5.00      5.00   354.308    72.232     9.727    -30.00     -5.00    0
  129     2.564     119.869919      -0.481390      16.667900      5.00      5.00   357.523    66.044     4.640    -25.00     -5.00    0
  130     2.551     119.868347      -0.436200      16.667900      5.00      5.00   359.645    64.935     1.468    -20.00     -5.00    0
  131     2.664     119.866791      -0.391010      16.667900      5.00      5.00     0.528    65.081    -1.321    -15.00     -5.00    0
  132     2.718     119.865219      -0.345820      16.667900      5.00      5.00     0.713    69.589    -2.937    -10.00     -5.00    0
  133     2.725     119.863647      -0.300630      16.667900      5.00      5.00     0.595    71.912    -4.936     -5.00     -5.00    0
  134     2.651     119.862091      -0.255430      16.667900      5.00      5.00     1.758    73.885    -6.091      0.00     -5.00    0
  135     2.480     119.860519      -0.210240      16.667900      5.00      5.00     4.126    76.374    -7.376      5.00     -5.00    0
  136     2.204     119.858948      -0.165050      16.667900      5.00      5.00     7.108    80.256    -9.230     10.00     -5.00    0
  137     1.838     119.857384      -0.119860      16.667900      5.00      5.00     8.773    83.295   -11.943     15.00     -5.00    0
  138     1.339     119.855812      -0.074670      16.667900      5.00      5.00   189.492    87.936    23.928     20.00     -5.00    0
  139     0.970     119.854240      -0.029480      16.667900      5.00      5.00   213.701    67.327    76.193     25.00     -5.00    0
  140     0.848     119.852669       0.015710      16.667900      5.00      5.00   353.872    23.405    41.134     30.00     -5.00    0
  141     0.953     119.851097       0.060900      16.667900      5.00      5.00   220.779    76.112   110.389     35.00     -5.00    0
  142     0.926     119.849533       0.106090      16.667900      5.00      5.00   212.263    72.871   111.072     40.00     -5.00    0
  143     0.767     119.847961       0.151280      16.667900      5.00      5.00   189.503    65.326   117.423     45.00     -5.00    0
  144     0.467     119.846390       0.196470      16.667900      5.00      5.00   179.846    63.942   119.518     50.00     -5.00    0
  145     0.753     119.903961      -1.928060      12.000000      5.00      5.00   169.581    89.537     8.621   -185.00      0.00    0
  146     1.384     119.902397      -1.882870      12.000000      5.00      5.00   172.153    88.595     7.788   -180.00      0.00    0
  147     1.843     119.900833      -1.837680      12.000000      5.00      5.00   174.652    89.517     4.125   -175.00      0.00    0
  148     2.124     119.899261      -1.792490      12.000000      5.00      5.00   357.353    88.737    -0.462   -170.00      0.00    0
  149     2.273     119.897690      -1.747300      12.000000      5.00      5.00     0.202    86.275     1.497   -165.00      0.00    0
  150     2.248     119.896133      -1.702110      12.000000      5.00      5.00     2.345    84.572     2.441   -160.00      0.00    0
  151     2.030     119.894562      -1.656920      12.000000      5.00      5.00     3.461    84.774    -0.048   -155.00      0.00    0
  152     1.708     119.892990      -1.611730      12.000000      5.00      5.00     2.051    85.434    -4.944   -150.00      0.00    0
  153     1.421     119.891418      -1.566530      12.000000      5.00      5.00   177.608    89.916    11.571   -145.00      0.00    0
  154     1.268     119.889862      -1.521340      12.000000      5.00      5.00   170.133    87.439    17.325   -140.00      0.00    0
  155     1.302     119.888290      -1.476150      12.000000      5.00      5.00   161.415    89.930    18.247   -135.00      0.00    0
  156     1.536     119.886719      -1.430960      12.000000      5.00      5.00   334.445    85.952   -12.585   -130.00      0.00    0
  157     1.811     119.885162      -1.385770      12.000000      5.00      5.00   332.292    88.336   -11.641   -125.00      0.00    0
  158     2.070     119.883591      -1.340580      12.000000      5.00      5.00   152.416    87.295    14.236   -120.00      0.00    0
  159     2.248     119.882019      -1.295390      12.000000      5.00      5.00   154.254    85.158    19.138   -115.00      0.00    0
  160     2.232     119.880463      -1.250200      12.000000      5.00      5.00   158.419    82.750    23.743   -110.00      0.00    0
  161     2.149     119.878891      -1.205010      12.000000      5.00      5.00   163.896    82.339    28.917   -105.00      0.00    0
  162     2.076     119.877319      -1.159820      12.000000      5.00      5.00   171.055    81.800    33.777   -100.00      0.00    0
  163     2.033     119.875763      -1.114630      12.000000      5.00      5.00   173.697    86.263    34.036    -95.00      0.00    0
  164     2.093     119.874191      -1.069440      12.000000      5.00      5.00   351.225    82.941   -31.173    -90.00      0.00    0
  165     2.291     119.872620      -1.024250      12.000000      5.00      5.00   344.747    69.727   -28.165    -85.00      0.00    0
  166     2.500     119.871063      -0.979050      12.000000      5.00      5.00   339.400    61.600   -27.037    -80.00      0.00    0
  167     2.766     119.869492      -0.933860      12.000000      5.00      5.00   334.244    56.281   -28.120    -75.00      0.00    0
  168     3.046     119.867928      -0.888670      12.000000      5.00      5.00   331.878    56.884   -26.539    -70.00      0.00    0
  169     3.202     119.866364      -0.843480      12.000000      5.00      5.00   333.961    64.392   -18.307    -65.00      0.00    0
  170     3.327     119.864792      -0.798290      12.000000      5.00      5.00   337.350    80.722    -2.646    -60.00      0.00    0
  171     3.473     119.863228      -0.753100      12.000000      5.00      5.00   338.576    89.807     5.064    -55.00      0.00    0
  172     3.496     119.861656      -0.707910      12.000000      5.00      5.00   160.173    87.460    -7.508    -50.00      0.00    0
  173     3.398     119.860092      -0.662720      12.000000      5.00      5.00   162.137    89.102    -7.479    -45.00      0.00    0
  174     3.191     119.858528      -0.617530      12.000000      5.00      5.00   345.557    86.297     8.818    -40.00      0.00    0
  175     3.053     119.856956      -0.572340      12.000000      5.00      5.00   349.592    79.535     7.273    -35.00      0.00    0
  176     3.024     119.855400      -0.527150      12.000000      5.00      5.00   353.560    70.270     3.772    -30.00      0.00    0
  177     3.006     119.853828      -0.481950      12.000000      5.00      5.00   355.777    65.011    -1.209    -25.00      0.00    0
  178     3.044     119.852257      -0.436760      12.000000      5.00      5.00   357.225    63.980    -4.463    -20.00      0.00    0
  179     3.104     119.850700      -0.391570      12.000000      5.00      5.00   358.182    65.920    -6.340    -15.00      0.00    0
  180     3.174     119.849129      -0.346380      12.000000      5.00      5.00   358.694    68.478    -7.939    -10.00      0.00    0
  181     3.245     119.847572      -0.301190      12.000000      5.00      5.00   358.725    70.096   -10.629     -5.00      0.00    0
  182     3.168     119.846001      -0.256000      12.000000      5.00      5.00   359.558    71.507   -11.994      0.00      0.00    0
  183     2.935     119.844429      -0.210810      12.000000      5.00      5.00     0.946    72.897   -12.705      5.00      0.00    0
  184     2.560     119.842873      -0.165620      12.000000      5.00      5.00     2.635    74.312   -13.443     10.00      0.00    0
  185     2.058     119.841301      -0.120430      12.000000      5.00      5.00     2.882    74.369   -13.992     15.00      0.00    0
  186     1.491     119.839737      -0.075240      12.000000      5.00      5.00     0.143    69.598   -13.036     20.00      0.00    0
  187     1.067     119.838173      -0.030050      12.000000      5.00      5.00   347.609    38.524     5.847     25.00      0.00    0
  188     1.017     119.836601       0.015150      12.000000      5.00      5.00   332.509    27.288     4.165     30.00      0.00    0
  189     1.031     119.835037       0.060340      12.000000      5.00      5.00   327.864    23.755     2.866     35.00      0.00    0
  190     0.943     119.833473       0.105530      12.000000      5.00      5.00   -29.899    29.002    16.667     40.00      0.00    0
  191     0.803     119.831909       0.150720      12.000000      5.00      5.00   199.745    64.645   129.175     45.00      0.00    0
  192     0.506     119.830338       0.195910      12.000000      5.00      5.00   188.520    59.468   129.396     50.00      0.00    0
  193     0.811     119.887871      -1.928620       7.332100      5.00      5.00   170.053    81.746     3.312   -185.00      5.00    0
  194     1.519     119.886299      -1.883430       7.332100      5.00      5.00   171.559    82.175     6.308   -180.00      5.00    0
  195     2.007     119.884743      -1.838240       7.332100      5.00      5.00   174.201    83.989     6.467   -175.00      5.00    0
  196     2.294     119.883171      -1.793050       7.332100      5.00      5.00   176.751    86.508     4.995   -170.00      5.00    0
  197     2.441     119.881599      -1.747860       7.332100      5.00      5.00   179.595    89.357     2.249   -165.00      5.00    0
  198     2.404     119.880028      -1.702670       7.332100      5.00      5.00     2.094    87.968    -1.380   -160.00      5.00    0
  199     2.175     119.878471      -1.657480       7.332100      5.00      5.00     3.413    86.822    -3.549   -155.00      5.00    0
  200     1.861     119.876900      -1.612290       7.332100      5.00      5.00     2.517    88.033   -10.215   -150.00      5.00    0
  201     1.587     119.875328      -1.567100       7.332100      5.00      5.00   358.003    88.121   -17.126   -145.00      5.00    0
  202     1.449     119.873772      -1.521910       7.332100      5.00      5.00   349.931    88.132   -20.631   -140.00      5.00    0
  203     1.532     119.872200      -1.476720       7.332100      5.00      5.00   340.155    87.515   -18.319   -135.00      5.00    0
  204     1.792     119.870628      -1.431530       7.332100      5.00      5.00   334.067    87.704   -13.468   -130.00      5.00    0
  205     2.084     119.869072      -1.386340       7.332100      5.00      5.00   331.908    89.838   -12.030   -125.00      5.00    0
  206     2.325     119.867500      -1.341150       7.332100      5.00      5.00   151.982    87.671    15.674   -120.00      5.00    0
  207     2.428     119.865929      -1.295960       7.332100      5.00      5.00   154.567    83.320    20.295   -115.00      5.00    0
  208     2.400     119.864372      -1.250760       7.332100      5.00      5.00   158.080    82.945    24.356   -110.00      5.00    0
  209     2.290     119.862801      -1.205570       7.332100      5.00      5.00   162.845    82.969    27.808   -105.00      5.00    0
  210     2.222     119.861229      -1.160380       7.332100      5.00      5.00   167.227    85.126    30.457   -100.00      5.00    0
  211     2.225     119.859673      -1.115190       7.332100      5.00      5.00   349.066    89.195   -31.583    -95.00      5.00    0
  212     2.297     119.858101      -1.070000       7.332100      5.00      5.00   347.084    77.145   -27.823    -90.00      5.00    0
  213     2.522     119.856537      -1.024810       7.332100      5.00      5.00   342.363    65.594   -26.053    -85.00      5.00    0
  214     2.809     119.854973      -0.979620       7.332100      5.00      5.00   337.513    58.950   -27.454    -80.00      5.00    0
  215     3.100     119.853401      -0.934430       7.332100      5.00      5.00   333.681    55.770   -28.305    -75.00      5.00    0
  216     3.381     119.851837      -0.889240       7.332100      5.00      5.00   332.594    57.000   -25.916    -70.00      5.00    0
  217     3.516     119.850273      -0.844050       7.332100      5.00      5.00   335.607    66.114   -16.295    -65.00      5.00    0
  218     3.647     119.848701      -0.798860       7.332100      5.00      5.00   338.046    79.238    -4.620    -60.00      5.00    0
  219     3.765     119.847137      -0.753670       7.332100      5.00      5.00   339.146    88.015     3.771    -55.00      5.00    0
  220     3.782     119.845612      -0.708470       7.332100      5.00      5.00   340.392    89.669     7.138    -50.00      5.00    0
  221     3.657     119.844040      -0.663280       7.332100      5.00      5.00   342.351    88.360     7.645    -45.00      5.00    0
  222     3.484     119.842468      -0.618090       7.332100      5.00      5.00   345.292    83.545     6.627    -40.00      5.00    0
  223     3.349     119.840897      -0.572900       7.332100      5.00      5.00   349.083    75.356     2.831    -35.00      5.00    0
  224     3.289     119.839333      -0.527710       7.332100      5.00      5.00   352.299    66.945    -2.043    -30.00      5.00    0
  225     3.331     119.837761      -0.482520       7.332100      5.00      5.00   354.168    62.773    -5.392    -25.00      5.00    0
  226     3.350     119.836189      -0.437330       7.332100      5.00      5.00   355.321    63.006    -8.193    -20.00      5.00    0
  227     3.382     119.834618      -0.392140       7.332100      5.00      5.00   356.165    65.325   -10.650    -15.00      5.00    0
  228     3.465     119.833054      -0.346950       7.332100      5.00      5.00   356.525    67.619   -12.922    -10.00      5.00    0
  229     3.511     119.831482      -0.301760       7.332100      5.00      5.00   357.393    70.604   -14.115     -5.00      5.00    0
  230     3.453     119.829910      -0.256570       7.332100      5.00      5.00   357.979    71.531   -15.519      0.00      5.00    0
  231     3.223     119.828346      -0.211370       7.332100      5.00      5.00   358.513    71.589   -16.698      5.00      5.00    0
  232     2.782     119.826782      -0.166180       7.332100      5.00      5.00   359.262    71.595   -16.850     10.00      5.00    0
  233     2.215     119.825218      -0.120990       7.332100      5.00      5.00   359.140    69.621   -16.925     15.00      5.00    0
  234     1.678     119.823647      -0.075800       7.332100      5.00      5.00   353.274    58.940   -15.316     20.00      5.00    0
  235     1.372     119.822083      -0.030610       7.332100      5.00      5.00   339.934    38.597   -10.633     25.00      5.00    0
  236     1.263     119.820518       0.014580       7.332100      5.00      5.00   323.165    26.461   -15.804     30.00      5.00    0
  237     1.133     119.818947       0.059770       7.332100      5.00      5.00    69.594    81.051  -104.948     35.00      5.00    1
  238     1.020     119.817390       0.104960       7.332100      5.00      5.00   214.036     9.283  -141.046     40.00      5.00    0
  239     0.826     119.815819       0.150150       7.332100      5.00      5.00   191.624    48.059   151.642     45.00      5.00    0
  240     0.518     119.814247       0.195340       7.332100      5.00      5.00   195.081    55.313   144.435     50.00      5.00    0
  241     0.819     119.871780      -1.929190       2.664200      5.00      5.00   170.633    76.636     5.437   -185.00     10.00    0
  242     1.533     119.870209      -1.884000       2.664200      5.00      5.00   172.066    80.032     7.533   -180.00     10.00    0
  243     2.050     119.868637      -1.838810       2.664200      5.00      5.00   174.372    81.992     7.455   -175.00     10.00    0
  244     2.350     119.867081      -1.793620       2.664200      5.00      5.00   176.846    84.169     6.343   -170.00     10.00    0
  245     2.487     119.865509      -1.748430       2.664200      5.00      5.00   179.546    86.706     5.042   -165.00     10.00    0
  246     2.454     119.863937      -1.703240       2.664200      5.00      5.00   181.962    89.181     5.057   -160.00     10.00    0
  247     2.239     119.862373      -1.658050       2.664200      5.00      5.00     3.386    89.271    -7.626   -155.00     10.00    0
  248     1.942     119.860809      -1.612860       2.664200      5.00      5.00     2.700    88.817   -13.355   -150.00     10.00    0
  249     1.687     119.859238      -1.567660       2.664200      5.00      5.00   358.369    88.682   -20.564   -145.00     10.00    0
  250     1.558     119.857681      -1.522470       2.664200      5.00      5.00   349.646    86.727   -22.204   -140.00     10.00    0
  251     1.647     119.856110      -1.477280       2.664200      5.00      5.00   339.700    85.580   -18.606   -135.00     10.00    0
  252     1.921     119.854538      -1.432090       2.664200      5.00      5.00   333.907    87.622   -14.084   -130.00     10.00    0
  253     2.206     119.852982      -1.386900       2.664200      5.00      5.00   151.891    89.616    12.928   -125.00     10.00    0
  254     2.421     119.851410      -1.341710       2.664200      5.00      5.00   152.037    86.893    15.612   -120.00     10.00    0
