   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     119.952240      -1.926360      26.003710     0.199    49.927    78.470  -111.101   292.544    23.919   -29.538   -185.00    -15.00    1
    2     119.950684      -1.881170      26.003710     0.309    48.828    87.948   -95.326   297.818     5.707   -21.106   -180.00    -15.00    1
    3     119.949112      -1.835980      26.003710     0.529    77.604     2.105   113.145   234.445    88.065    89.172   -175.00    -15.00    1
    4     119.947540      -1.790790      26.003710     0.547     9.486     5.482    46.600   233.017    86.020    93.773   -170.00    -15.00    0
    5     119.945969      -1.745600      26.003710     0.531     0.150     9.250    42.787   227.737    83.731    96.816   -165.00    -15.00    0
    6     119.944397      -1.700410      26.003710     0.413     1.947    13.106    25.262   247.263    84.447   101.890   -160.00    -15.00    0
    7     119.942841      -1.655220      26.003710     0.392   270.211    86.349   107.722    11.482    18.082    11.841   -155.00    -15.00    0
    8     119.941269      -1.610030      26.003710     0.396    25.707    44.627    25.956   276.599    72.094   131.589   -150.00    -15.00    0
    9     119.939697      -1.564840      26.003710     0.503    20.963    66.096    40.712   271.741    53.394   149.684   -145.00    -15.00    0
   10     119.938133      -1.519650      26.003710     0.588    20.796    67.956    41.949   272.155    51.712   151.435   -140.00    -15.00    0
   11     119.936562      -1.474460      26.003710     0.577   273.737    53.670   155.437    18.887    70.435    38.957   -135.00    -15.00    0
   12     119.934998      -1.429270      26.003710     0.591   276.724    44.987   166.063    16.680    80.196    45.869   -130.00    -15.00    0
   13     119.933434      -1.384080      26.003710     0.632    26.586    77.490    61.187   275.091    31.197   155.279   -125.00    -15.00    0
   14     119.931862      -1.338890      26.003710     0.463   180.158    86.201   -34.079   272.724    56.006  -175.416   -120.00    -15.00    0
   15     119.930290      -1.293690      26.003710     0.438   164.447    73.159    -2.319   255.119    87.781  -163.146   -115.00    -15.00    0
   16     119.928726      -1.248500      26.003710     0.589   159.135    76.757     8.554    67.161    81.675   166.613   -110.00    -15.00    0
   17     119.927162      -1.203310      26.003710     0.685   337.707    82.242     5.195   247.003    84.853   172.211   -105.00    -15.00    0
   18     119.925591      -1.158120      26.003710     0.772   342.636    74.270    11.559   249.463    78.880   163.961   -100.00    -15.00    0
   19     119.924026      -1.112930      26.003710     0.742   348.841    79.007     6.438   257.608    83.680   168.939    -95.00    -15.00    0
   20     119.922462      -1.067740      26.003710     0.772   175.229    83.979    14.276    83.700    75.804   173.789    -90.00    -15.00    0
   21     119.920891      -1.022550      26.003710     0.894   186.328    76.627    37.624    86.220    53.564   163.293    -85.00    -15.00    0
   22     119.919319      -0.977360      26.003710     1.056   182.934    81.527    41.796    85.430    48.761   168.700    -80.00    -15.00    0
   23     119.917763      -0.932170      26.003710     1.092   181.226    83.643    41.214    85.686    49.094   171.575    -75.00    -15.00    0
   24     119.916191      -0.886980      26.003710     1.044   357.334    89.031   -37.081    88.067    52.926  -178.786    -70.00    -15.00    0
   25     119.914619      -0.841790      26.003710     1.007   353.026    76.779   -24.885    89.081    65.817  -165.481    -65.00    -15.00    0
   26     119.913063      -0.796600      26.003710     0.924   351.989    73.656   -16.284    86.688    74.392  -163.012    -60.00    -15.00    0
   27     119.911491      -0.751410      26.003710     0.908   345.448    69.375   -12.492    79.910    78.320  -158.919    -55.00    -15.00    0
   28     119.909920      -0.706210      26.003710     0.987   339.897    69.006   -11.257    73.976    79.499  -158.631    -50.00    -15.00    0
   29     119.908363      -0.661020      26.003710     1.047   339.534    81.223     0.627   249.439    89.381   171.222    -45.00    -15.00    0
