   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
   33      6.00      0.00     0.963     119.902092      -0.480260      26.003710      5.00      5.00   355.585    73.873    17.847    -25.00    -15.00      0.50
   34      5.00      0.00     0.959     119.900528      -0.435070      26.003710      5.00      5.00     1.215    71.370    19.918    -20.00    -15.00      0.50
   35      4.00      0.00     1.108     119.898956      -0.389880      26.003710      5.00      5.00     5.103    67.753    21.843    -15.00    -15.00      0.50
   36      3.00      0.00     1.207     119.897392      -0.344690      26.003710      5.00      5.00     3.789    70.628    19.650    -10.00    -15.00      0.50
   37      3.00      0.00     1.278     119.895828      -0.299500      26.003710      5.00      5.00     3.715    67.508    12.863     -5.00    -15.00      0.50
   38      3.00      0.00     1.255     119.894257      -0.254300      26.003710      5.00      5.00     7.262    63.788    11.518      0.00    -15.00      0.50
   39      3.00      0.00     1.141     119.892693      -0.209110      26.003710      5.00      5.00    12.500    67.252    16.805      5.00    -15.00      0.50
   40      4.00      0.00     1.030     119.891121      -0.163920      26.003710      5.00      5.00    16.721    64.211    21.018     10.00    -15.00      0.50
   41      4.00      0.00     0.870     119.889549      -0.118730      26.003710      5.00      5.00    16.778    56.143    21.139     15.00    -15.00      0.50
   42      5.00      0.00     0.774     119.887978      -0.073540      26.003710      5.00      5.00    12.249    26.682    39.101     20.00    -15.00      0.50
   43      6.00      0.00     0.630     119.886414      -0.028350      26.003710      5.00      5.00   217.475    71.897    94.683     25.00    -15.00      0.50
   44      6.00      0.00     0.564     119.884850       0.016840      26.003710      5.00      5.00   195.578    68.599    88.165     30.00    -15.00      0.50
   45      8.00      0.00     0.452     119.883278       0.062030      26.003710      5.00      5.00   181.581    58.397    88.821     35.00    -15.00      0.50
   46      8.00      0.00     0.446     119.881706       0.107230      26.003710      5.00      5.00   179.190    46.363    81.573     40.00    -15.00      0.50
   47      9.00      0.00     0.442     119.880142       0.152420      26.003710      5.00      5.00   169.800    32.626    63.112     45.00    -15.00      0.50
   48     11.00      0.00     0.315     119.878571       0.197610      26.003710      5.00      5.00   332.233    80.026    42.670     50.00    -15.00      0.50
   49     37.00      0.00     0.239     119.936150      -1.926930      21.335800      5.00      5.00   205.519    87.427   106.996   -185.00    -10.00      0.50
   50     37.00      0.00     0.391     119.934578      -1.881740      21.335800      5.00      5.00   200.859    89.035   106.716   -180.00    -10.00      0.50
   51     36.00      0.00     0.454     119.933006      -1.836550      21.335800      5.00      5.00   199.605    86.864   104.437   -175.00    -10.00      0.50
   52     35.00      0.00     0.567     119.931450      -1.791360      21.335800      5.00      5.00   213.593    88.193   102.165   -170.00    -10.00      0.50
   53     34.00      0.00     0.630     119.929878      -1.746170      21.335800      5.00      5.00   341.252    13.006    22.258   -165.00    -10.00      0.50
   54     33.00      0.00     0.641     119.928307      -1.700980      21.335800      5.00      5.00   358.740    20.753    25.707   -160.00    -10.00      0.50
   55     32.00      0.00     0.689     119.926743      -1.655790      21.335800      5.00      5.00     3.883    33.048    15.466   -155.00    -10.00      0.50
   56     31.00      0.00     0.743     119.925179      -1.610590      21.335800      5.00      5.00    13.669    49.638    20.683   -150.00    -10.00      0.50
   57     30.00      0.00     0.926     119.923607      -1.565400      21.335800      5.00      5.00    20.253    62.985    33.901   -145.00    -10.00      0.50
   58     29.00      0.00     1.147     119.922043      -1.520210      21.335800      5.00      5.00    24.092    67.818    41.084   -140.00    -10.00      0.50
   59     28.00      0.00     1.203     119.920471      -1.475020      21.335800      5.00      5.00    23.127    71.031    40.417   -135.00    -10.00      0.50
   60     27.00      0.00     1.055     119.918907      -1.429830      21.335800      5.00      5.00    20.691    75.353    39.642   -130.00    -10.00      0.50
   61     25.00      0.00     0.905     119.917343      -1.384640      21.335800      5.00      5.00    10.877    86.954    35.378   -125.00    -10.00      0.50
   62     25.00      0.00     0.859     119.915771      -1.339450      21.335800      5.00      5.00   169.340    63.403    -7.929   -120.00    -10.00      0.50
   63     24.00      0.00     0.900     119.914200      -1.294260      21.335800      5.00      5.00   161.654    71.553    -2.590   -115.00    -10.00      0.50
   64     23.00      0.00     1.113     119.912643      -1.249070      21.335800      5.00      5.00   156.300    83.219    -0.827   -110.00    -10.00      0.50
   65     21.00      0.00     1.320     119.911072      -1.203880      21.335800      5.00      5.00   336.459    87.949     6.708   -105.00    -10.00      0.50
   66     20.00      0.00     1.408     119.909500      -1.158690      21.335800      5.00      5.00   340.299    84.072     7.793   -100.00    -10.00      0.50
   67     21.00      0.00     1.399     119.907944      -1.113500      21.335800      5.00      5.00   345.388    83.187    -0.980    -95.00    -10.00      0.50
   68     20.00      0.00     1.457     119.906372      -1.068310      21.335800      5.00      5.00   351.288    88.321   -17.698    -90.00    -10.00      0.50
   69     18.00      0.00     1.649     119.904800      -1.023120      21.335800      5.00      5.00   176.764    87.967    27.703    -85.00    -10.00      0.50
   70     17.00      0.00     1.837     119.903236      -0.977920      21.335800      5.00      5.00   180.586    84.814    33.786    -80.00    -10.00      0.50
   71     16.00      0.00     1.962     119.901672      -0.932730      21.335800      5.00      5.00   179.482    88.122    37.484    -75.00    -10.00      0.50
   72     15.00      0.00     1.918     119.900101      -0.887540      21.335800      5.00      5.00   353.664    79.952   -29.284    -70.00    -10.00      0.50
   73     14.00      0.00     1.955     119.898537      -0.842350      21.335800      5.00      5.00   351.809    74.795   -24.832    -65.00    -10.00      0.50
   74     14.00      2.00     1.868     119.896973      -0.797160      21.335800      5.00      5.00   348.165    70.980   -18.682    -60.00    -10.00      0.50
   75     12.00      2.00     1.827     119.895401      -0.751970      21.335800      5.00      5.00   342.657    65.114   -13.845    -55.00    -10.00      0.50
   76     11.00      1.00     1.898     119.893837      -0.706780      21.335800      5.00      5.00   341.221    72.645    -4.025    -50.00    -10.00      0.50
   77      9.00      0.00     1.983     119.892273      -0.661590      21.335800      5.00      5.00   340.373    79.659    -0.639    -45.00    -10.00      0.50
   78      9.00      0.00     1.947     119.890701      -0.616400      21.335800      5.00      5.00   340.655    85.968     7.386    -40.00    -10.00      0.50
   79      8.00      0.00     1.854     119.889137      -0.571210      21.335800      5.00      5.00   343.343    87.030    12.252    -35.00    -10.00      0.50
   80      7.00      0.00     1.747     119.887573      -0.526020      21.335800      5.00      5.00   349.679    77.193    13.437    -30.00    -10.00      0.50
   81      6.00      0.00     1.757     119.886002      -0.480820      21.335800      5.00      5.00   354.993    72.056    13.726    -25.00    -10.00      0.50
   82      5.00      0.00     1.795     119.884438      -0.435630      21.335800      5.00      5.00   358.762    70.812    13.328    -20.00    -10.00      0.50
   83      4.00      1.00     1.980     119.882874      -0.390440      21.335800      5.00      5.00     1.412    69.178    14.170    -15.00    -10.00      0.50
   84      3.00      3.00     2.185     119.881310      -0.345250      21.335800      5.00      5.00     1.666    68.755    12.609    -10.00    -10.00      0.50
   85      3.00      3.00     2.393     119.879738      -0.300060      21.335800      5.00      5.00     1.653    65.743     7.964     -5.00    -10.00      0.50
   86      2.00      4.00     2.404     119.878166      -0.254870      21.335800      5.00      5.00     2.760    63.168     4.547      0.00    -10.00      0.50
   87      3.00      4.00     2.225     119.876602      -0.209680      21.335800      5.00      5.00     4.840    64.372     3.723      5.00    -10.00      0.50
   88      3.00      4.00     1.931     119.875038      -0.164490      21.335800      5.00      5.00     8.062    65.523     6.826     10.00    -10.00      0.50
   89      3.00      3.00     1.601     119.873466      -0.119300      21.335800      5.00      5.00     6.950    60.775     7.376     15.00    -10.00      0.50
   90      4.00      0.00     1.210     119.871902      -0.074100      21.335800      5.00      5.00     2.120    35.417    24.492     20.00    -10.00      0.50
   91      5.00      0.00     0.920     119.870331      -0.028910      21.335800      5.00      5.00   221.373    70.376    98.241     25.00    -10.00      0.50
   92      8.00      0.00     0.824     119.868759       0.016280      21.335800      5.00      5.00   209.514    67.133    98.897     30.00    -10.00      0.50
   93      7.00      0.00     0.857     119.867188       0.061470      21.335800      5.00      5.00   200.367    60.164    96.886     35.00    -10.00      0.50
   94      9.00      0.00     0.756     119.865623       0.106660      21.335800      5.00      5.00   182.701    48.094    81.655     40.00    -10.00      0.50
   95      9.00      0.00     0.598     119.864052       0.151850      21.335800      5.00      5.00   185.621    41.969    88.339     45.00    -10.00      0.50
   96     10.00      0.00     0.454     119.862480       0.197040      21.335800      5.00      5.00   325.885    79.146    34.604     50.00    -10.00      0.50
   97     38.00      0.00     0.141     119.920059      -1.927490      16.667900      5.00      5.00   150.389    85.825    76.568   -185.00     -5.00      0.50
   98     36.00      0.00     0.309     119.918488      -1.882300      16.667900      5.00      5.00    57.366    43.253  -149.935   -180.00     -5.00      0.50
   99     35.00      0.00     0.449     119.916924      -1.837110      16.667900      5.00      5.00    60.362    41.415  -148.479   -175.00     -5.00      0.50
  100     34.00      0.00     0.433     119.915352      -1.791920      16.667900      5.00      5.00   322.921    68.721   -43.792   -170.00     -5.00      0.50
  101     34.00      0.00     0.529     119.913788      -1.746730      16.667900      5.00      5.00   330.635    44.624   -12.742   -165.00     -5.00      0.50
  102     33.00      0.00     0.728     119.912216      -1.701540      16.667900      5.00      5.00   346.572    46.304    -3.300   -160.00     -5.00      0.50
  103     32.00      0.00     0.884     119.910652      -1.656350      16.667900      5.00      5.00   358.227    50.978     3.732   -155.00     -5.00      0.50
  104     32.00      0.00     1.004     119.909081      -1.611160      16.667900      5.00      5.00     7.249    59.657    12.828   -150.00     -5.00      0.50
  105     30.00      0.00     1.184     119.907516      -1.565970      16.667900      5.00      5.00    14.855    66.486    21.712   -145.00     -5.00      0.50
  106     29.00      0.00     1.423     119.905952      -1.520780      16.667900      5.00      5.00    20.058    70.120    28.376   -140.00     -5.00      0.50
  107     28.00      0.00     1.516     119.904381      -1.475590      16.667900      5.00      5.00    19.134    76.236    27.057   -135.00     -5.00      0.50
  108     27.00      0.00     1.372     119.902809      -1.430400      16.667900      5.00      5.00    11.766    87.519    15.379   -130.00     -5.00      0.50
  109     26.00      0.00     1.141     119.901253      -1.385210      16.667900      5.00      5.00   182.575    82.673    -6.768   -125.00     -5.00      0.50
  110     24.00      0.00     1.077     119.899681      -1.340020      16.667900      5.00      5.00   169.748    80.654    -9.412   -120.00     -5.00      0.50
  111     24.00      0.00     1.282     119.898109      -1.294830      16.667900      5.00      5.00   159.395    84.955   -10.268   -115.00     -5.00      0.50
  112     23.00      0.00     1.644     119.896553      -1.249630      16.667900      5.00      5.00   154.939    89.562   -10.029   -110.00     -5.00      0.50
  113     23.00      2.00     1.896     119.894981      -1.204440      16.667900      5.00      5.00   335.121    89.762     6.477   -105.00     -5.00      0.50
  114     21.00      3.00     1.960     119.893410      -1.159250      16.667900      5.00      5.00   337.918    88.737     3.542   -100.00     -5.00      0.50
  115     20.00      3.00     1.896     119.891853      -1.114060      16.667900      5.00      5.00   343.442    87.075    -3.445    -95.00     -5.00      0.50
  116     19.00      2.00     1.955     119.890282      -1.068870      16.667900      5.00      5.00   349.547    89.557   -18.078    -90.00     -5.00      0.50
  117     18.00      3.00     2.136     119.888710      -1.023680      16.667900      5.00      5.00   175.665    87.537    25.528    -85.00     -5.00      0.50
  118     17.00      6.00     2.315     119.887154      -0.978490      16.667900      5.00      5.00   180.691    85.912    30.161    -80.00     -5.00      0.50
  119     16.00      5.00     2.532     119.885582      -0.933300      16.667900      5.00      5.00   356.403    83.925   -29.693    -75.00     -5.00      0.50
  120     15.00      6.00     2.670     119.884010      -0.888110      16.667900      5.00      5.00   352.564    76.886   -26.640    -70.00     -5.00      0.50
  121     14.00      6.00     2.686     119.882446      -0.842920      16.667900      5.00      5.00   348.984    70.705   -21.397    -65.00     -5.00      0.50
  122     14.00      5.00     2.698     119.880882      -0.797730      16.667900      5.00      5.00   344.943    64.638   -17.528    -60.00     -5.00      0.50
  123     13.00      5.00     2.689     119.879311      -0.752540      16.667900      5.00      5.00   342.174    65.046   -12.753    -55.00     -5.00      0.50
  124     11.00      6.00     2.691     119.877747      -0.707340      16.667900      5.00      5.00   341.806    76.326    -0.403    -50.00     -5.00      0.50
  125     10.00      5.00     2.739     119.876183      -0.662150      16.667900      5.00      5.00   341.047    82.760     6.425    -45.00     -5.00      0.50
  126      9.00      5.00     2.693     119.874619      -0.616960      16.667900      5.00      5.00   341.506    82.511     5.324    -40.00     -5.00      0.50
  127      9.00      5.00     2.479     119.873047      -0.571770      16.667900      5.00      5.00   343.125    83.066     4.691    -35.00     -5.00      0.50
  128      7.00      4.00     2.313     119.871483      -0.526580      16.667900      5.00      5.00   347.499    79.392     6.725    -30.00     -5.00      0.50
  129      6.00      3.00     2.305     119.869919      -0.481390      16.667900      5.00      5.00   352.522    72.750     7.225    -25.00     -5.00      0.50
  130      5.00      5.00     2.391     119.868347      -0.436200      16.667900      5.00      5.00   356.052    70.335     5.328    -20.00     -5.00      0.50
  131      4.00      6.00     2.623     119.866791      -0.391010      16.667900      5.00      5.00   358.543    68.215     3.807    -15.00     -5.00      0.50
  132      3.00      7.00     2.903     119.865219      -0.345820      16.667900      5.00      5.00   358.706    67.645     1.807    -10.00     -5.00      0.50
  133      2.00      9.00     3.197     119.863647      -0.300630      16.667900      5.00      5.00   357.775    63.653    -3.116     -5.00     -5.00      0.50
  134      2.00      9.00     3.308     119.862091      -0.255430      16.667900      5.00      5.00   358.135    61.729    -5.889      0.00     -5.00      0.50
  135      2.00      7.00     3.133     119.860519      -0.210240      16.667900      5.00      5.00   359.166    62.304    -7.403      5.00     -5.00      0.50
  136      3.00      6.00     2.661     119.858948      -0.165050      16.667900      5.00      5.00     1.392    63.753    -6.467     10.00     -5.00      0.50
  137      3.00      5.00     2.117     119.857384      -0.119860      16.667900      5.00      5.00     0.250    61.017    -4.976     15.00     -5.00      0.50
  138      4.00      0.00     1.500     119.855812      -0.074670      16.667900      5.00      5.00   352.855    44.809     5.548     20.00     -5.00      0.50
  139      5.00      0.00     1.108     119.854240      -0.029480      16.667900      5.00      5.00     6.100    22.640    47.384     25.00     -5.00      0.50
  140      7.00      0.00     1.097     119.852669       0.015710      16.667900      5.00      5.00     4.263    25.140    51.209     30.00     -5.00      0.50
  141      9.00      0.00     1.025     119.851097       0.060900      16.667900      5.00      5.00   212.585    60.144   104.010     35.00     -5.00      0.50
  142      9.00      0.00     0.989     119.849533       0.106090      16.667900      5.00      5.00   207.198    55.740   105.835     40.00     -5.00      0.50
  143      9.00      0.00     0.802     119.847961       0.151280      16.667900      5.00      5.00   197.691    45.034   105.986     45.00     -5.00      0.50
  144     10.00      0.00     0.442     119.846390       0.196470      16.667900      5.00      5.00   215.259    50.385   139.102     50.00     -5.00      0.50
  145     37.00      0.00     0.193     119.903961      -1.928060      12.000000      5.00      5.00   126.258    23.035   -44.110   -185.00      0.00      0.50
  146     36.00      0.00     0.438     119.902397      -1.882870      12.000000      5.00      5.00   102.853    25.291   -77.458   -180.00      0.00      0.50
  147     35.00      0.00     0.648     119.900833      -1.837680      12.000000      5.00      5.00    98.579    27.109   -89.758   -175.00      0.00      0.50
  148     35.00      0.00     0.622     119.899261      -1.792490      12.000000      5.00      5.00    95.823    30.583  -108.856   -170.00      0.00      0.50
  149     33.00      0.00     0.630     119.897690      -1.747300      12.000000      5.00      5.00   337.486    69.575   -33.198   -165.00      0.00      0.50
  150     33.00      0.00     0.831     119.896133      -1.702110      12.000000      5.00      5.00   350.337    67.867   -14.516   -160.00      0.00      0.50
  151     32.00      0.00     1.040     119.894562      -1.656920      12.000000      5.00      5.00   358.691    69.788    -4.932   -155.00      0.00      0.50
  152     31.00      0.00     1.243     119.892990      -1.611730      12.000000      5.00      5.00     4.777    73.551    -0.871   -150.00      0.00      0.50
  153     30.00      0.00     1.427     119.891418      -1.566530      12.000000      5.00      5.00     9.455    80.830    -0.454   -145.00      0.00      0.50
  154     29.00      0.00     1.631     119.889862      -1.521340      12.000000      5.00      5.00    13.085    86.648     3.730   -140.00      0.00      0.50
  155     28.00      0.00     1.732     119.888290      -1.476150      12.000000      5.00      5.00    13.194    89.565     4.668   -135.00      0.00      0.50
  156     27.00      0.00     1.601     119.886719      -1.430960      12.000000      5.00      5.00   189.668    89.983    -2.808   -130.00      0.00      0.50
  157     26.00      0.00     1.362     119.885162      -1.385770      12.000000      5.00      5.00   180.849    86.971     1.789   -125.00      0.00      0.50
  158     25.00      0.00     1.309     119.883591      -1.340580      12.000000      5.00      5.00   348.064    88.471     4.665   -120.00      0.00      0.50
  159     24.00      4.00     1.622     119.882019      -1.295390      12.000000      5.00      5.00   338.996    87.186    12.434   -115.00      0.00      0.50
  160     23.00      5.00     2.064     119.880463      -1.250200      12.000000      5.00      5.00   334.655    87.933    12.276   -110.00      0.00      0.50
  161     22.00      6.00     2.326     119.878891      -1.205010      12.000000      5.00      5.00   153.739    88.261    -7.797   -105.00      0.00      0.50
  162     22.00      6.00     2.370     119.877319      -1.159820      12.000000      5.00      5.00   156.472    87.980    -3.760   -100.00      0.00      0.50
  163     20.00      5.00     2.297     119.875763      -1.114630      12.000000      5.00      5.00   341.025    89.420    -4.891    -95.00      0.00      0.50
  164     19.00      4.00     2.310     119.874191      -1.069440      12.000000      5.00      5.00   346.956    87.357   -15.397    -90.00      0.00      0.50
  165     18.00      7.00     2.461     119.872620      -1.024250      12.000000      5.00      5.00   354.028    88.290   -23.962    -85.00      0.00      0.50
  166     17.00      7.00     2.686     119.871063      -0.979050      12.000000      5.00      5.00   357.388    86.069   -25.613    -80.00      0.00      0.50
  167     16.00      7.00     2.954     119.869492      -0.933860      12.000000      5.00      5.00   354.825    79.456   -25.038    -75.00      0.00      0.50
  168     15.00      9.00     3.167     119.867928      -0.888670      12.000000      5.00      5.00   350.885    73.872   -23.973    -70.00      0.00      0.50
  169     14.00     10.00     3.253     119.866364      -0.843480      12.000000      5.00      5.00   346.331    66.554   -20.142    -65.00      0.00      0.50
  170     14.00      9.00     3.376     119.864792      -0.798290      12.000000      5.00      5.00   343.129    63.519   -17.475    -60.00      0.00      0.50
  171     13.00      8.00     3.338     119.863228      -0.753100      12.000000      5.00      5.00   342.235    67.908   -11.028    -55.00      0.00      0.50
  172     12.00      8.00     3.263     119.861656      -0.707910      12.000000      5.00      5.00   341.991    78.625     0.726    -50.00      0.00      0.50
  173     10.00      8.00     3.267     119.860092      -0.662720      12.000000      5.00      5.00   341.143    83.618     5.376    -45.00      0.00      0.50
  174      9.00      8.00     3.194     119.858528      -0.617530      12.000000      5.00      5.00   341.298    80.890     1.124    -40.00      0.00      0.50
  175      8.00      8.00     2.962     119.856956      -0.572340      12.000000      5.00      5.00   342.458    77.381    -2.682    -35.00      0.00      0.50
  176      7.00      7.00     2.758     119.855400      -0.527150      12.000000      5.00      5.00   345.582    74.962    -2.854    -30.00      0.00      0.50
  177      5.00      7.00     2.693     119.853828      -0.481950      12.000000      5.00      5.00   350.435    72.492    -0.294    -25.00      0.00      0.50
  178      5.00      8.00     2.829     119.852257      -0.436760      12.000000      5.00      5.00   353.511    68.146    -2.892    -20.00      0.00      0.50
  179      4.00      7.00     3.089     119.850700      -0.391570      12.000000      5.00      5.00   355.432    66.461    -4.793    -15.00      0.00      0.50
  180      3.00      9.00     3.389     119.849129      -0.346380      12.000000      5.00      5.00   355.716    64.922    -6.937    -10.00      0.00      0.50
  181      2.00     10.00     3.785     119.847572      -0.301190      12.000000      5.00      5.00   354.225    62.289   -11.776     -5.00      0.00      0.50
  182      1.00     11.00     3.944     119.846001      -0.256000      12.000000      5.00      5.00   354.010    60.597   -14.200      0.00      0.00      0.50
  183      2.00      9.00     3.744     119.844429      -0.210810      12.000000      5.00      5.00   354.225    59.966   -15.684      5.00      0.00      0.50
  184      3.00      8.00     3.165     119.842873      -0.165620      12.000000      5.00      5.00   355.511    61.595   -15.196     10.00      0.00      0.50
  185      4.00      6.00     2.467     119.841301      -0.120430      12.000000      5.00      5.00   354.626    60.179   -13.727     15.00      0.00      0.50
  186      5.00      3.00     1.801     119.839737      -0.075240      12.000000      5.00      5.00   348.132    50.336    -9.571     20.00      0.00      0.50
  187      6.00      0.00     1.356     119.838173      -0.030050      12.000000      5.00      5.00   345.763    31.138    11.261     25.00      0.00      0.50
  188      7.00      0.00     1.211     119.836601       0.015150      12.000000      5.00      5.00   350.665    29.178    26.529     30.00      0.00      0.50
  189     10.00      0.00     1.187     119.835037       0.060340      12.000000      5.00      5.00     0.160    31.627    41.824     35.00      0.00      0.50
  190      9.00      0.00     1.117     119.833473       0.105530      12.000000      5.00      5.00   220.925    58.934   115.318     40.00      0.00      0.50
  191     10.00      0.00     0.879     119.831909       0.150720      12.000000      5.00      5.00   205.343    46.151   111.228     45.00      0.00      0.50
  192     10.00      0.00     0.514     119.830338       0.195910      12.000000      5.00      5.00   205.049    41.913   117.540     50.00      0.00      0.50
  193     38.00      0.00     0.342     119.887871      -1.928620       7.332100      5.00      5.00   117.843    37.757   -42.679   -185.00      5.00      0.50
  194     37.00      0.00     0.623     119.886299      -1.883430       7.332100      5.00      5.00   122.238    36.796   -42.673   -180.00      5.00      0.50
  195     36.00      0.00     0.758     119.884743      -1.838240       7.332100      5.00      5.00   127.007    35.751   -45.928   -175.00      5.00      0.50
  196     35.00      0.00     0.779     119.883171      -1.793050       7.332100      5.00      5.00   134.505    37.590   -51.079   -170.00      5.00      0.50
  197     34.00      0.00     0.699     119.881599      -1.747860       7.332100      5.00      5.00   161.487    59.063   -22.673   -165.00      5.00      0.50
  198     33.00      0.00     0.924     119.880028      -1.702670       7.332100      5.00      5.00   353.172    79.003   -13.677   -160.00      5.00      0.50
  199     32.00      0.00     1.215     119.878471      -1.657480       7.332100      5.00      5.00   359.373    77.785   -11.596   -155.00      5.00      0.50
  200     31.00      0.00     1.450     119.876900      -1.612290       7.332100      5.00      5.00     5.169    82.652   -12.364   -150.00      5.00      0.50
  201     31.00      1.00     1.665     119.875328      -1.567100       7.332100      5.00      5.00   190.095    88.863    13.482   -145.00      5.00      0.50
  202     29.00      1.00     1.840     119.873772      -1.521910       7.332100      5.00      5.00   193.337    83.072    13.095   -140.00      5.00      0.50
  203     28.00      0.00     1.865     119.872200      -1.476720       7.332100      5.00      5.00   191.913    86.608     8.215   -135.00      5.00      0.50
  204     27.00      0.00     1.718     119.870628      -1.431530       7.332100      5.00      5.00     7.270    89.522    -7.034   -130.00      5.00      0.50
  205     26.00      0.00     1.529     119.869072      -1.386340       7.332100      5.00      5.00   358.215    85.239    -4.341   -125.00      5.00      0.50
  206     25.00      2.00     1.560     119.867500      -1.341150       7.332100      5.00      5.00   346.967    82.908     2.768   -120.00      5.00      0.50
  207     24.00      4.00     1.920     119.865929      -1.295960       7.332100      5.00      5.00   338.402    81.770    10.112   -115.00      5.00      0.50
  208     23.00      5.00     2.361     119.864372      -1.250760       7.332100      5.00      5.00   334.531    84.084    12.494   -110.00      5.00      0.50
  209     22.00      6.00     2.607     119.862801      -1.205570       7.332100      5.00      5.00   153.332    89.711    -9.770   -105.00      5.00      0.50
  210     21.00      6.00     2.665     119.861229      -1.160380       7.332100      5.00      5.00   155.344    87.952    -3.438   -100.00      5.00      0.50
  211     20.00      6.00     2.533     119.859673      -1.115190       7.332100      5.00      5.00   339.995    89.302    -4.821    -95.00      5.00      0.50
  212     19.00      6.00     2.469     119.858101      -1.070000       7.332100      5.00      5.00   346.437    87.291   -12.918    -90.00      5.00      0.50
  213     18.00      7.00     2.602     119.856537      -1.024810       7.332100      5.00      5.00   354.111    88.729   -21.496    -85.00      5.00      0.50
  214     17.00      7.00     2.877     119.854973      -0.979620       7.332100      5.00      5.00   357.075    86.273   -26.016    -80.00      5.00      0.50
