   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
  215     16.00      8.00     3.130     119.853401      -0.934430       7.332100      5.00      5.00   354.618    78.773   -23.326    -75.00      5.00      0.50
  216     15.00      9.00     3.411     119.851837      -0.889240       7.332100      5.00      5.00   349.381    69.536   -20.485    -70.00      5.00      0.50
  217     14.00     10.00     3.654     119.850273      -0.844050       7.332100      5.00      5.00   345.340    64.326   -18.733    -65.00      5.00      0.50
  218     13.00      9.00     3.772     119.848701      -0.798860       7.332100      5.00      5.00   342.970    63.596   -15.332    -60.00      5.00      0.50
  219     13.00      9.00     3.710     119.847137      -0.753670       7.332100      5.00      5.00   342.473    69.721    -8.822    -55.00      5.00      0.50
  220     12.00      8.00     3.632     119.845612      -0.708470       7.332100      5.00      5.00   341.998    79.625     0.386    -50.00      5.00      0.50
  221     10.00      9.00     3.588     119.844040      -0.663280       7.332100      5.00      5.00   341.016    84.999     4.792    -45.00      5.00      0.50
  222      9.00     10.00     3.470     119.842468      -0.618090       7.332100      5.00      5.00   340.912    79.733    -1.469    -40.00      5.00      0.50
  223      8.00      9.00     3.357     119.840897      -0.572900       7.332100      5.00      5.00   340.323    69.445   -11.382    -35.00      5.00      0.50
  224      7.00      8.00     3.114     119.839333      -0.527710       7.332100      5.00      5.00   343.403    68.591   -10.718    -30.00      5.00      0.50
  225      6.00      8.00     3.001     119.837761      -0.482520       7.332100      5.00      5.00   347.414    67.320    -9.969    -25.00      5.00      0.50
  226      5.00      8.00     3.138     119.836189      -0.437330       7.332100      5.00      5.00   350.220    64.584   -11.151    -20.00      5.00      0.50
  227      4.00      8.00     3.395     119.834618      -0.392140       7.332100      5.00      5.00   352.608    63.808   -11.327    -15.00      5.00      0.50
  228      3.00      8.00     3.708     119.833054      -0.346950       7.332100      5.00      5.00   353.187    63.473   -13.443    -10.00      5.00      0.50
  229      2.00      9.00     4.033     119.831482      -0.301760       7.332100      5.00      5.00   352.583    62.903   -15.766     -5.00      5.00      0.50
  230      2.00     10.00     4.192     119.829910      -0.256570       7.332100      5.00      5.00   351.806    61.436   -18.395      0.00      5.00      0.50
  231      2.00      9.00     4.075     119.828346      -0.211370       7.332100      5.00      5.00   350.711    59.619   -20.963      5.00      5.00      0.50
  232      3.00      9.00     3.436     119.826782      -0.166180       7.332100      5.00      5.00   351.953    60.780   -19.941     10.00      5.00      0.50
  233      4.00      8.00     2.730     119.825218      -0.120990       7.332100      5.00      5.00   350.443    57.948   -18.875     15.00      5.00      0.50
  234      5.00      7.00     2.161     119.823647      -0.075800       7.332100      5.00      5.00   344.957    46.919   -14.154     20.00      5.00      0.50
  235      5.00      2.00     1.649     119.822083      -0.030610       7.332100      5.00      5.00   340.446    34.464    -1.888     25.00      5.00      0.50
  236      7.00      1.00     1.369     119.820518       0.014580       7.332100      5.00      5.00   343.793    29.946     8.663     30.00      5.00      0.50
  237      9.00      1.00     1.222     119.818947       0.059770       7.332100      5.00      5.00   353.318    32.808    27.160     35.00      5.00      0.50
  238     10.00      0.00     1.112     119.817390       0.104960       7.332100      5.00      5.00   353.044    45.400    47.458     40.00      5.00      0.50
  239      9.00      0.00     0.903     119.815819       0.150150       7.332100      5.00      5.00   219.767    52.692   123.714     45.00      5.00      0.50
  240     10.00      0.00     0.495     119.814247       0.195340       7.332100      5.00      5.00   209.755    41.015   115.240     50.00      5.00      0.50
  241     37.00      0.00     0.378     119.871780      -1.929190       2.664200      5.00      5.00   117.898    40.884   -41.765   -185.00     10.00      0.50
  242     37.00      0.00     0.646     119.870209      -1.884000       2.664200      5.00      5.00   122.853    41.582   -41.770   -180.00     10.00      0.50
  243     36.00      0.00     0.764     119.868637      -1.838810       2.664200      5.00      5.00   129.878    41.897   -43.548   -175.00     10.00      0.50
  244     35.00      0.00     0.795     119.867081      -1.793620       2.664200      5.00      5.00   139.458    43.639   -45.281   -170.00     10.00      0.50
  245     34.00      0.00     0.773     119.865509      -1.748430       2.664200      5.00      5.00   160.017    56.520   -27.023   -165.00     10.00      0.50
  246     33.00      0.00     0.951     119.863937      -1.703240       2.664200      5.00      5.00   354.355    85.505   -10.336   -160.00     10.00      0.50
  247     32.00      0.00     1.264     119.862373      -1.658050       2.664200      5.00      5.00     0.468    82.393   -13.229   -155.00     10.00      0.50
  248     31.00      1.00     1.555     119.860809      -1.612860       2.664200      5.00      5.00     6.583    88.301   -17.163   -150.00     10.00      0.50
  249     30.00      2.00     1.793     119.859238      -1.567660       2.664200      5.00      5.00   191.273    85.306    19.150   -145.00     10.00      0.50
  250     30.00      3.00     1.943     119.857681      -1.522470       2.664200      5.00      5.00   193.556    81.889    18.688   -140.00     10.00      0.50
  251     28.00      2.00     1.936     119.856110      -1.477280       2.664200      5.00      5.00   191.912    84.955    15.188   -135.00     10.00      0.50
  252     27.00      0.00     1.777     119.854538      -1.432090       2.664200      5.00      5.00     6.477    89.426   -11.796   -130.00     10.00      0.50
  253     26.00      0.00     1.614     119.852982      -1.386900       2.664200      5.00      5.00   356.867    83.097    -5.708   -125.00     10.00      0.50
  254     25.00      2.00     1.696     119.851410      -1.341710       2.664200      5.00      5.00   346.080    79.739     2.028   -120.00     10.00      0.50
  255     24.00      5.00     2.053     119.849838      -1.296520       2.664200      5.00      5.00   338.268    80.883     8.356   -115.00     10.00      0.50
  256     23.00      5.00     2.467     119.848282      -1.251330       2.664200      5.00      5.00   334.360    84.830    11.276   -110.00     10.00      0.50
  257     22.00      7.00     2.720     119.846710      -1.206140       2.664200      5.00      5.00   153.241    89.988    -9.938   -105.00     10.00      0.50
  258     21.00      7.00     2.744     119.845207      -1.160950       2.664200      5.00      5.00   155.167    87.971    -4.943   -100.00     10.00      0.50
  259     20.00      6.00     2.613     119.843643      -1.115760       2.664200      5.00      5.00   339.651    89.460    -3.479    -95.00     10.00      0.50
  260     19.00      7.00     2.541     119.842072      -1.070570       2.664200      5.00      5.00   346.017    87.460   -12.115    -90.00     10.00      0.50
  261     18.00      7.00     2.679     119.840500      -1.025380       2.664200      5.00      5.00   352.841    87.520   -20.422    -85.00     10.00      0.50
  262     17.00      7.00     2.961     119.838928      -0.980190       2.664200      5.00      5.00   355.797    84.326   -24.491    -80.00     10.00      0.50
  263     16.00      8.00     3.246     119.837357      -0.934990       2.664200      5.00      5.00   353.599    76.550   -22.767    -75.00     10.00      0.50
  264     15.00      9.00     3.529     119.835793      -0.889800       2.664200      5.00      5.00   349.122    68.030   -19.320    -70.00     10.00      0.50
  265     14.00     10.00     3.812     119.834221      -0.844610       2.664200      5.00      5.00   345.058    63.536   -17.959    -65.00     10.00      0.50
  266     13.00      9.00     3.930     119.832657      -0.799420       2.664200      5.00      5.00   342.864    64.004   -14.911    -60.00     10.00      0.50
  267     13.00     10.00     3.885     119.831093      -0.754230       2.664200      5.00      5.00   342.339    70.548    -8.349    -55.00     10.00      0.50
  268     12.00     10.00     3.793     119.829521      -0.709040       2.664200      5.00      5.00   341.848    81.674     1.380    -50.00     10.00      0.50
  269     10.00      9.00     3.704     119.827950      -0.663850       2.664200      5.00      5.00   341.012    86.067     4.955    -45.00     10.00      0.50
  270      9.00     10.00     3.579     119.826378      -0.618660       2.664200      5.00      5.00   340.798    77.258    -4.090    -40.00     10.00      0.50
  271      8.00      9.00     3.483     119.824806      -0.573470       2.664200      5.00      5.00   339.794    67.478   -14.079    -35.00     10.00      0.50
  272      7.00      8.00     3.289     119.823242      -0.528280       2.664200      5.00      5.00   341.928    65.516   -15.155    -30.00     10.00      0.50
  273      6.00      8.00     3.172     119.821671      -0.483090       2.664200      5.00      5.00   345.891    65.092   -13.715    -25.00     10.00      0.50
  274      5.00      8.00     3.293     119.820099      -0.437900       2.664200      5.00      5.00   348.950    63.215   -14.182    -20.00     10.00      0.50
  275      4.00      8.00     3.554     119.818527      -0.392700       2.664200      5.00      5.00   351.202    62.972   -14.591    -15.00     10.00      0.50
  276      4.00      9.00     3.835     119.816963      -0.347510       2.664200      5.00      5.00   352.157    63.344   -15.676    -10.00     10.00      0.50
  277      3.00     10.00     4.121     119.815399      -0.302320       2.664200      5.00      5.00   351.957    62.325   -17.566     -5.00     10.00      0.50
  278      3.00     10.00     4.253     119.813828      -0.257130       2.664200      5.00      5.00   350.884    60.660   -20.263      0.00     10.00      0.50
  279      3.00     10.00     4.097     119.812263      -0.211940       2.664200      5.00      5.00   350.022    59.750   -22.153      5.00     10.00      0.50
  280      3.00      9.00     3.601     119.810692      -0.166750       2.664200      5.00      5.00   349.408    58.781   -22.734     10.00     10.00      0.50
  281      4.00      7.00     2.943     119.809128      -0.121560       2.664200      5.00      5.00   347.944    55.574   -21.267     15.00     10.00      0.50
  282      5.00      6.00     2.317     119.807564      -0.076370       2.664200      5.00      5.00   344.129    45.581   -15.119     20.00     10.00      0.50
  283      6.00      2.00     1.867     119.806000      -0.031180       2.664200      5.00      5.00   340.351    32.826    -5.307     25.00     10.00      0.50
  284      7.00      1.00     1.528     119.804428       0.014020       2.664200      5.00      5.00   344.521    27.441     4.504     30.00     10.00      0.50
  285      9.00      1.00     1.249     119.802856       0.059210       2.664200      5.00      5.00   355.362    31.461    23.283     35.00     10.00      0.50
  286     10.00      0.00     1.084     119.801300       0.104400       2.664200      5.00      5.00   350.874    47.684    42.639     40.00     10.00      0.50
  287      9.00      0.00     0.866     119.799728       0.149590       2.664200      5.00      5.00   351.722    50.485    51.225     45.00     10.00      0.50
  288     10.00      0.00     0.450     119.798172       0.194780       2.664200      5.00      5.00   217.837    46.788   123.094     50.00     10.00      0.50
