   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
  213     22.00      6.00     3.191     119.856537      -1.024810       7.332100      5.00      5.00   157.758    84.185    -2.489    -85.00      5.00      0.50
  214     20.00      8.00     3.395     119.854973      -0.979620       7.332100      5.00      5.00   161.311    86.288     3.905    -80.00      5.00      0.50
  215     19.00      7.00     3.374     119.853401      -0.934430       7.332100      5.00      5.00   346.282    89.400   -10.189    -75.00      5.00      0.50
  216     18.00      8.00     3.470     119.851837      -0.889240       7.332100      5.00      5.00   350.873    82.492   -15.400    -70.00      5.00      0.50
  217     17.00      8.00     3.739     119.850273      -0.844050       7.332100      5.00      5.00   351.996    75.360   -18.008    -65.00      5.00      0.50
  218     15.00      9.00     4.048     119.848701      -0.798860       7.332100      5.00      5.00   349.289    67.745   -15.915    -60.00      5.00      0.50
  219     14.00      9.00     4.105     119.847137      -0.753670       7.332100      5.00      5.00   346.751    67.995   -14.703    -55.00      5.00      0.50
  220     13.00      9.00     4.175     119.845612      -0.708470       7.332100      5.00      5.00   343.697    69.489   -13.362    -50.00      5.00      0.50
  221     13.00      9.00     4.139     119.844040      -0.663280       7.332100      5.00      5.00   341.874    72.462   -10.559    -45.00      5.00      0.50
  222     11.00      9.00     4.023     119.842468      -0.618090       7.332100      5.00      5.00   340.919    75.227    -8.013    -40.00      5.00      0.50
  223     10.00      8.00     3.882     119.840897      -0.572900       7.332100      5.00      5.00   340.339    73.408   -10.932    -35.00      5.00      0.50
  224      8.00      8.00     3.846     119.839333      -0.527710       7.332100      5.00      5.00   339.303    65.669   -17.551    -30.00      5.00      0.50
  225      7.00      8.00     3.783     119.837761      -0.482520       7.332100      5.00      5.00   342.189    62.601   -16.747    -25.00      5.00      0.50
  226      6.00      9.00     3.838     119.836189      -0.437330       7.332100      5.00      5.00   347.078    62.221   -13.528    -20.00      5.00      0.50
  227      5.00      8.00     4.069     119.834618      -0.392140       7.332100      5.00      5.00   351.007    65.652   -11.593    -15.00      5.00      0.50
  228      4.00      9.00     4.450     119.833054      -0.346950       7.332100      5.00      5.00   352.898    67.161   -12.922    -10.00      5.00      0.50
  229      2.00      9.00     4.910     119.831482      -0.301760       7.332100      5.00      5.00   352.368    66.132   -15.942     -5.00      5.00      0.50
  230      2.00     10.00     5.092     119.829910      -0.256570       7.332100      5.00      5.00   351.541    64.319   -18.956      0.00      5.00      0.50
  231      2.00     10.00     4.859     119.828346      -0.211370       7.332100      5.00      5.00   350.454    61.874   -21.945      5.00      5.00      0.50
  232      3.00      9.00     3.873     119.826782      -0.166180       7.332100      5.00      5.00   352.057    63.367   -22.253     10.00      5.00      0.50
  233      4.00      6.00     2.757     119.825218      -0.120990       7.332100      5.00      5.00   350.116    56.962   -19.390     15.00      5.00      0.50
  234      5.00      0.00     1.902     119.823647      -0.075800       7.332100      5.00      5.00   346.559    39.789    -7.061     20.00      5.00      0.50
  235      7.00      0.00     1.671     119.822083      -0.030610       7.332100      5.00      5.00   344.587    22.349    -6.489     25.00      5.00      0.50
  236      7.00      0.00     1.502     119.820518       0.014580       7.332100      5.00      5.00   100.392    86.776   -90.757     30.00      5.00      0.50
  237     10.00      0.00     1.284     119.818947       0.059770       7.332100      5.00      5.00   214.445    32.975   172.442     35.00      5.00      0.50
  238     10.00      0.00     1.011     119.817390       0.104960       7.332100      5.00      5.00   325.036    75.923    37.164     40.00      5.00      0.50
  239     11.00      0.00     0.922     119.815819       0.150150       7.332100      5.00      5.00   140.541    86.257   -18.077     45.00      5.00      0.50
  240     13.00      0.00     0.684     119.814247       0.195340       7.332100      5.00      5.00   133.852    65.494   -31.962     50.00      5.00      0.50
  241      1.00      0.00     0.000     119.871780      -1.929190       2.664200      5.00      5.00   180.000    45.000    90.000   -185.00     10.00      0.50
  242      1.00      0.00     0.000     119.870209      -1.884000       2.664200      5.00      5.00   180.000    45.000    90.000   -180.00     10.00      0.50
  243      1.00      0.00     0.000     119.868637      -1.838810       2.664200      5.00      5.00   180.000    45.000    90.000   -175.00     10.00      0.50
  244      1.00      0.00     0.000     119.867081      -1.793620       2.664200      5.00      5.00   180.000    45.000    90.000   -170.00     10.00      0.50
  245      1.00      0.00     0.000     119.865509      -1.748430       2.664200      5.00      5.00   180.000    45.000    90.000   -165.00     10.00      0.50
  246     40.00      0.00     0.028     119.863937      -1.703240       2.664200      5.00      5.00   123.498    74.933   110.748   -160.00     10.00      0.50
  247     39.00      0.00     0.075     119.862373      -1.658050       2.664200      5.00      5.00    94.051    71.899    94.233   -155.00     10.00      0.50
  248     37.00      0.00     0.095     119.860809      -1.612860       2.664200      5.00      5.00   168.326    82.496   -26.599   -150.00     10.00      0.50
  249     36.00      0.00     0.252     119.859238      -1.567660       2.664200      5.00      5.00   350.031    84.783     6.064   -145.00     10.00      0.50
  250     35.00      0.00     0.611     119.857681      -1.522470       2.664200      5.00      5.00   351.437    63.848   -24.246   -140.00     10.00      0.50
  251     34.00      0.00     1.077     119.856110      -1.477280       2.664200      5.00      5.00     0.487    73.053   -28.942   -135.00     10.00      0.50
  252     33.00      0.00     1.663     119.854538      -1.432090       2.664200      5.00      5.00    11.228    84.392   -34.967   -130.00     10.00      0.50
  253     32.00      4.00     2.198     119.852982      -1.386900       2.664200      5.00      5.00   198.969    88.082    39.370   -125.00     10.00      0.50
  254     30.00      5.00     2.614     119.851410      -1.341710       2.664200      5.00      5.00   203.538    83.831    44.035   -120.00     10.00      0.50
  255     29.00      6.00     2.672     119.849838      -1.296520       2.664200      5.00      5.00   204.954    81.572    47.356   -115.00     10.00      0.50
  256     28.00      3.00     2.389     119.848282      -1.251330       2.664200      5.00      5.00   202.367    80.700    50.079   -110.00     10.00      0.50
  257     27.00      0.00     1.903     119.846710      -1.206140       2.664200      5.00      5.00   191.189    83.229    44.479   -105.00     10.00      0.50
  258     26.00      2.00     1.928     119.845207      -1.160950       2.664200      5.00      5.00   346.041    61.308     4.466   -100.00     10.00      0.50
  259     25.00      4.00     2.297     119.843643      -1.115760       2.664200      5.00      5.00   339.649    75.460     5.946    -95.00     10.00      0.50
  260     23.00      5.00     2.819     119.842072      -1.070570       2.664200      5.00      5.00   336.935    87.606     3.879    -90.00     10.00      0.50
  261     22.00      7.00     3.228     119.840500      -1.025380       2.664200      5.00      5.00   157.758    85.228    -1.518    -85.00     10.00      0.50
  262     21.00      8.00     3.439     119.838928      -0.980190       2.664200      5.00      5.00   160.996    85.511     2.717    -80.00     10.00      0.50
  263     19.00      7.00     3.452     119.837357      -0.934990       2.664200      5.00      5.00   345.594    89.401    -8.369    -75.00     10.00      0.50
  264     18.00      8.00     3.545     119.835793      -0.889800       2.664200      5.00      5.00   350.178    82.871   -13.869    -70.00     10.00      0.50
  265     17.00      8.00     3.809     119.834221      -0.844610       2.664200      5.00      5.00   351.531    75.682   -16.859    -65.00     10.00      0.50
  266     15.00      9.00     4.114     119.832657      -0.799420       2.664200      5.00      5.00   349.478    68.212   -15.269    -60.00     10.00      0.50
  267     15.00      9.00     4.269     119.831093      -0.754230       2.664200      5.00      5.00   346.525    66.637   -14.008    -55.00     10.00      0.50
  268     13.00      9.00     4.339     119.829521      -0.709040       2.664200      5.00      5.00   343.581    68.580   -12.892    -50.00     10.00      0.50
  269     12.00      9.00     4.297     119.827950      -0.663850       2.664200      5.00      5.00   341.748    71.981   -10.976    -45.00     10.00      0.50
  270     11.00      9.00     4.133     119.826378      -0.618660       2.664200      5.00      5.00   341.085    75.710    -8.246    -40.00     10.00      0.50
  271      9.00      8.00     4.007     119.824806      -0.573470       2.664200      5.00      5.00   339.937    70.938   -13.616    -35.00     10.00      0.50
  272      8.00      9.00     4.015     119.823242      -0.528280       2.664200      5.00      5.00   338.345    63.058   -21.007    -30.00     10.00      0.50
  273      7.00      9.00     4.018     119.821671      -0.483090       2.664200      5.00      5.00   340.235    59.565   -21.556    -25.00     10.00      0.50
  274      6.00      9.00     4.037     119.820099      -0.437900       2.664200      5.00      5.00   344.781    59.998   -18.455    -20.00     10.00      0.50
  275      5.00      9.00     4.271     119.818527      -0.392700       2.664200      5.00      5.00   348.754    63.307   -16.508    -15.00     10.00      0.50
  276      4.00      9.00     4.623     119.816963      -0.347510       2.664200      5.00      5.00   351.138    65.811   -16.294    -10.00     10.00      0.50
  277      3.00     10.00     4.996     119.815399      -0.302320       2.664200      5.00      5.00   351.408    65.170   -18.216     -5.00     10.00      0.50
  278      3.00     11.00     5.129     119.813828      -0.257130       2.664200      5.00      5.00   350.527    63.396   -21.156      0.00     10.00      0.50
  279      3.00     10.00     4.825     119.812263      -0.211940       2.664200      5.00      5.00   350.034    62.408   -23.209      5.00     10.00      0.50
  280      3.00      9.00     4.009     119.810692      -0.166750       2.664200      5.00      5.00   349.953    61.029   -23.690     10.00     10.00      0.50
  281      4.00      7.00     2.940     119.809128      -0.121560       2.664200      5.00      5.00   348.889    54.142   -19.153     15.00     10.00      0.50
  282      6.00      2.00     2.220     119.807564      -0.076370       2.664200      5.00      5.00   344.411    34.871    -8.944     20.00     10.00      0.50
  283      7.00      0.00     1.837     119.806000      -0.031180       2.664200      5.00      5.00   343.241    22.252    -9.236     25.00     10.00      0.50
  284      8.00      0.00     1.551     119.804428       0.014020       2.664200      5.00      5.00   328.742     6.925   -38.448     30.00     10.00      0.50
  285     10.00      0.00     1.320     119.802856       0.059210       2.664200      5.00      5.00   216.296    25.842  -179.665     35.00     10.00      0.50
  286     10.00      0.00     1.056     119.801300       0.104400       2.664200      5.00      5.00   321.264    82.527    38.184     40.00     10.00      0.50
  287     11.00      0.00     0.863     119.799728       0.149590       2.664200      5.00      5.00   140.119    87.262   -21.436     45.00     10.00      0.50
  288     13.00      0.00     0.584     119.798172       0.194780       2.664200      5.00      5.00   136.860    71.291   -26.075     50.00     10.00      0.50
