   No        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y flag
   22     0.997     119.919319      -0.977360      26.003710      5.00      5.00   170.535    78.920     5.968    -80.00    -15.00    0
   23     1.068     119.917763      -0.932170      26.003710      5.00      5.00   355.749    83.143    -8.917    -75.00    -15.00    0
   24     1.200     119.916191      -0.886980      26.003710      5.00      5.00   354.970    71.663   -11.459    -70.00    -15.00    0
   25     1.398     119.914619      -0.841790      26.003710      5.00      5.00   354.123    79.411   -29.486    -65.00    -15.00    0
   26     1.308     119.913063      -0.796600      26.003710      5.00      5.00   357.631    86.409   -33.744    -60.00    -15.00    0
   27     1.166     119.911491      -0.751410      26.003710      5.00      5.00   355.102    83.250   -22.948    -55.00    -15.00    0
   28     1.111     119.909920      -0.706210      26.003710      5.00      5.00   351.272    72.202   -15.302    -50.00    -15.00    0
   29     1.191     119.908363      -0.661020      26.003710      5.00      5.00   342.697    65.941   -10.603    -45.00    -15.00    0
   30     1.223     119.906792      -0.615830      26.003710      5.00      5.00   341.310    74.424    -7.727    -40.00    -15.00    0
   31     1.160     119.905220      -0.570640      26.003710      5.00      5.00   343.166    82.682     5.565    -35.00    -15.00    0
   32     1.253     119.903664      -0.525450      26.003710      5.00      5.00   346.340    87.084    27.355    -30.00    -15.00    0
   33     1.254     119.902092      -0.480260      26.003710      5.00      5.00   349.809    85.050    30.307    -25.00    -15.00    0
   34     1.188     119.900528      -0.435070      26.003710      5.00      5.00   356.764    76.484    20.472    -20.00    -15.00    0
   35     1.261     119.898956      -0.389880      26.003710      5.00      5.00     3.315    66.258    17.288    -15.00    -15.00    0
   36     1.498     119.897392      -0.344690      26.003710      5.00      5.00     6.995    66.711    21.015    -10.00    -15.00    0
   37     1.502     119.895828      -0.299500      26.003710      5.00      5.00     7.782    72.777    21.194     -5.00    -15.00    0
   38     1.406     119.894257      -0.254300      26.003710      5.00      5.00     7.525    77.563    15.432      0.00    -15.00    0
   39     1.326     119.892693      -0.209110      26.003710      5.00      5.00     8.970    72.188     9.185      5.00    -15.00    0
   40     1.153     119.891121      -0.163920      26.003710      5.00      5.00    12.373    68.076    12.308     10.00    -15.00    0
   41     0.763     119.889549      -0.118730      26.003710      5.00      5.00    44.612    35.260    79.745     15.00    -15.00    1
   42     0.642     119.887978      -0.073540      26.003710      5.00      5.00    47.957    31.231    93.433     20.00    -15.00    1
   43     0.576     119.886414      -0.028350      26.003710      5.00      5.00    96.206    36.557   108.471     25.00    -15.00    1
   44     0.593     119.884850       0.016840      26.003710      5.00      5.00    66.039    22.450    92.115     30.00    -15.00    1
   45     0.456     119.883278       0.062030      26.003710      5.00      5.00   211.814    43.328   137.733     35.00    -15.00    0
   46     0.491     119.881706       0.107230      26.003710      5.00      5.00   318.671    80.282    27.608     40.00    -15.00    0
   47     0.585     119.880142       0.152420      26.003710      5.00      5.00   317.355    83.075    24.059     45.00    -15.00    0
   48     0.393     119.878571       0.197610      26.003710      5.00      5.00   325.580    69.408    10.912     50.00    -15.00    0
   49     0.000     119.936150      -1.926930      21.335800      5.00      5.00   180.000    45.000    90.000   -185.00    -10.00    0
   50     0.000     119.934578      -1.881740      21.335800      5.00      5.00   180.000    45.000    90.000   -180.00    -10.00    0
   51     0.000     119.933006      -1.836550      21.335800      5.00      5.00   180.000    45.000    90.000   -175.00    -10.00    0
   52     0.000     119.931450      -1.791360      21.335800      5.00      5.00   180.000    45.000    90.000   -170.00    -10.00    0
   53     0.000     119.929878      -1.746170      21.335800      5.00      5.00   180.000    45.000    90.000   -165.00    -10.00    0
   54     0.070     119.928307      -1.700980      21.335800      5.00      5.00    68.797    86.306   -93.570   -160.00    -10.00    1
   55     0.052     119.926743      -1.655790      21.335800      5.00      5.00   178.270    66.101  -168.528   -155.00    -10.00    0
   56     0.182     119.925179      -1.610590      21.335800      5.00      5.00   217.432    48.259  -134.095   -150.00    -10.00    0
   57     0.209     119.923607      -1.565400      21.335800      5.00      5.00   110.353    64.578   -47.962   -145.00    -10.00    1
   58     0.212     119.922043      -1.520210      21.335800      5.00      5.00   324.623    74.832   -10.725   -140.00    -10.00    0
   59     0.364     119.920471      -1.475020      21.335800      5.00      5.00   345.951    58.574     7.552   -135.00    -10.00    0
   60     0.699     119.918907      -1.429830      21.335800      5.00      5.00     5.821    52.174    21.909   -130.00    -10.00    0
   61     0.936     119.917343      -1.384640      21.335800      5.00      5.00    10.430    60.542    22.614   -125.00    -10.00    0
   62     1.009     119.915771      -1.339450      21.335800      5.00      5.00    12.111    67.822    27.221   -120.00    -10.00    0
   63     1.019     119.914200      -1.294260      21.335800      5.00      5.00     6.832    75.770    23.195   -115.00    -10.00    0
   64     1.098     119.912643      -1.249070      21.335800      5.00      5.00    11.936    71.198    40.407   -110.00    -10.00    0
   65     1.064     119.911072      -1.203880      21.335800      5.00      5.00    20.554    66.220    61.342   -105.00    -10.00    0
   66     1.100     119.909500      -1.158690      21.335800      5.00      5.00   162.775    59.423    -0.173   -100.00    -10.00    0
   67     1.391     119.907944      -1.113500      21.335800      5.00      5.00   156.599    65.946    -5.916    -95.00    -10.00    0
   68     1.694     119.906372      -1.068310      21.335800      5.00      5.00   156.418    75.764    -7.445    -90.00    -10.00    0
   69     1.887     119.904800      -1.023120      21.335800      5.00      5.00   159.607    80.117    -4.854    -85.00    -10.00    0
   70     1.898     119.903236      -0.977920      21.335800      5.00      5.00   168.128    84.520     3.847    -80.00    -10.00    0
   71     1.925     119.901672      -0.932730      21.335800      5.00      5.00   353.822    89.467   -14.405    -75.00    -10.00    0
   72     2.126     119.900101      -0.887540      21.335800      5.00      5.00   353.879    78.302   -15.076    -70.00    -10.00    0
   73     2.384     119.898537      -0.842350      21.335800      5.00      5.00   352.702    78.033   -22.899    -65.00    -10.00    0
   74     2.340     119.896973      -0.797160      21.335800      5.00      5.00   352.176    77.920   -23.700    -60.00    -10.00    0
   75     2.266     119.895401      -0.751970      21.335800      5.00      5.00   351.985    75.781   -20.058    -55.00    -10.00    0
   76     2.190     119.893837      -0.706780      21.335800      5.00      5.00   348.910    68.092   -13.517    -50.00    -10.00    0
   77     2.202     119.892273      -0.661590      21.335800      5.00      5.00   343.435    67.029    -8.648    -45.00    -10.00    0
   78     2.202     119.890701      -0.616400      21.335800      5.00      5.00   342.131    79.120    -2.949    -40.00    -10.00    0
   79     2.233     119.889137      -0.571210      21.335800      5.00      5.00   342.260    83.002     5.555    -35.00    -10.00    0
   80     2.190     119.887573      -0.526020      21.335800      5.00      5.00   343.893    87.701    17.364    -30.00    -10.00    0
   81     2.137     119.886002      -0.480820      21.335800      5.00      5.00   348.813    85.336    20.211    -25.00    -10.00    0
   82     2.217     119.884438      -0.435630      21.335800      5.00      5.00   356.283    74.003    15.484    -20.00    -10.00    0
   83     2.460     119.882874      -0.390440      21.335800      5.00      5.00     1.288    64.400     9.147    -15.00    -10.00    0
   84     2.741     119.881310      -0.345250      21.335800      5.00      5.00     2.065    67.380    11.569    -10.00    -10.00    0
   85     2.918     119.879738      -0.300060      21.335800      5.00      5.00     2.477    70.227    11.422     -5.00    -10.00    0
   86     2.817     119.878166      -0.254870      21.335800      5.00      5.00     2.991    71.526     8.278      0.00    -10.00    0
   87     2.529     119.876602      -0.209680      21.335800      5.00      5.00     3.969    72.544     3.343      5.00    -10.00    0
   88     2.066     119.875038      -0.164490      21.335800      5.00      5.00     6.918    72.658     4.215     10.00    -10.00    0
   89     1.456     119.873466      -0.119300      21.335800      5.00      5.00     3.059    65.011     0.973     15.00    -10.00    0
   90     0.899     119.871902      -0.074100      21.335800      5.00      5.00    46.861    31.463    89.779     20.00    -10.00    1
   91     0.787     119.870331      -0.028910      21.335800      5.00      5.00    56.066    28.031    83.698     25.00    -10.00    1
   92     0.897     119.868759       0.016280      21.335800      5.00      5.00    75.034    26.171    92.773     30.00    -10.00    1
   93     0.765     119.867188       0.061470      21.335800      5.00      5.00   195.325    41.735   114.384     35.00    -10.00    0
   94     0.791     119.865623       0.106660      21.335800      5.00      5.00   320.724    74.318    29.804     40.00    -10.00    0
   95     0.924     119.864052       0.151850      21.335800      5.00      5.00   318.274    87.437    22.911     45.00    -10.00    0
   96     0.658     119.862480       0.197040      21.335800      5.00      5.00   323.450    80.909    17.549     50.00    -10.00    0
   97     0.000     119.920059      -1.927490      16.667900      5.00      5.00   180.000    45.000    90.000   -185.00     -5.00    0
   98     0.000     119.918488      -1.882300      16.667900      5.00      5.00   180.000    45.000    90.000   -180.00     -5.00    0
   99     0.000     119.916924      -1.837110      16.667900      5.00      5.00   180.000    45.000    90.000   -175.00     -5.00    0
  100     0.000     119.915352      -1.791920      16.667900      5.00      5.00   180.000    45.000    90.000   -170.00     -5.00    0
  101     0.000     119.913788      -1.746730      16.667900      5.00      5.00   180.000    45.000    90.000   -165.00     -5.00    0
  102     0.079     119.912216      -1.701540      16.667900      5.00      5.00    17.105     2.127  -163.853   -160.00     -5.00    0
  103     0.260     119.910652      -1.656350      16.667900      5.00      5.00   101.531    24.331   -75.970   -155.00     -5.00    1
  104     0.456     119.909081      -1.611160      16.667900      5.00      5.00   104.299    32.630   -67.327   -150.00     -5.00    1
  105     0.359     119.907516      -1.565970      16.667900      5.00      5.00   120.125    40.354   -55.689   -145.00     -5.00    1
  106     0.419     119.905952      -1.520780      16.667900      5.00      5.00   333.380    69.087   -28.072   -140.00     -5.00    0
  107     0.622     119.904381      -1.475590      16.667900      5.00      5.00   352.210    75.752   -17.661   -135.00     -5.00    0
  108     0.972     119.902809      -1.430400      16.667900      5.00      5.00     6.983    69.939    -0.166   -130.00     -5.00    0
  109     1.306     119.901253      -1.385210      16.667900      5.00      5.00    13.681    61.775    13.897   -125.00     -5.00    0
  110     1.401     119.899681      -1.340020      16.667900      5.00      5.00    11.725    70.510     7.286   -120.00     -5.00    0
  111     1.384     119.898109      -1.294830      16.667900      5.00      5.00     7.919    82.305    -1.362   -115.00     -5.00    0
  112     1.340     119.896553      -1.249630      16.667900      5.00      5.00     4.507    87.263     4.353   -110.00     -5.00    0
  113     1.228     119.894981      -1.204440      16.667900      5.00      5.00   359.058    89.632     8.532   -105.00     -5.00    0
  114     1.252     119.893410      -1.159250      16.667900      5.00      5.00   168.139    84.509    -8.741   -100.00     -5.00    0
  115     1.693     119.891853      -1.114060      16.667900      5.00      5.00   158.410    81.614   -10.375    -95.00     -5.00    0
  116     2.247     119.890282      -1.068870      16.667900      5.00      5.00   156.182    80.862    -7.577    -90.00     -5.00    0
  117     2.544     119.888710      -1.023680      16.667900      5.00      5.00   158.580    81.835    -2.630    -85.00     -5.00    0
  118     2.561     119.887154      -0.978490      16.667900      5.00      5.00   165.064    86.219     3.868    -80.00     -5.00    0
  119     2.659     119.885582      -0.933300      16.667900      5.00      5.00   349.845    86.250   -14.407    -75.00     -5.00    0
  120     2.908     119.884010      -0.888110      16.667900      5.00      5.00   351.916    80.584   -20.146    -70.00     -5.00    0
  121     3.067     119.882446      -0.842920      16.667900      5.00      5.00   352.335    75.822   -19.355    -65.00     -5.00    0
  122     3.119     119.880882      -0.797730      16.667900      5.00      5.00   351.309    74.513   -19.746    -60.00     -5.00    0
  123     3.146     119.879311      -0.752540      16.667900      5.00      5.00   349.396    72.064   -17.534    -55.00     -5.00    0
  124     3.059     119.877747      -0.707340      16.667900      5.00      5.00   346.303    69.747   -14.185    -50.00     -5.00    0
  125     3.008     119.876183      -0.662150      16.667900      5.00      5.00   343.110    69.720    -9.703    -45.00     -5.00    0
  126     3.031     119.874619      -0.616960      16.667900      5.00      5.00   342.015    75.629    -3.191    -40.00     -5.00    0
  127     3.078     119.873047      -0.571770      16.667900      5.00      5.00   341.873    78.398     0.673    -35.00     -5.00    0
  128     2.890     119.871483      -0.526580      16.667900      5.00      5.00   343.987    81.774     4.775    -30.00     -5.00    0
  129     2.805     119.869919      -0.481390      16.667900      5.00      5.00   348.603    79.780     7.527    -25.00     -5.00    0
  130     2.933     119.868347      -0.436200      16.667900      5.00      5.00   353.947    70.345     5.317    -20.00     -5.00    0
  131     3.166     119.866791      -0.391010      16.667900      5.00      5.00   357.225    67.742     2.409    -15.00     -5.00    0
  132     3.572     119.865219      -0.345820      16.667900      5.00      5.00   358.502    69.254     2.077    -10.00     -5.00    0
  133     3.880     119.863647      -0.300630      16.667900      5.00      5.00   358.114    68.785    -1.197     -5.00     -5.00    0
  134     3.933     119.862091      -0.255430      16.667900      5.00      5.00   358.278    68.062    -4.560      0.00     -5.00    0
  135     3.606     119.860519      -0.210240      16.667900      5.00      5.00   358.649    68.474    -8.026      5.00     -5.00    0
  136     2.807     119.858948      -0.165050      16.667900      5.00      5.00     1.184    70.391    -8.085     10.00     -5.00    0
  137     1.917     119.857384      -0.119860      16.667900      5.00      5.00   359.172    67.424    -8.559     15.00     -5.00    0
  138     1.053     119.855812      -0.074670      16.667900      5.00      5.00     8.259    33.876    35.996     20.00     -5.00    0
  139     1.057     119.854240      -0.029480      16.667900      5.00      5.00    33.438    21.222    57.838     25.00     -5.00    0
  140     1.038     119.852669       0.015710      16.667900      5.00      5.00    37.420    21.099    57.796     30.00     -5.00    0
  141     0.984     119.851097       0.060900      16.667900      5.00      5.00   206.658    47.423   131.915     35.00     -5.00    0
  142     0.960     119.849533       0.106090      16.667900      5.00      5.00   324.217    70.777    34.866     40.00     -5.00    0
  143     1.103     119.847961       0.151280      16.667900      5.00      5.00   138.803    86.654   -23.004     45.00     -5.00    0
  144     0.894     119.846390       0.196470      16.667900      5.00      5.00   136.904    76.980   -33.938     50.00     -5.00    0
  145     0.000     119.903961      -1.928060      12.000000      5.00      5.00   180.000    45.000    90.000   -185.00      0.00    0
  146     0.000     119.902397      -1.882870      12.000000      5.00      5.00   180.000    45.000    90.000   -180.00      0.00    0
  147     0.000     119.900833      -1.837680      12.000000      5.00      5.00   180.000    45.000    90.000   -175.00      0.00    0
  148     0.000     119.899261      -1.792490      12.000000      5.00      5.00   180.000    45.000    90.000   -170.00      0.00    0
  149     0.000     119.897690      -1.747300      12.000000      5.00      5.00   180.000    45.000    90.000   -165.00      0.00    0
  150     0.062     119.896133      -1.702110      12.000000      5.00      5.00   323.350    83.012   -78.676   -160.00      0.00    0
  151     0.177     119.894562      -1.656920      12.000000      5.00      5.00    65.750    27.882  -132.147   -155.00      0.00    1
  152     0.311     119.892990      -1.611730      12.000000      5.00      5.00   119.180    33.498   -56.900   -150.00      0.00    1
  153     0.382     119.891418      -1.566530      12.000000      5.00      5.00   134.322    40.046   -50.146   -145.00      0.00    0
  154     0.578     119.889862      -1.521340      12.000000      5.00      5.00   340.497    67.581   -29.712   -140.00      0.00    0
  155     0.898     119.888290      -1.476150      12.000000      5.00      5.00   354.693    73.844   -24.139   -135.00      0.00    0
  156     1.294     119.886719      -1.430960      12.000000      5.00      5.00     8.949    82.219   -20.503   -130.00      0.00    0
  157     1.697     119.885162      -1.385770      12.000000      5.00      5.00   197.117    89.377    24.593   -125.00      0.00    0
  158     1.900     119.883591      -1.340580      12.000000      5.00      5.00   200.486    83.002    31.128   -120.00      0.00    0
  159     1.871     119.882019      -1.295390      12.000000      5.00      5.00   197.833    82.374    30.444   -115.00      0.00    0
  160     1.673     119.880463      -1.250200      12.000000      5.00      5.00   189.758    88.183    19.495   -110.00      0.00    0
  161     1.465     119.878891      -1.205010      12.000000      5.00      5.00   359.065    83.563    -7.538   -105.00      0.00    0
  162     1.504     119.877319      -1.159820      12.000000      5.00      5.00   347.311    82.230     2.002   -100.00      0.00    0
  163     1.942     119.875763      -1.114630      12.000000      5.00      5.00   339.259    87.919     9.035    -95.00      0.00    0
  164     2.583     119.874191      -1.069440      12.000000      5.00      5.00   155.891    85.015    -5.954    -90.00      0.00    0
  165     2.980     119.872620      -1.024250      12.000000      5.00      5.00   158.193    84.446    -1.629    -85.00      0.00    0
  166     3.079     119.871063      -0.979050      12.000000      5.00      5.00   162.514    88.395     5.167    -80.00      0.00    0
  167     3.176     119.869492      -0.933860      12.000000      5.00      5.00   347.541    87.103   -12.385    -75.00      0.00    0
  168     3.353     119.867928      -0.888670      12.000000      5.00      5.00   350.985    80.538   -19.036    -70.00      0.00    0
  169     3.490     119.866364      -0.843480      12.000000      5.00      5.00   352.806    75.851   -18.162    -65.00      0.00    0
  170     3.732     119.864792      -0.798290      12.000000      5.00      5.00   350.269    71.911   -18.703    -60.00      0.00    0
  171     3.752     119.863228      -0.753100      12.000000      5.00      5.00   347.378    69.257   -16.702    -55.00      0.00    0
  172     3.748     119.861656      -0.707910      12.000000      5.00      5.00   344.436    68.891   -13.682    -50.00      0.00    0
  173     3.754     119.860092      -0.662720      12.000000      5.00      5.00   341.974    70.385   -11.139    -45.00      0.00    0
  174     3.695     119.858528      -0.617530      12.000000      5.00      5.00   341.014    74.587    -6.378    -40.00      0.00    0
  175     3.601     119.856956      -0.572340      12.000000      5.00      5.00   341.454    76.709    -3.705    -35.00      0.00    0
  176     3.429     119.855400      -0.527150      12.000000      5.00      5.00   342.682    74.495    -5.707    -30.00      0.00    0
  177     3.318     119.853828      -0.481950      12.000000      5.00      5.00   345.996    71.402    -5.130    -25.00      0.00    0
  178     3.428     119.852257      -0.436760      12.000000      5.00      5.00   349.845    67.375    -5.569    -20.00      0.00    0
  179     3.752     119.850700      -0.391570      12.000000      5.00      5.00   353.620    66.072    -5.355    -15.00      0.00    0
  180     4.091     119.849129      -0.346380      12.000000      5.00      5.00   355.550    68.309    -5.670    -10.00      0.00    0
  181     4.604     119.847572      -0.301190      12.000000      5.00      5.00   354.491    66.470   -10.898     -5.00      0.00    0
  182     4.758     119.846001      -0.256000      12.000000      5.00      5.00   354.114    64.729   -14.018      0.00      0.00    0
  183     4.383     119.844429      -0.210810      12.000000      5.00      5.00   353.972    63.576   -16.485      5.00      0.00    0
  184     3.477     119.842873      -0.165620      12.000000      5.00      5.00   355.289    64.736   -16.978     10.00      0.00    0
  185     2.348     119.841301      -0.120430      12.000000      5.00      5.00   354.154    61.749   -15.106     15.00      0.00    0
  186     1.501     119.839737      -0.075240      12.000000      5.00      5.00   350.316    44.047    -1.102     20.00      0.00    0
  187     1.385     119.838173      -0.030050      12.000000      5.00      5.00     2.076    21.346    15.052     25.00      0.00    0
  188     1.215     119.836601       0.015150      12.000000      5.00      5.00    30.855    10.105    31.939     30.00      0.00    0
  189     1.102     119.835037       0.060340      12.000000      5.00      5.00   216.033    52.106   145.768     35.00      0.00    0
  190     1.011     119.833473       0.105530      12.000000      5.00      5.00   324.375    72.376    35.722     40.00      0.00    0
  191     1.092     119.831909       0.150720      12.000000      5.00      5.00   139.175    83.574   -20.921     45.00      0.00    0
  192     0.865     119.830338       0.195910      12.000000      5.00      5.00   136.445    65.703   -28.177     50.00      0.00    0
  193     0.000     119.887871      -1.928620       7.332100      5.00      5.00   180.000    45.000    90.000   -185.00      5.00    0
  194     0.000     119.886299      -1.883430       7.332100      5.00      5.00   180.000    45.000    90.000   -180.00      5.00    0
  195     0.000     119.884743      -1.838240       7.332100      5.00      5.00   180.000    45.000    90.000   -175.00      5.00    0
  196     0.000     119.883171      -1.793050       7.332100      5.00      5.00   180.000    45.000    90.000   -170.00      5.00    0
  197     0.000     119.881599      -1.747860       7.332100      5.00      5.00   180.000    45.000    90.000   -165.00      5.00    0
  198     0.076     119.880028      -1.702670       7.332100      5.00      5.00    93.978     9.275   130.132   -160.00      5.00    1
  199     0.111     119.878471      -1.657480       7.332100      5.00      5.00   146.355    81.984    96.062   -155.00      5.00    0
  200     0.193     119.876900      -1.612290       7.332100      5.00      5.00   144.845    26.159   -36.046   -150.00      5.00    0
  201     0.302     119.875328      -1.567100       7.332100      5.00      5.00   151.101    55.619   -35.073   -145.00      5.00    0
  202     0.631     119.873772      -1.521910       7.332100      5.00      5.00   345.844    63.383   -28.347   -140.00      5.00    0
  203     1.029     119.872200      -1.476720       7.332100      5.00      5.00   358.253    72.051   -26.117   -135.00      5.00    0
  204     1.546     119.870628      -1.431530       7.332100      5.00      5.00     9.650    82.418   -28.392   -130.00      5.00    0
  205     2.044     119.869072      -1.386340       7.332100      5.00      5.00   198.849    87.965    34.460   -125.00      5.00    0
  206     2.383     119.867500      -1.341150       7.332100      5.00      5.00   202.276    83.971    39.551   -120.00      5.00    0
  207     2.376     119.865929      -1.295960       7.332100      5.00      5.00   202.923    81.453    42.321   -115.00      5.00    0
  208     2.117     119.864372      -1.250760       7.332100      5.00      5.00   198.231    81.880    42.440   -110.00      5.00    0
  209     1.725     119.862801      -1.205570       7.332100      5.00      5.00   184.115    88.787    30.127   -105.00      5.00    0
  210     1.729     119.861229      -1.160380       7.332100      5.00      5.00   347.373    67.402     6.361   -100.00      5.00    0
  211     2.160     119.859673      -1.115190       7.332100      5.00      5.00   339.431    79.778     7.377    -95.00      5.00    0
  212     2.763     119.858101      -1.070000       7.332100      5.00      5.00   336.512    89.390     4.977    -90.00      5.00    0
  213     3.191     119.856537      -1.024810       7.332100      5.00      5.00   157.758    84.185    -2.489    -85.00      5.00    0
  214     3.395     119.854973      -0.979620       7.332100      5.00      5.00   161.311    86.288     3.905    -80.00      5.00    0
  215     3.374     119.853401      -0.934430       7.332100      5.00      5.00   346.282    89.400   -10.189    -75.00      5.00    0
  216     3.470     119.851837      -0.889240       7.332100      5.00      5.00   350.873    82.492   -15.400    -70.00      5.00    0
  217     3.739     119.850273      -0.844050       7.332100      5.00      5.00   351.996    75.360   -18.008    -65.00      5.00    0
  218     4.048     119.848701      -0.798860       7.332100      5.00      5.00   349.289    67.745   -15.915    -60.00      5.00    0
  219     4.105     119.847137      -0.753670       7.332100      5.00      5.00   346.751    67.995   -14.703    -55.00      5.00    0
  220     4.175     119.845612      -0.708470       7.332100      5.00      5.00   343.697    69.489   -13.362    -50.00      5.00    0
  221     4.139     119.844040      -0.663280       7.332100      5.00      5.00   341.874    72.462   -10.559    -45.00      5.00    0
  222     4.023     119.842468      -0.618090       7.332100      5.00      5.00   340.919    75.227    -8.013    -40.00      5.00    0
  223     3.882     119.840897      -0.572900       7.332100      5.00      5.00   340.339    73.408   -10.932    -35.00      5.00    0
  224     3.846     119.839333      -0.527710       7.332100      5.00      5.00   339.303    65.669   -17.551    -30.00      5.00    0
  225     3.783     119.837761      -0.482520       7.332100      5.00      5.00   342.189    62.601   -16.747    -25.00      5.00    0
  226     3.838     119.836189      -0.437330       7.332100      5.00      5.00   347.078    62.221   -13.528    -20.00      5.00    0
  227     4.069     119.834618      -0.392140       7.332100      5.00      5.00   351.007    65.652   -11.593    -15.00      5.00    0
  228     4.450     119.833054      -0.346950       7.332100      5.00      5.00   352.898    67.161   -12.922    -10.00      5.00    0
  229     4.910     119.831482      -0.301760       7.332100      5.00      5.00   352.368    66.132   -15.942     -5.00      5.00    0
  230     5.092     119.829910      -0.256570       7.332100      5.00      5.00   351.541    64.319   -18.956      0.00      5.00    0
  231     4.859     119.828346      -0.211370       7.332100      5.00      5.00   350.454    61.874   -21.945      5.00      5.00    0
  232     3.873     119.826782      -0.166180       7.332100      5.00      5.00   352.057    63.367   -22.253     10.00      5.00    0
  233     2.757     119.825218      -0.120990       7.332100      5.00      5.00   350.116    56.962   -19.390     15.00      5.00    0
  234     1.902     119.823647      -0.075800       7.332100      5.00      5.00   346.559    39.789    -7.061     20.00      5.00    0
  235     1.671     119.822083      -0.030610       7.332100      5.00      5.00   344.587    22.349    -6.489     25.00      5.00    0
  236     1.502     119.820518       0.014580       7.332100      5.00      5.00   100.392    86.776   -90.757     30.00      5.00    1
  237     1.284     119.818947       0.059770       7.332100      5.00      5.00   214.445    32.975   172.442     35.00      5.00    0
  238     1.011     119.817390       0.104960       7.332100      5.00      5.00   325.036    75.923    37.164     40.00      5.00    0
  239     0.922     119.815819       0.150150       7.332100      5.00      5.00   140.541    86.257   -18.077     45.00      5.00    0
  240     0.684     119.814247       0.195340       7.332100      5.00      5.00   133.852    65.494   -31.962     50.00      5.00    0
  241     0.000     119.871780      -1.929190       2.664200      5.00      5.00   180.000    45.000    90.000   -185.00     10.00    0
  242     0.000     119.870209      -1.884000       2.664200      5.00      5.00   180.000    45.000    90.000   -180.00     10.00    0
  243     0.000     119.868637      -1.838810       2.664200      5.00      5.00   180.000    45.000    90.000   -175.00     10.00    0
  244     0.000     119.867081      -1.793620       2.664200      5.00      5.00   180.000    45.000    90.000   -170.00     10.00    0
  245     0.000     119.865509      -1.748430       2.664200      5.00      5.00   180.000    45.000    90.000   -165.00     10.00    0
  246     0.028     119.863937      -1.703240       2.664200      5.00      5.00   123.498    74.933   110.748   -160.00     10.00    1
  247     0.075     119.862373      -1.658050       2.664200      5.00      5.00    94.051    71.899    94.233   -155.00     10.00    1
  248     0.095     119.860809      -1.612860       2.664200      5.00      5.00   168.326    82.496   -26.599   -150.00     10.00    0
  249     0.252     119.859238      -1.567660       2.664200      5.00      5.00   350.031    84.783     6.064   -145.00     10.00    0
  250     0.611     119.857681      -1.522470       2.664200      5.00      5.00   351.437    63.848   -24.246   -140.00     10.00    0
  251     1.077     119.856110      -1.477280       2.664200      5.00      5.00     0.487    73.053   -28.942   -135.00     10.00    0
  252     1.663     119.854538      -1.432090       2.664200      5.00      5.00    11.228    84.392   -34.967   -130.00     10.00    0
  253     2.198     119.852982      -1.386900       2.664200      5.00      5.00   198.969    88.082    39.370   -125.00     10.00    0
  254     2.614     119.851410      -1.341710       2.664200      5.00      5.00   203.538    83.831    44.035   -120.00     10.00    0
