   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     119.931450      -1.791360      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -170.00    -10.00    0
    2     119.928307      -1.700980      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -160.00    -10.00    0
    3     119.925179      -1.610590      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -150.00    -10.00    0
    4     119.922043      -1.520210      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -140.00    -10.00    0
    5     119.918907      -1.429830      21.335800     0.491   315.000    90.000     0.000   225.000    90.000   180.000   -130.00    -10.00    0
    6     119.915771      -1.339450      21.335800     0.891   315.000    90.000     0.000   225.000    90.000   180.000   -120.00    -10.00    0
    7     119.912643      -1.249070      21.335800     0.891   315.000    90.000     0.000   225.000    90.000   180.000   -110.00    -10.00    0
    8     119.909500      -1.158690      21.335800     0.891   315.000    90.000     0.000   225.000    90.000   180.000   -100.00    -10.00    0
    9     119.906372      -1.068310      21.335800     0.491   315.000    90.000     0.000   225.000    90.000   180.000    -90.00    -10.00    0
   10     119.903236      -0.977920      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -80.00    -10.00    0
   11     119.900101      -0.887540      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -70.00    -10.00    0
   12     119.896973      -0.797160      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -60.00    -10.00    0
   13     119.893837      -0.706780      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -50.00    -10.00    0
   14     119.890701      -0.616400      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -40.00    -10.00    0
   15     119.887573      -0.526020      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -30.00    -10.00    0
   16     119.884438      -0.435630      21.335800     0.491   270.000    90.000   180.000   360.000    90.000     0.000    -20.00    -10.00    0
   17     119.881310      -0.345250      21.335800     0.891   270.000    90.000   180.000   360.000    90.000     0.000    -10.00    -10.00    0
   18     119.878166      -0.254870      21.335800     0.891   270.000    90.000   180.000   360.000    90.000     0.000      0.00    -10.00    0
   19     119.875038      -0.164490      21.335800     0.891   270.000    90.000   180.000   360.000    90.000     0.000     10.00    -10.00    0
   20     119.871902      -0.074100      21.335800     0.491   270.000    90.000   180.000   360.000    90.000     0.000     20.00    -10.00    0
   21     119.868759       0.016280      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000     30.00    -10.00    0
   22     119.865623       0.106660      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000     40.00    -10.00    0
   23     119.862480       0.197040      21.335800     0.000   180.000    45.000    90.000   360.000    45.000    90.000     50.00    -10.00    0
   24     119.899261      -1.792490      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -170.00      0.00    0
   25     119.896133      -1.702110      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -160.00      0.00    0
   26     119.892990      -1.611730      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -150.00      0.00    0
   27     119.889862      -1.521340      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -140.00      0.00    0
   28     119.886719      -1.430960      12.000000     0.491   315.000    90.000     0.000   225.000    90.000   180.000   -130.00      0.00    0
   29     119.883591      -1.340580      12.000000     0.891   315.000    90.000     0.000   225.000    90.000   180.000   -120.00      0.00    0
   30     119.880463      -1.250200      12.000000     1.000   315.000    90.000     0.000   225.000    90.000   180.000   -110.00      0.00    0
   31     119.877319      -1.159820      12.000000     0.891   315.000    90.000     0.000   225.000    90.000   180.000   -100.00      0.00    0
   32     119.874191      -1.069440      12.000000     0.491   315.000    90.000     0.000   225.000    90.000   180.000    -90.00      0.00    0
   33     119.871063      -0.979050      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -80.00      0.00    0
   34     119.867928      -0.888670      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -70.00      0.00    0
   35     119.864792      -0.798290      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -60.00      0.00    0
   36     119.861656      -0.707910      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -50.00      0.00    0
   37     119.858528      -0.617530      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -40.00      0.00    0
   38     119.855400      -0.527150      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -30.00      0.00    0
   39     119.852257      -0.436760      12.000000     0.491   270.000    90.000   180.000   360.000    90.000     0.000    -20.00      0.00    0
   40     119.849129      -0.346380      12.000000     0.891   270.000    90.000   180.000   360.000    90.000     0.000    -10.00      0.00    0
   41     119.846001      -0.256000      12.000000     1.000   270.000    90.000   180.000   360.000    90.000     0.000      0.00      0.00    0
   42     119.842873      -0.165620      12.000000     0.891   270.000    90.000   180.000   360.000    90.000     0.000     10.00      0.00    0
   43     119.839737      -0.075240      12.000000     0.491   270.000    90.000   180.000   360.000    90.000     0.000     20.00      0.00    0
   44     119.836601       0.015150      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000     30.00      0.00    0
   45     119.833473       0.105530      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000     40.00      0.00    0
   46     119.830338       0.195910      12.000000     0.000   180.000    45.000    90.000   360.000    45.000    90.000     50.00      0.00    0
   47     119.867081      -1.793620       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -170.00     10.00    0
   48     119.863937      -1.703240       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -160.00     10.00    0
   49     119.860809      -1.612860       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -150.00     10.00    0
   50     119.857681      -1.522470       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -140.00     10.00    0
   51     119.854538      -1.432090       2.664200     0.491   315.000    90.000     0.000   225.000    90.000   180.000   -130.00     10.00    0
   52     119.851410      -1.341710       2.664200     0.891   315.000    90.000     0.000   225.000    90.000   180.000   -120.00     10.00    0
   53     119.848282      -1.251330       2.664200     0.891   315.000    90.000     0.000   225.000    90.000   180.000   -110.00     10.00    0
   54     119.845207      -1.160950       2.664200     0.891   315.000    90.000     0.000   225.000    90.000   180.000   -100.00     10.00    0
   55     119.842072      -1.070570       2.664200     0.491   315.000    90.000     0.000   225.000    90.000   180.000    -90.00     10.00    0
   56     119.838928      -0.980190       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -80.00     10.00    0
   57     119.835793      -0.889800       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -70.00     10.00    0
   58     119.832657      -0.799420       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -60.00     10.00    0
   59     119.829521      -0.709040       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -50.00     10.00    0
   60     119.826378      -0.618660       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -40.00     10.00    0
   61     119.823242      -0.528280       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000    -30.00     10.00    0
   62     119.820099      -0.437900       2.664200     0.491   270.000    90.000   180.000   360.000    90.000     0.000    -20.00     10.00    0
   63     119.816963      -0.347510       2.664200     0.891   270.000    90.000   180.000   360.000    90.000     0.000    -10.00     10.00    0
   64     119.813828      -0.257130       2.664200     0.891   270.000    90.000   180.000   360.000    90.000     0.000      0.00     10.00    0
   65     119.810692      -0.166750       2.664200     0.891   270.000    90.000   180.000   360.000    90.000     0.000     10.00     10.00    0
   66     119.807564      -0.076370       2.664200     0.491   270.000    90.000   180.000   360.000    90.000     0.000     20.00     10.00    0
   67     119.804428       0.014020       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000     30.00     10.00    0
   68     119.801300       0.104400       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000     40.00     10.00    0
   69     119.798172       0.194780       2.664200     0.000   180.000    45.000    90.000   360.000    45.000    90.000     50.00     10.00    0
