   No        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y flag
    1     0.506     119.952240      -1.926360      26.003710      5.00      5.00    21.224    30.871    31.613   -185.00    -15.00    0
    2     0.725     119.950684      -1.881170      26.003710      5.00      5.00    16.881    48.021    25.203   -180.00    -15.00    0
    3     0.981     119.949112      -1.835980      26.003710      5.00      5.00    16.164    52.964    26.953   -175.00    -15.00    0
    4     1.023     119.947540      -1.790790      26.003710      5.00      5.00    15.082    56.160    30.720   -170.00    -15.00    0
    5     0.932     119.945969      -1.745600      26.003710      5.00      5.00    11.009    60.160    28.466   -165.00    -15.00    0
    6     0.788     119.944397      -1.700410      26.003710      5.00      5.00   176.165    88.495   -11.157   -160.00    -15.00    0
    7     0.798     119.942841      -1.655220      26.003710      5.00      5.00   171.445    78.029    -0.096   -155.00    -15.00    0
    8     0.795     119.941269      -1.610030      26.003710      5.00      5.00   165.304    79.820    11.147   -150.00    -15.00    0
    9     0.774     119.939697      -1.564840      26.003710      5.00      5.00   340.020    87.891   -13.922   -145.00    -15.00    0
   10     0.766     119.938133      -1.519650      26.003710      5.00      5.00   337.317    82.691   -13.919   -140.00    -15.00    0
   11     0.689     119.936562      -1.474460      26.003710      5.00      5.00   161.508    85.683    24.568   -135.00    -15.00    0
   12     0.603     119.934998      -1.429270      26.003710      5.00      5.00   164.797    82.432    25.533   -130.00    -15.00    0
   13     0.648     119.933434      -1.384080      26.003710      5.00      5.00   191.322    62.775    57.964   -125.00    -15.00    0
   14     0.641     119.931862      -1.338890      26.003710      5.00      5.00   207.270    55.889    67.045   -120.00    -15.00    0
   15     0.692     119.930290      -1.293690      26.003710      5.00      5.00   188.867    71.866    48.871   -115.00    -15.00    0
   16     0.696     119.928726      -1.248500      26.003710      5.00      5.00   174.768    79.924    35.128   -110.00    -15.00    0
   17     0.767     119.927162      -1.203310      26.003710      5.00      5.00   171.284    85.518    41.096   -105.00    -15.00    0
   18     0.831     119.925591      -1.158120      26.003710      5.00      5.00   350.268    87.537   -48.136   -100.00    -15.00    0
   19     0.868     119.924026      -1.112930      26.003710      5.00      5.00   345.248    80.038   -39.776    -95.00    -15.00    0
   20     0.941     119.922462      -1.067740      26.003710      5.00      5.00   340.525    77.285   -32.724    -90.00    -15.00    0
   21     0.975     119.920891      -1.022550      26.003710      5.00      5.00   336.716    68.867   -19.084    -85.00    -15.00    0
   22     1.069     119.919319      -0.977360      26.003710      5.00      5.00   337.384    67.234   -12.000    -80.00    -15.00    0
   23     1.052     119.917763      -0.932170      26.003710      5.00      5.00   340.779    77.246    -5.185    -75.00    -15.00    0
   24     0.995     119.916191      -0.886980      26.003710      5.00      5.00   163.200    85.310     3.571    -70.00    -15.00    0
   25     0.949     119.914619      -0.841790      26.003710      5.00      5.00   164.893    76.037    -4.369    -65.00    -15.00    0
   26     0.835     119.913063      -0.796600      26.003710      5.00      5.00   166.269    76.024    -6.199    -60.00    -15.00    0
   27     0.791     119.911491      -0.751410      26.003710      5.00      5.00   167.792    74.265    -5.111    -55.00    -15.00    0
   28     0.832     119.909920      -0.706210      26.003710      5.00      5.00   169.382    80.628   -10.233    -50.00    -15.00    0
   29     0.837     119.908363      -0.661020      26.003710      5.00      5.00   352.124    85.138     9.980    -45.00    -15.00    0
   30     0.866     119.906792      -0.615830      26.003710      5.00      5.00   353.801    69.833    13.946    -40.00    -15.00    0
   31     0.938     119.905220      -0.570640      26.003710      5.00      5.00   352.335    58.166     6.280    -35.00    -15.00    0
   32     0.859     119.903664      -0.525450      26.003710      5.00      5.00   353.336    60.785     3.914    -30.00    -15.00    0
   33     0.889     119.902092      -0.480260      26.003710      5.00      5.00   359.849    54.020     2.450    -25.00    -15.00    0
   34     0.920     119.900528      -0.435070      26.003710      5.00      5.00     6.843    51.015     1.467    -20.00    -15.00    0
   35     0.858     119.898956      -0.389880      26.003710      5.00      5.00    10.324    58.758     8.808    -15.00    -15.00    0
   36     0.883     119.897392      -0.344690      26.003710      5.00      5.00    11.420    65.734    12.938    -10.00    -15.00    0
   37     0.881     119.895828      -0.299500      26.003710      5.00      5.00     8.591    70.287    11.874     -5.00    -15.00    0
   38     0.857     119.894257      -0.254300      26.003710      5.00      5.00     3.989    77.355     4.364      0.00    -15.00    0
   39     0.762     119.892693      -0.209110      26.003710      5.00      5.00     3.583    87.635     5.228      5.00    -15.00    0
   40     0.672     119.891121      -0.163920      26.003710      5.00      5.00   187.919    87.274   -17.533     10.00    -15.00    0
   41     0.616     119.889549      -0.118730      26.003710      5.00      5.00    18.027    77.288    24.229     15.00    -15.00    0
   42     0.667     119.887978      -0.073540      26.003710      5.00      5.00    14.906    57.066     7.625     20.00    -15.00    0
   43     0.594     119.886414      -0.028350      26.003710      5.00      5.00     8.917    51.002    -8.210     25.00    -15.00    0
   44     0.379     119.884850       0.016840      26.003710      5.00      5.00   217.758    82.891    47.693     30.00    -15.00    0
   45     0.560     119.883278       0.062030      26.003710      5.00      5.00    99.510    23.522   112.732     35.00    -15.00    1
   46     0.622     119.881706       0.107230      26.003710      5.00      5.00    85.653    43.148    71.111     40.00    -15.00    1
   47     0.534     119.880142       0.152420      26.003710      5.00      5.00    41.733    57.667    73.691     45.00    -15.00    0
   48     0.374     119.878571       0.197610      26.003710      5.00      5.00   208.458    32.974    78.656     50.00    -15.00    0
   49     0.666     119.936150      -1.926930      21.335800      5.00      5.00    14.000    38.272    29.477   -185.00    -10.00    0
   50     1.147     119.934578      -1.881740      21.335800      5.00      5.00     7.627    53.810    14.997   -180.00    -10.00    0
   51     1.485     119.933006      -1.836550      21.335800      5.00      5.00     8.517    57.157    18.923   -175.00    -10.00    0
   52     1.550     119.931450      -1.791360      21.335800      5.00      5.00     7.143    60.949    19.262   -170.00    -10.00    0
   53     1.505     119.929878      -1.746170      21.335800      5.00      5.00     6.466    66.767    22.532   -165.00    -10.00    0
   54     1.326     119.928307      -1.700980      21.335800      5.00      5.00   357.020    86.964     8.564   -160.00    -10.00    0
   55     1.312     119.926743      -1.655790      21.335800      5.00      5.00   170.526    78.370     2.319   -155.00    -10.00    0
   56     1.378     119.925179      -1.610590      21.335800      5.00      5.00   163.355    81.650    12.336   -150.00    -10.00    0
   57     1.416     119.923607      -1.565400      21.335800      5.00      5.00   157.949    89.870    16.523   -145.00    -10.00    0
   58     1.333     119.922043      -1.520210      21.335800      5.00      5.00   335.529    84.294   -13.754   -140.00    -10.00    0
   59     1.136     119.920471      -1.475020      21.335800      5.00      5.00   337.112    78.536   -10.049   -135.00    -10.00    0
   60     0.996     119.918907      -1.429830      21.335800      5.00      5.00   342.036    80.731   -12.774   -130.00    -10.00    0
   61     0.985     119.917343      -1.384640      21.335800      5.00      5.00   177.356    75.599    38.056   -125.00    -10.00    0
   62     1.041     119.915771      -1.339450      21.335800      5.00      5.00   189.963    68.866    48.819   -120.00    -10.00    0
   63     1.101     119.914200      -1.294260      21.335800      5.00      5.00   175.207    85.016    31.110   -115.00    -10.00    0
   64     1.220     119.912643      -1.249070      21.335800      5.00      5.00   170.932    89.025    33.097   -110.00    -10.00    0
   65     1.362     119.911072      -1.203880      21.335800      5.00      5.00   344.841    84.719   -36.946   -105.00    -10.00    0
