   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     119.952240      -1.926360      26.003710     0.506    21.224    30.871    31.613   263.376    74.398   116.980   -185.00    -15.00    0
    2     119.950684      -1.881170      26.003710     0.725    16.881    48.021    25.203   269.408    71.545   135.161   -180.00    -15.00    0
    3     119.949112      -1.835980      26.003710     0.981   269.136    68.788   139.752    16.164    52.964    26.953   -175.00    -15.00    0
    4     119.947540      -1.790790      26.003710     1.023   266.772    64.893   142.049    15.082    56.160    30.720   -170.00    -15.00    0
    5     119.945969      -1.745600      26.003710     0.932   265.911    65.578   146.875    11.009    60.160    28.466   -165.00    -15.00    0
    6     119.944397      -1.700410      26.003710     0.788   176.165    88.495   -11.157   266.462    78.847  -178.467   -160.00    -15.00    0
    7     119.942841      -1.655220      26.003710     0.798   171.445    78.029    -0.096   261.465    89.906  -168.029   -155.00    -15.00    0
    8     119.941269      -1.610030      26.003710     0.795   165.304    79.820    11.147    73.310    79.030   169.628   -150.00    -15.00    0
    9     119.939697      -1.564840      26.003710     0.774   340.020    87.891   -13.922    70.543    76.088  -177.827   -145.00    -15.00    0
   10     119.938133      -1.519650      26.003710     0.766   337.317    82.691   -13.919    69.123    76.197  -172.473   -140.00    -15.00    0
   11     119.936562      -1.474460      26.003710     0.689   161.508    85.683    24.568    69.537    65.507   175.256   -135.00    -15.00    0
   12     119.934998      -1.429270      26.003710     0.603   164.797    82.432    25.533    71.197    64.706   171.624   -130.00    -15.00    0
   13     119.933434      -1.384080      26.003710     0.648   191.322    62.775    57.964    65.150    41.079   135.875   -125.00    -15.00    0
   14     119.931862      -1.338890      26.003710     0.641   207.270    55.889    67.045    64.332    40.325   119.933   -120.00    -15.00    0
   15     119.930290      -1.293690      26.003710     0.692   188.867    71.866    48.871    79.250    44.290   153.531   -115.00    -15.00    0
   16     119.928726      -1.248500      26.003710     0.696   174.768    79.924    35.128    77.751    55.492   167.742   -110.00    -15.00    0
   17     119.927162      -1.203310      26.003710     0.767   171.284    85.518    41.096    77.384    49.056   174.062   -105.00    -15.00    0
   18     119.925591      -1.158120      26.003710     0.831   350.268    87.537   -48.136    83.013    41.923  -176.313   -100.00    -15.00    0
   19     119.924026      -1.112930      26.003710     0.868   345.248    80.038   -39.776    83.443    50.940  -167.127    -95.00    -15.00    0
   20     119.922462      -1.067740      26.003710     0.941   340.525    77.285   -32.724    78.575    58.175  -164.987    -90.00    -15.00    0
   21     119.920891      -1.022550      26.003710     0.975   336.716    68.867   -19.084    73.826    72.244  -157.755    -85.00    -15.00    0
   22     119.919319      -0.977360      26.003710     1.069   337.384    67.234   -12.000    72.086    78.947  -156.779    -80.00    -15.00    0
   23     119.917763      -0.932170      26.003710     1.052   340.779    77.246    -5.185    71.927    84.943  -167.195    -75.00    -15.00    0
   24     119.916191      -0.886980      26.003710     0.995   163.200    85.310     3.571    72.907    86.441   175.301    -70.00    -15.00    0
   25     119.914619      -0.841790      26.003710     0.949   164.893    76.037    -4.369   255.949    85.761  -165.998    -65.00    -15.00    0
   26     119.913063      -0.796600      26.003710     0.835   166.269    76.024    -6.199   257.772    83.985  -165.945    -60.00    -15.00    0
   27     119.911491      -0.751410      26.003710     0.791   167.792    74.265    -5.111   259.182    85.081  -164.205    -55.00    -15.00    0
   28     119.909920      -0.706210      26.003710     0.832   169.382    80.628   -10.233   261.066    79.905  -170.479    -50.00    -15.00    0
   29     119.908363      -0.661020      26.003710     0.837   352.124    85.138     9.980   261.269    80.056   175.063    -45.00    -15.00    0
   30     119.906792      -0.615830      26.003710     0.866   353.801    69.833    13.946   258.908    76.925   159.272    -40.00    -15.00    0
   31     119.905220      -0.570640      26.003710     0.938   352.335    58.166     6.280   259.013    84.668   148.012    -35.00    -15.00    0
   32     119.903664      -0.525450      26.003710     0.859   353.336    60.785     3.914   261.423    86.584   150.728    -30.00    -15.00    0
