   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
   26     14.00      0.00     0.940     119.931763      -0.793910      26.003710      5.00      5.00   352.682    72.513   -14.927    -60.00    -15.00      0.50
   27     11.00      0.00     0.909     119.928627      -0.748800      26.003710      5.00      5.00   345.573    66.800   -10.907    -55.00    -15.00      0.50
   28     11.00      0.00     0.975     119.925491      -0.703690      26.003710      5.00      5.00   340.574    67.419    -8.431    -50.00    -15.00      0.50
   29      9.00      0.00     1.033     119.922363      -0.658590      26.003710      5.00      5.00   340.134    76.114     1.312    -45.00    -15.00      0.50
   30      8.00      0.00     0.990     119.919228      -0.613480      26.003710      5.00      5.00   340.583    85.329    13.183    -40.00    -15.00      0.50
   31      7.00      0.00     0.997     119.916100      -0.568370      26.003710      5.00      5.00   347.040    78.318    22.576    -35.00    -15.00      0.50
   32      6.00      0.00     1.001     119.912956      -0.523260      26.003710      5.00      5.00   354.314    69.158    25.580    -30.00    -15.00      0.50
   33      6.00      0.00     0.971     119.909828      -0.478150      26.003710      5.00      5.00   358.781    66.417    21.983    -25.00    -15.00      0.50
   34      5.00      0.00     0.949     119.906700      -0.433040      26.003710      5.00      5.00     2.565    68.558    22.355    -20.00    -15.00      0.50
   35      4.00      0.00     1.081     119.903572      -0.387940      26.003710      5.00      5.00     4.805    68.718    21.864    -15.00    -15.00      0.50
   36      3.00      0.00     1.185     119.900436      -0.342830      26.003710      5.00      5.00     3.614    72.058    19.703    -10.00    -15.00      0.50
   37      3.00      0.00     1.249     119.897301      -0.297720      26.003710      5.00      5.00     3.452    71.432    14.553     -5.00    -15.00      0.50
   38      3.00      0.00     1.233     119.894173      -0.252610      26.003710      5.00      5.00     7.498    69.703    14.030      0.00    -15.00      0.50
   39      4.00      0.00     1.135     119.891037      -0.207500      26.003710      5.00      5.00    12.000    71.245    16.203      5.00    -15.00      0.50
   40      4.00      0.00     1.033     119.887901      -0.162390      26.003710      5.00      5.00    14.583    67.664    16.954     10.00    -15.00      0.50
   41      4.00      0.00     0.890     119.884773      -0.117280      26.003710      5.00      5.00    14.534    58.215    16.294     15.00    -15.00      0.50
   42      5.00      0.00     0.823     119.881630      -0.072170      26.003710      5.00      5.00     4.702    30.309    26.485     20.00    -15.00      0.50
   43      6.00      0.00     0.651     119.878502      -0.027070      26.003710      5.00      5.00   218.243    72.413    94.889     25.00    -15.00      0.50
   44      6.00      0.00     0.583     119.875359       0.018040      26.003710      5.00      5.00   194.680    69.500    88.440     30.00    -15.00      0.50
   45      8.00      0.00     0.476     119.872231       0.063150      26.003710      5.00      5.00   177.634    61.225    88.389     35.00    -15.00      0.50
   46      8.00      0.00     0.450     119.869087       0.108260      26.003710      5.00      5.00   174.303    49.858    77.637     40.00    -15.00      0.50
   47      9.00      0.00     0.418     119.865959       0.153370      26.003710      5.00      5.00   163.830    37.765    55.910     45.00    -15.00      0.50
   48     11.00      0.00     0.306     119.862823       0.198480      26.003710      5.00      5.00   327.509    82.941    34.093     50.00    -15.00      0.50
   49     37.00      0.00     0.207     119.994049      -1.922740      21.335800      5.00      5.00   -45.686    15.695    16.732   -185.00    -10.00      0.50
   50     36.00      0.00     0.425     119.990913      -1.877630      21.335800      5.00      5.00   203.454    88.940    98.867   -180.00    -10.00      0.50
   51     36.00      0.00     0.560     119.987778      -1.832530      21.335800      5.00      5.00   203.940    89.343    99.938   -175.00    -10.00      0.50
   52     35.00      0.00     0.655     119.984642      -1.787420      21.335800      5.00      5.00    36.212    88.653  -100.570   -170.00    -10.00      0.50
   53     34.00      0.00     0.666     119.981499      -1.742310      21.335800      5.00      5.00   330.600     9.158     9.862   -165.00    -10.00      0.50
   54     33.00      0.00     0.619     119.978371      -1.697200      21.335800      5.00      5.00   355.308    17.527    19.008   -160.00    -10.00      0.50
   55     32.00      0.00     0.638     119.975243      -1.652100      21.335800      5.00      5.00     3.121    32.858    13.009   -155.00    -10.00      0.50
   56     31.00      0.00     0.705     119.972099      -1.606990      21.335800      5.00      5.00    10.208    48.885    17.944   -150.00    -10.00      0.50
   57     29.00      0.00     0.864     119.968971      -1.561880      21.335800      5.00      5.00    17.217    62.668    31.974   -145.00    -10.00      0.50
   58     29.00      0.00     1.057     119.965828      -1.516770      21.335800      5.00      5.00    20.539    66.962    36.995   -140.00    -10.00      0.50
   59     28.00      0.00     1.159     119.962700      -1.471660      21.335800      5.00      5.00    20.415    69.914    37.062   -135.00    -10.00      0.50
   60     27.00      0.00     1.106     119.959557      -1.426560      21.335800      5.00      5.00    17.509    75.792    37.737   -130.00    -10.00      0.50
   61     25.00      0.00     0.971     119.956429      -1.381450      21.335800      5.00      5.00     6.516    89.217    31.031   -125.00    -10.00      0.50
   62     24.00      0.00     0.912     119.953300      -1.336340      21.335800      5.00      5.00   171.738    75.319   -18.537   -120.00    -10.00      0.50
   63     24.00      0.00     0.905     119.950157      -1.291230      21.335800      5.00      5.00   163.100    71.223    -2.145   -115.00    -10.00      0.50
   64     23.00      0.00     1.064     119.947029      -1.246120      21.335800      5.00      5.00   157.680    82.668     2.452   -110.00    -10.00      0.50
   65     21.00      0.00     1.278     119.943901      -1.201010      21.335800      5.00      5.00   336.393    84.269     3.200   -105.00    -10.00      0.50
   66     21.00      0.00     1.359     119.940758      -1.155910      21.335800      5.00      5.00   339.996    80.852     4.248   -100.00    -10.00      0.50
   67     20.00      0.00     1.361     119.937630      -1.110800      21.335800      5.00      5.00   345.143    81.720    -3.706    -95.00    -10.00      0.50
   68     19.00      0.00     1.394     119.934502      -1.065690      21.335800      5.00      5.00   351.563    88.208   -16.993    -90.00    -10.00      0.50
   69     18.00      0.00     1.555     119.931358      -1.020580      21.335800      5.00      5.00   177.577    87.985    26.371    -85.00    -10.00      0.50
   70     16.00      0.00     1.754     119.928230      -0.975470      21.335800      5.00      5.00   181.182    86.811    32.387    -80.00    -10.00      0.50
   71     15.00      0.00     1.920     119.925102      -0.930370      21.335800      5.00      5.00   179.892    89.463    36.003    -75.00    -10.00      0.50
   72     15.00      0.00     1.918     119.921959      -0.885260      21.335800      5.00      5.00   354.372    79.504   -28.682    -70.00    -10.00      0.50
   73     14.00      0.00     1.937     119.918831      -0.840150      21.335800      5.00      5.00   353.108    74.965   -23.574    -65.00    -10.00      0.50
   74     14.00      2.00     1.860     119.915703      -0.795040      21.335800      5.00      5.00   348.943    71.012   -17.291    -60.00    -10.00      0.50
   75     12.00      2.00     1.813     119.912567      -0.749930      21.335800      5.00      5.00   343.254    65.139   -11.459    -55.00    -10.00      0.50
   76     11.00      1.00     1.886     119.909439      -0.704820      21.335800      5.00      5.00   341.415    72.247    -1.668    -50.00    -10.00      0.50
   77      9.00      0.00     1.967     119.906303      -0.659720      21.335800      5.00      5.00   340.575    78.788     2.254    -45.00    -10.00      0.50
   78     10.00      0.00     1.911     119.903168      -0.614610      21.335800      5.00      5.00   340.969    82.705     8.410    -40.00    -10.00      0.50
   79      8.00      0.00     1.796     119.900040      -0.569500      21.335800      5.00      5.00   344.471    80.843    12.980    -35.00    -10.00      0.50
   80      7.00      0.00     1.725     119.896912      -0.524390      21.335800      5.00      5.00   352.219    69.949    16.555    -30.00    -10.00      0.50
   81      6.00      0.00     1.742     119.893768      -0.479280      21.335800      5.00      5.00   357.148    67.848    17.316    -25.00    -10.00      0.50
   82      5.00      0.00     1.767     119.890640      -0.434170      21.335800      5.00      5.00   359.665    69.615    15.699    -20.00    -10.00      0.50
   83      4.00      1.00     1.944     119.887512      -0.389070      21.335800      5.00      5.00     1.348    69.581    14.421    -15.00    -10.00      0.50
   84      3.00      3.00     2.155     119.884377      -0.343960      21.335800      5.00      5.00     1.439    70.001    12.426    -10.00    -10.00      0.50
   85      2.00      3.00     2.385     119.881248      -0.298850      21.335800      5.00      5.00     1.243    66.822     7.236     -5.00    -10.00      0.50
   86      2.00      4.00     2.372     119.878113      -0.253740      21.335800      5.00      5.00     3.114    66.577     5.180      0.00    -10.00      0.50
   87      3.00      4.00     2.228     119.874977      -0.208630      21.335800      5.00      5.00     5.166    66.825     3.355      5.00    -10.00      0.50
   88      3.00      4.00     1.973     119.871849      -0.163520      21.335800      5.00      5.00     7.622    67.085     4.623     10.00    -10.00      0.50
   89      4.00      4.00     1.676     119.868713      -0.118410      21.335800      5.00      5.00     6.145    61.814     4.063     15.00    -10.00      0.50
   90      4.00      0.00     1.245     119.865578      -0.073310      21.335800      5.00      5.00   357.451    45.752    10.050     20.00    -10.00      0.50
   91      5.00      0.00     0.910     119.862442      -0.028200      21.335800      5.00      5.00   221.658    71.481    99.944     25.00    -10.00      0.50
   92      7.00      0.00     0.821     119.859306       0.016910      21.335800      5.00      5.00   206.310    67.391    98.262     30.00    -10.00      0.50
   93      7.00      0.00     0.863     119.856171       0.062020      21.335800      5.00      5.00   196.251    61.877    95.906     35.00    -10.00      0.50
   94      9.00      0.00     0.747     119.853043       0.107130      21.335800      5.00      5.00   177.360    50.522    77.959     40.00    -10.00      0.50
   95      9.00      0.00     0.580     119.849899       0.152240      21.335800      5.00      5.00   183.960    45.561    88.150     45.00    -10.00      0.50
   96     10.00      0.00     0.443     119.846771       0.197340      21.335800      5.00      5.00   323.032    80.397    27.497     50.00    -10.00      0.50
   97     37.00      0.00     0.151     119.977982      -1.923870      16.667900      5.00      5.00   171.149    85.458    99.675   -185.00     -5.00      0.50
   98     36.00      0.00     0.255     119.974854      -1.878770      16.667900      5.00      5.00     0.199    85.083  -103.871   -180.00     -5.00      0.50
   99     35.00      0.00     0.405     119.971710      -1.833660      16.667900      5.00      5.00    53.613    47.947  -145.837   -175.00     -5.00      0.50
  100     34.00      0.00     0.454     119.968582      -1.788550      16.667900      5.00      5.00    40.633    76.056  -120.397   -170.00     -5.00      0.50
  101     34.00      0.00     0.497     119.965439      -1.743440      16.667900      5.00      5.00   322.888    42.213   -20.912   -165.00     -5.00      0.50
  102     33.00      0.00     0.606     119.962311      -1.698330      16.667900      5.00      5.00   346.521    48.003    -5.626   -160.00     -5.00      0.50
  103     32.00      0.00     0.785     119.959167      -1.653230      16.667900      5.00      5.00   359.078    54.476     4.824   -155.00     -5.00      0.50
  104     31.00      0.00     0.964     119.956039      -1.608120      16.667900      5.00      5.00     4.530    65.413     9.643   -150.00     -5.00      0.50
  105     30.00      0.00     1.155     119.952904      -1.563010      16.667900      5.00      5.00    11.536    70.413    18.861   -145.00     -5.00      0.50
  106     29.00      0.00     1.375     119.949768      -1.517900      16.667900      5.00      5.00    16.285    73.484    22.841   -140.00     -5.00      0.50
  107     28.00      0.00     1.502     119.946640      -1.472790      16.667900      5.00      5.00    15.668    80.095    20.715   -135.00     -5.00      0.50
  108     27.00      0.00     1.435     119.943497      -1.427690      16.667900      5.00      5.00    11.108    86.479    14.231   -130.00     -5.00      0.50
  109     26.00      0.00     1.243     119.940369      -1.382580      16.667900      5.00      5.00   182.741    87.279    -9.900   -125.00     -5.00      0.50
  110     24.00      0.00     1.183     119.937241      -1.337470      16.667900      5.00      5.00   170.227    81.680   -12.194   -120.00     -5.00      0.50
  111     24.00      0.00     1.328     119.934097      -1.292360      16.667900      5.00      5.00   160.011    83.294   -10.427   -115.00     -5.00      0.50
  112     23.00      1.00     1.602     119.930969      -1.247250      16.667900      5.00      5.00   335.581    88.173     8.528   -110.00     -5.00      0.50
  113     22.00      1.00     1.857     119.927841      -1.202140      16.667900      5.00      5.00   335.038    86.324     3.956   -105.00     -5.00      0.50
  114     21.00      2.00     1.929     119.924698      -1.157040      16.667900      5.00      5.00   337.449    85.723     0.305   -100.00     -5.00      0.50
  115     20.00      2.00     1.851     119.921570      -1.111930      16.667900      5.00      5.00   343.084    86.030    -5.932    -95.00     -5.00      0.50
  116     19.00      2.00     1.890     119.918442      -1.066820      16.667900      5.00      5.00   349.318    88.650   -17.978    -90.00     -5.00      0.50
  117     18.00      3.00     2.044     119.915298      -1.021710      16.667900      5.00      5.00   175.703    88.292    23.804    -85.00     -5.00      0.50
  118     17.00      5.00     2.229     119.912170      -0.976600      16.667900      5.00      5.00   179.473    89.241    26.476    -80.00     -5.00      0.50
  119     16.00      4.00     2.489     119.909042      -0.931500      16.667900      5.00      5.00   356.084    81.680   -27.104    -75.00     -5.00      0.50
  120     15.00      7.00     2.668     119.905907      -0.886390      16.667900      5.00      5.00   352.727    75.316   -25.128    -70.00     -5.00      0.50
  121     14.00      7.00     2.696     119.902771      -0.841280      16.667900      5.00      5.00   349.648    70.228   -20.429    -65.00     -5.00      0.50
  122     14.00      5.00     2.715     119.899643      -0.796170      16.667900      5.00      5.00   345.389    64.664   -16.800    -60.00     -5.00      0.50
  123     13.00      6.00     2.702     119.896507      -0.751060      16.667900      5.00      5.00   342.518    65.291   -11.064    -55.00     -5.00      0.50
  124     11.00      6.00     2.701     119.893379      -0.705950      16.667900      5.00      5.00   341.812    76.814     2.007    -50.00     -5.00      0.50
  125     10.00      6.00     2.729     119.890244      -0.660850      16.667900      5.00      5.00   341.106    82.045     8.818    -45.00     -5.00      0.50
  126      8.00      7.00     2.681     119.887108      -0.615740      16.667900      5.00      5.00   341.883    78.399     6.461    -40.00     -5.00      0.50
  127      9.00      5.00     2.442     119.883980      -0.570630      16.667900      5.00      5.00   343.446    78.397     5.671    -35.00     -5.00      0.50
  128      7.00      2.00     2.267     119.880852      -0.525520      16.667900      5.00      5.00   348.468    74.357     8.344    -30.00     -5.00      0.50
  129      6.00      3.00     2.270     119.877724      -0.480410      16.667900      5.00      5.00   353.514    69.962     9.506    -25.00     -5.00      0.50
  130      5.00      5.00     2.346     119.874580      -0.435300      16.667900      5.00      5.00   356.463    69.114     6.501    -20.00     -5.00      0.50
  131      4.00      6.00     2.576     119.871452      -0.390200      16.667900      5.00      5.00   358.775    68.480     4.411    -15.00     -5.00      0.50
  132      3.00      7.00     2.872     119.868317      -0.345090      16.667900      5.00      5.00   358.832    68.144     1.886    -10.00     -5.00      0.50
  133      2.00      9.00     3.170     119.865189      -0.299980      16.667900      5.00      5.00   358.085    64.369    -3.018     -5.00     -5.00      0.50
  134      2.00      9.00     3.275     119.862061      -0.254870      16.667900      5.00      5.00   358.778    63.296    -5.572      0.00     -5.00      0.50
  135      2.00      8.00     3.138     119.858917      -0.209760      16.667900      5.00      5.00   359.810    64.031    -7.411      5.00     -5.00      0.50
  136      3.00      7.00     2.724     119.855789      -0.164650      16.667900      5.00      5.00     1.745    65.420    -7.195     10.00     -5.00      0.50
  137      3.00      5.00     2.236     119.852654      -0.119540      16.667900      5.00      5.00   359.553    62.021    -7.840     15.00     -5.00      0.50
  138      4.00      2.00     1.597     119.849518      -0.074440      16.667900      5.00      5.00   350.959    52.809    -4.811     20.00     -5.00      0.50
  139      5.00      0.00     1.084     119.846382      -0.029330      16.667900      5.00      5.00   347.270    29.810    22.102     25.00     -5.00      0.50
  140      7.00      0.00     1.033     119.843269       0.015780      16.667900      5.00      5.00   353.956    27.605    43.375     30.00     -5.00      0.50
  141      9.00      0.00     0.977     119.840141       0.060890      16.667900      5.00      5.00   208.834    60.899   104.694     35.00     -5.00      0.50
  142      9.00      0.00     0.942     119.836998       0.106000      16.667900      5.00      5.00   204.973    57.515   106.675     40.00     -5.00      0.50
  143     10.00      0.00     0.753     119.833870       0.151110      16.667900      5.00      5.00   197.202    47.861   106.615     45.00     -5.00      0.50
  144     10.00      0.00     0.428     119.830742       0.196210      16.667900      5.00      5.00   217.116    57.188   144.243     50.00     -5.00      0.50
  145     37.00      0.00     0.174     119.961922      -1.925000      12.000000      5.00      5.00    72.078    15.195   -95.371   -185.00      0.00      0.50
  146     36.00      0.00     0.398     119.958778      -1.879900      12.000000      5.00      5.00    71.516    25.927  -111.589   -180.00      0.00      0.50
  147     35.00      0.00     0.597     119.955650      -1.834790      12.000000      5.00      5.00    77.956    28.451  -113.024   -175.00      0.00      0.50
  148     35.00      0.00     0.603     119.952507      -1.789680      12.000000      5.00      5.00    87.154    30.435  -117.599   -170.00      0.00      0.50
  149     33.00      0.00     0.536     119.949379      -1.744570      12.000000      5.00      5.00   331.302    67.165   -45.785   -165.00      0.00      0.50
  150     33.00      0.00     0.707     119.946243      -1.699460      12.000000      5.00      5.00   352.668    79.959   -16.000   -160.00      0.00      0.50
  151     32.00      0.00     0.970     119.943108      -1.654360      12.000000      5.00      5.00     0.564    85.099   -10.201   -155.00      0.00      0.50
  152     31.00      0.00     1.218     119.939980      -1.609250      12.000000      5.00      5.00     5.016    87.297    -7.140   -150.00      0.00      0.50
  153     31.00      0.00     1.438     119.936836      -1.564140      12.000000      5.00      5.00   189.305    87.735     7.272   -145.00      0.00      0.50
  154     29.00      0.00     1.677     119.933708      -1.519030      12.000000      5.00      5.00   192.154    82.409     7.067   -140.00      0.00      0.50
  155     28.00      0.00     1.810     119.930573      -1.473920      12.000000      5.00      5.00   192.472    81.200     5.027   -135.00      0.00      0.50
  156     27.00      0.00     1.723     119.927437      -1.428820      12.000000      5.00      5.00   189.373    84.690     2.255   -130.00      0.00      0.50
  157     26.00      0.00     1.481     119.924309      -1.383710      12.000000      5.00      5.00   181.631    86.215     1.399   -125.00      0.00      0.50
  158     25.00      0.00     1.371     119.921173      -1.338600      12.000000      5.00      5.00   349.820    89.010     5.875   -120.00      0.00      0.50
  159     24.00      4.00     1.636     119.918037      -1.293490      12.000000      5.00      5.00   339.878    88.365    12.687   -115.00      0.00      0.50
  160     23.00      5.00     2.036     119.914909      -1.248380      12.000000      5.00      5.00   334.587    87.977    11.259   -110.00      0.00      0.50
  161     23.00      6.00     2.286     119.911774      -1.203270      12.000000      5.00      5.00   333.613    88.848     5.979   -105.00      0.00      0.50
  162     22.00      6.00     2.331     119.908638      -1.158170      12.000000      5.00      5.00   336.057    89.251     0.513   -100.00      0.00      0.50
  163     20.00      6.00     2.268     119.905510      -1.113060      12.000000      5.00      5.00   340.590    89.537    -6.879    -95.00      0.00      0.50
  164     19.00      4.00     2.247     119.902382      -1.067950      12.000000      5.00      5.00   346.766    87.489   -16.108    -90.00      0.00      0.50
  165     18.00      6.00     2.385     119.899239      -1.022840      12.000000      5.00      5.00   354.379    88.350   -23.083    -85.00      0.00      0.50
  166     17.00      6.00     2.642     119.896111      -0.977730      12.000000      5.00      5.00   356.927    84.379   -23.764    -80.00      0.00      0.50
  167     15.00      7.00     2.922     119.892982      -0.932630      12.000000      5.00      5.00   354.735    78.183   -23.564    -75.00      0.00      0.50
  168     14.00      9.00     3.181     119.889847      -0.887520      12.000000      5.00      5.00   350.993    72.699   -23.242    -70.00      0.00      0.50
  169     14.00     10.00     3.296     119.886711      -0.842410      12.000000      5.00      5.00   346.573    65.432   -19.629    -65.00      0.00      0.50
  170     13.00      9.00     3.432     119.883583      -0.797300      12.000000      5.00      5.00   343.320    62.484   -16.878    -60.00      0.00      0.50
  171     13.00      8.00     3.371     119.880447      -0.752190      12.000000      5.00      5.00   342.548    67.832    -9.295    -55.00      0.00      0.50
  172     12.00      8.00     3.293     119.877319      -0.707080      12.000000      5.00      5.00   341.913    79.626     3.806    -50.00      0.00      0.50
  173     10.00      8.00     3.273     119.874191      -0.661980      12.000000      5.00      5.00   340.974    83.900     8.459    -45.00      0.00      0.50
  174      9.00      8.00     3.179     119.871048      -0.616870      12.000000      5.00      5.00   341.443    78.786     3.517    -40.00      0.00      0.50
  175      8.00      8.00     2.941     119.867920      -0.571760      12.000000      5.00      5.00   342.627    74.844    -0.043    -35.00      0.00      0.50
  176      7.00      7.00     2.716     119.864792      -0.526650      12.000000      5.00      5.00   345.710    72.589    -0.907    -30.00      0.00      0.50
  177      5.00      7.00     2.658     119.861656      -0.481540      12.000000      5.00      5.00   350.540    69.721     0.403    -25.00      0.00      0.50
  178      5.00      8.00     2.777     119.858528      -0.436430      12.000000      5.00      5.00   353.709    66.871    -1.872    -20.00      0.00      0.50
  179      4.00      7.00     3.053     119.855392      -0.391330      12.000000      5.00      5.00   355.639    65.042    -4.683    -15.00      0.00      0.50
  180      3.00      9.00     3.364     119.852257      -0.346220      12.000000      5.00      5.00   355.935    64.294    -6.958    -10.00      0.00      0.50
  181      2.00      9.00     3.769     119.849129      -0.301110      12.000000      5.00      5.00   354.386    61.938   -12.091     -5.00      0.00      0.50
  182      2.00     10.00     3.926     119.846001      -0.256000      12.000000      5.00      5.00   354.706    61.357   -13.924      0.00      0.00      0.50
  183      2.00      9.00     3.756     119.842873      -0.210890      12.000000      5.00      5.00   355.200    61.357   -15.223      5.00      0.00      0.50
  184      3.00      8.00     3.224     119.839737      -0.165780      12.000000      5.00      5.00   356.254    62.831   -15.053     10.00      0.00      0.50
  185      4.00      7.00     2.566     119.836609      -0.120670      12.000000      5.00      5.00   354.745    61.582   -14.907     15.00      0.00      0.50
  186      5.00      3.00     1.909     119.833473      -0.075570      12.000000      5.00      5.00   347.699    54.327   -14.436     20.00      0.00      0.50
  187      6.00      0.00     1.416     119.830338      -0.030460      12.000000      5.00      5.00   339.752    40.770    -3.429     25.00      0.00      0.50
  188      7.00      0.00     1.165     119.827209       0.014650      12.000000      5.00      5.00   341.299    35.575    16.377     30.00      0.00      0.50
  189     10.00      0.00     1.100     119.824081       0.059760      12.000000      5.00      5.00   348.872    36.280    34.617     35.00      0.00      0.50
  190     10.00      0.00     1.027     119.820953       0.104870      12.000000      5.00      5.00   218.950    60.615   118.776     40.00      0.00      0.50
  191      9.00      0.00     0.804     119.817818       0.149980      12.000000      5.00      5.00   205.716    48.588   113.320     45.00      0.00      0.50
  192     10.00      0.00     0.461     119.814682       0.195080      12.000000      5.00      5.00   214.243    48.197   133.001     50.00      0.00      0.50
  193     38.00      0.00     0.259     119.945847      -1.926130       7.332100      5.00      5.00    92.529    33.460   -63.498   -185.00      5.00      0.50
  194     37.00      0.00     0.570     119.942719      -1.881030       7.332100      5.00      5.00   106.544    32.959   -59.917   -180.00      5.00      0.50
  195     36.00      0.00     0.736     119.939583      -1.835920       7.332100      5.00      5.00   113.833    31.108   -57.992   -175.00      5.00      0.50
  196     35.00      0.00     0.789     119.936447      -1.790810       7.332100      5.00      5.00   127.711    32.876   -54.402   -170.00      5.00      0.50
  197     34.00      0.00     0.699     119.933319      -1.745700       7.332100      5.00      5.00   158.279    45.662   -30.015   -165.00      5.00      0.50
  198     32.00      0.00     0.831     119.930183      -1.700590       7.332100      5.00      5.00   177.210    79.177     6.339   -160.00      5.00      0.50
  199     32.00      0.00     1.148     119.927048      -1.655490       7.332100      5.00      5.00   182.928    84.024    13.244   -155.00      5.00      0.50
  200     31.00      0.00     1.452     119.923912      -1.610380       7.332100      5.00      5.00   187.658    81.991    17.204   -150.00      5.00      0.50
  201     31.00      2.00     1.755     119.920776      -1.565270       7.332100      5.00      5.00   191.665    77.717    20.280   -145.00      5.00      0.50
  202     29.00      3.00     1.978     119.917648      -1.520160       7.332100      5.00      5.00   193.766    75.568    19.168   -140.00      5.00      0.50
  203     28.00      2.00     2.023     119.914513      -1.475050       7.332100      5.00      5.00   192.814    77.522    15.587   -135.00      5.00      0.50
  204     27.00      1.00     1.879     119.911377      -1.429950       7.332100      5.00      5.00   188.151    83.160    11.720   -130.00      5.00      0.50
  205     25.00      0.00     1.639     119.908249      -1.384840       7.332100      5.00      5.00   179.890    88.548     6.350   -125.00      5.00      0.50
  206     25.00      2.00     1.606     119.905113      -1.339730       7.332100      5.00      5.00   348.407    85.648     1.829   -120.00      5.00      0.50
  207     23.00      5.00     1.935     119.901978      -1.294620       7.332100      5.00      5.00   338.843    82.824     9.591   -115.00      5.00      0.50
  208     23.00      6.00     2.356     119.898849      -1.249510       7.332100      5.00      5.00   334.332    83.686    10.947   -110.00      5.00      0.50
  209     22.00      6.00     2.591     119.895714      -1.204400       7.332100      5.00      5.00   333.013    88.257     8.023   -105.00      5.00      0.50
  210     21.00      7.00     2.610     119.892578      -1.159300       7.332100      5.00      5.00   155.080    89.869    -1.488   -100.00      5.00      0.50
  211     20.00      6.00     2.476     119.889450      -1.114190       7.332100      5.00      5.00   339.885    88.949    -6.881    -95.00      5.00      0.50
  212     19.00      6.00     2.415     119.886322      -1.069080       7.332100      5.00      5.00   346.638    88.351   -14.053    -90.00      5.00      0.50
  213     18.00      7.00     2.543     119.883179      -1.023970       7.332100      5.00      5.00   174.880    89.688    21.058    -85.00      5.00      0.50
  214     17.00      7.00     2.821     119.880051      -0.978860       7.332100      5.00      5.00   357.397    86.642   -24.448    -80.00      5.00      0.50
