   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
   61     32.00      0.00     1.241     119.917343      -1.384640      21.335800      5.00      5.00    18.256    73.961    33.613   -125.00    -10.00
   62     31.00      0.00     1.459     119.915771      -1.339450      21.335800      5.00      5.00    26.642    76.231    44.476   -120.00    -10.00
   63     29.00      0.00     1.216     119.914200      -1.294260      21.335800      5.00      5.00    16.361    83.228    39.472   -115.00    -10.00
   64     27.00      0.00     1.111     119.912643      -1.249070      21.335800      5.00      5.00   177.935    58.293    14.047   -110.00    -10.00
   65     27.00      0.00     1.248     119.911072      -1.203880      21.335800      5.00      5.00   167.467    75.420     8.226   -105.00    -10.00
   66     25.00      0.00     1.697     119.909500      -1.158690      21.335800      5.00      5.00   339.999    85.051     4.781   -100.00    -10.00
   67     24.00      0.00     1.961     119.907944      -1.113500      21.335800      5.00      5.00   339.108    80.407     3.506    -95.00    -10.00
   68     23.00      2.00     2.110     119.906372      -1.068310      21.335800      5.00      5.00   340.089    79.602    -4.433    -90.00    -10.00
   69     22.00      3.00     2.104     119.904800      -1.023120      21.335800      5.00      5.00   344.485    82.885    -7.846    -85.00    -10.00
   70     20.00      3.00     2.029     119.903236      -0.977920      21.335800      5.00      5.00   352.151    85.964   -14.578    -80.00    -10.00
   71     20.00      3.00     1.943     119.901672      -0.932730      21.335800      5.00      5.00   355.559    83.886   -21.682    -75.00    -10.00
   72     17.00      0.00     1.877     119.900101      -0.887540      21.335800      5.00      5.00   352.790    74.947   -18.898    -70.00    -10.00
   73     16.00      2.00     2.146     119.898537      -0.842350      21.335800      5.00      5.00   342.215    68.114   -19.806    -65.00    -10.00
   74     16.00      4.00     2.394     119.896973      -0.797160      21.335800      5.00      5.00   337.408    67.777   -13.452    -60.00    -10.00
   75     14.00      5.00     2.530     119.895401      -0.751970      21.335800      5.00      5.00   339.622    72.710    -7.289    -55.00    -10.00
   76     13.00      5.00     2.572     119.893837      -0.706780      21.335800      5.00      5.00   341.688    75.208    -2.799    -50.00    -10.00
   77     11.00      3.00     2.451     119.892273      -0.661590      21.335800      5.00      5.00   343.439    83.029     7.010    -45.00    -10.00
   78     10.00      3.00     2.313     119.890701      -0.616400      21.335800      5.00      5.00   346.671    87.461    11.804    -40.00    -10.00
   79      9.00      4.00     2.128     119.889137      -0.571210      21.335800      5.00      5.00   349.421    82.118    13.001    -35.00    -10.00
   80      8.00      2.00     2.062     119.887573      -0.526020      21.335800      5.00      5.00   353.312    73.821    13.453    -30.00    -10.00
   81      7.00      1.00     2.127     119.886002      -0.480820      21.335800      5.00      5.00   357.394    57.666     7.659    -25.00    -10.00
   82      5.00      0.00     2.089     119.884438      -0.435630      21.335800      5.00      5.00     0.215    50.113     8.883    -20.00    -10.00
   83      3.00      0.00     1.972     119.882874      -0.390440      21.335800      5.00      5.00     2.262    46.352     5.799    -15.00    -10.00
   84      3.00      0.00     1.837     119.881310      -0.345250      21.335800      5.00      5.00     3.669    60.185    16.045    -10.00    -10.00
   85      2.00      2.00     1.939     119.879738      -0.300060      21.335800      5.00      5.00     0.724    73.738    17.433     -5.00    -10.00
   86      2.00      2.00     1.958     119.878166      -0.254870      21.335800      5.00      5.00     1.378    79.925    14.935      0.00    -10.00
   87      3.00      3.00     1.901     119.876602      -0.209680      21.335800      5.00      5.00     4.143    79.652     9.104      5.00    -10.00
   88      3.00      2.00     1.710     119.875038      -0.164490      21.335800      5.00      5.00     7.891    82.521     0.860     10.00    -10.00
   89      4.00      0.00     1.556     119.873466      -0.119300      21.335800      5.00      5.00     4.233    73.385   -14.429     15.00    -10.00
   90      5.00      0.00     0.930     119.871902      -0.074100      21.335800      5.00      5.00     4.131    73.194   -20.577     20.00    -10.00
   91      6.00      0.00     0.915     119.870331      -0.028910      21.335800      5.00      5.00    58.152    16.131    81.935     25.00    -10.00
   92      7.00      0.00     1.272     119.868759       0.016280      21.335800      5.00      5.00    74.869    25.881    90.589     30.00    -10.00
   93      9.00      0.00     1.084     119.867188       0.061470      21.335800      5.00      5.00   216.275    51.220   104.075     35.00    -10.00
   94     10.00      0.00     1.058     119.865623       0.106660      21.335800      5.00      5.00   206.935    49.150   121.590     40.00    -10.00
   95     11.00      0.00     1.033     119.864052       0.151850      21.335800      5.00      5.00   222.851    63.362   137.709     45.00    -10.00
   96     12.00      0.00     0.742     119.862480       0.197040      21.335800      5.00      5.00   338.865    41.161    19.541     50.00    -10.00
   97      1.00      0.00     0.000     119.920059      -1.927490      16.667900      5.00      5.00   180.000    45.000    90.000   -185.00     -5.00
   98      1.00      0.00     0.000     119.918488      -1.882300      16.667900      5.00      5.00   180.000    45.000    90.000   -180.00     -5.00
   99      1.00      0.00     0.000     119.916924      -1.837110      16.667900      5.00      5.00   180.000    45.000    90.000   -175.00     -5.00
  100      1.00      0.00     0.000     119.915352      -1.791920      16.667900      5.00      5.00   180.000    45.000    90.000   -170.00     -5.00
  101      1.00      0.00     0.000     119.913788      -1.746730      16.667900      5.00      5.00   180.000    45.000    90.000   -165.00     -5.00
  102     39.00      0.00     0.111     119.912216      -1.701540      16.667900      5.00      5.00   314.283     7.149   135.414   -160.00     -5.00
  103     39.00      0.00     0.288     119.910652      -1.656350      16.667900      5.00      5.00   109.251    23.198   -70.714   -155.00     -5.00
  104     38.00      0.00     0.511     119.909081      -1.611160      16.667900      5.00      5.00   112.653    38.747   -64.633   -150.00     -5.00
  105     36.00      0.00     0.460     119.907516      -1.565970      16.667900      5.00      5.00   147.049    76.185   -19.224   -145.00     -5.00
  106     35.00      0.00     0.742     119.905952      -1.520780      16.667900      5.00      5.00   341.753    72.607    -5.624   -140.00     -5.00
  107     34.00      0.00     0.979     119.904381      -1.475590      16.667900      5.00      5.00   354.930    78.646    -2.519   -135.00     -5.00
  108     32.00      0.00     1.389     119.902809      -1.430400      16.667900      5.00      5.00    12.286    72.891    14.194   -130.00     -5.00
  109     32.00      1.00     1.752     119.901253      -1.385210      16.667900      5.00      5.00    22.392    70.410    26.022   -125.00     -5.00
  110     32.00      2.00     1.689     119.899681      -1.340020      16.667900      5.00      5.00    20.960    75.450    26.166   -120.00     -5.00
  111     29.00      0.00     1.320     119.898109      -1.294830      16.667900      5.00      5.00     8.520    85.708    16.540   -115.00     -5.00
  112     28.00      0.00     1.334     119.896553      -1.249630      16.667900      5.00      5.00   171.991    84.440    -2.196   -110.00     -5.00
  113     27.00      2.00     1.702     119.894981      -1.204440      16.667900      5.00      5.00   163.143    84.305     6.464   -105.00     -5.00
  114     25.00      2.00     2.133     119.893410      -1.159250      16.667900      5.00      5.00   338.360    87.582    -3.719   -100.00     -5.00
  115     24.00      5.00     2.455     119.891853      -1.114060      16.667900      5.00      5.00   337.165    84.867     0.446    -95.00     -5.00
  116     23.00      4.00     2.557     119.890282      -1.068870      16.667900      5.00      5.00   339.130    86.860    -2.674    -90.00     -5.00
  117     22.00      4.00     2.454     119.888710      -1.023680      16.667900      5.00      5.00   343.555    86.057    -7.897    -85.00     -5.00
  118     21.00      4.00     2.388     119.887154      -0.978490      16.667900      5.00      5.00   349.418    82.717   -12.932    -80.00     -5.00
  119     19.00      4.00     2.438     119.885582      -0.933300      16.667900      5.00      5.00   352.698    81.890   -21.711    -75.00     -5.00
  120     17.00      4.00     2.543     119.884010      -0.888110      16.667900      5.00      5.00   348.872    74.077   -23.604    -70.00     -5.00
  121     17.00      5.00     2.816     119.882446      -0.842920      16.667900      5.00      5.00   343.073    67.598   -16.541    -65.00     -5.00
  122     16.00      6.00     3.128     119.880882      -0.797730      16.667900      5.00      5.00   340.150    70.817   -10.826    -60.00     -5.00
  123     14.00      5.00     3.336     119.879311      -0.752540      16.667900      5.00      5.00   340.934    75.330    -7.469    -55.00     -5.00
  124     14.00      6.00     3.267     119.877747      -0.707340      16.667900      5.00      5.00   342.359    79.116    -5.930    -50.00     -5.00
  125     12.00      5.00     3.036     119.876183      -0.662150      16.667900      5.00      5.00   344.192    81.286     1.020    -45.00     -5.00
  126     10.00      6.00     2.858     119.874619      -0.616960      16.667900      5.00      5.00   345.913    80.865     4.611    -40.00     -5.00
  127      9.00      5.00     2.693     119.873047      -0.571770      16.667900      5.00      5.00   346.993    74.263    -0.028    -35.00     -5.00
  128      8.00      4.00     2.564     119.871483      -0.526580      16.667900      5.00      5.00   347.914    61.178    -9.300    -30.00     -5.00
  129      7.00      4.00     2.476     119.869919      -0.481390      16.667900      5.00      5.00   352.089    54.995    -5.987    -25.00     -5.00
  130      5.00      3.00     2.461     119.868347      -0.436200      16.667900      5.00      5.00   355.969    49.817    -0.163    -20.00     -5.00
  131      4.00      4.00     2.342     119.866791      -0.391010      16.667900      5.00      5.00   357.497    51.996     1.315    -15.00     -5.00
  132      3.00      3.00     2.366     119.865219      -0.345820      16.667900      5.00      5.00   358.049    63.552     5.258    -10.00     -5.00
  133      2.00      5.00     2.529     119.863647      -0.300630      16.667900      5.00      5.00   357.047    75.841     5.707     -5.00     -5.00
  134      2.00      6.00     2.680     119.862091      -0.255430      16.667900      5.00      5.00   357.778    80.567     4.366      0.00     -5.00
  135      2.00      4.00     2.569     119.860519      -0.210240      16.667900      5.00      5.00   359.833    83.915     2.676      5.00     -5.00
  136      3.00      3.00     2.163     119.858948      -0.165050      16.667900      5.00      5.00     2.969    85.674    -3.137     10.00     -5.00
  137      4.00      0.00     1.824     119.857384      -0.119860      16.667900      5.00      5.00     1.096    81.661   -19.401     15.00     -5.00
  138      5.00      0.00     1.295     119.855812      -0.074670      16.667900      5.00      5.00     1.433    72.382   -24.858     20.00     -5.00
  139      7.00      0.00     1.320     119.854240      -0.029480      16.667900      5.00      5.00    30.067    17.535    52.315     25.00     -5.00
  140      7.00      0.00     1.584     119.852669       0.015710      16.667900      5.00      5.00    67.122    20.630    91.125     30.00     -5.00
  141      9.00      0.00     1.324     119.851097       0.060900      16.667900      5.00      5.00    48.772    28.173    78.864     35.00     -5.00
  142     10.00      0.00     0.960     119.849533       0.106090      16.667900      5.00      5.00   213.644    50.557   123.536     40.00     -5.00
  143     11.00      0.00     1.001     119.847961       0.151280      16.667900      5.00      5.00   336.483    66.609    31.590     45.00     -5.00
  144     12.00      0.00     0.765     119.846390       0.196470      16.667900      5.00      5.00   339.798    61.737    16.021     50.00     -5.00
  145      1.00      0.00     0.000     119.903961      -1.928060      12.000000      5.00      5.00   180.000    45.000    90.000   -185.00      0.00
  146      1.00      0.00     0.000     119.902397      -1.882870      12.000000      5.00      5.00   180.000    45.000    90.000   -180.00      0.00
  147      1.00      0.00     0.000     119.900833      -1.837680      12.000000      5.00      5.00   180.000    45.000    90.000   -175.00      0.00
  148      1.00      0.00     0.000     119.899261      -1.792490      12.000000      5.00      5.00   180.000    45.000    90.000   -170.00      0.00
  149      1.00      0.00     0.000     119.897690      -1.747300      12.000000      5.00      5.00   180.000    45.000    90.000   -165.00      0.00
  150     40.00      0.00     0.094     119.896133      -1.702110      12.000000      5.00      5.00   330.867    84.538   -85.735   -160.00      0.00
  151     39.00      0.00     0.181     119.894562      -1.656920      12.000000      5.00      5.00    65.400    28.853  -137.347   -155.00      0.00
  152     37.00      0.00     0.308     119.892990      -1.611730      12.000000      5.00      5.00   136.934    52.252   -38.572   -150.00      0.00
  153     37.00      0.00     0.462     119.891418      -1.566530      12.000000      5.00      5.00   340.140    89.846     0.729   -145.00      0.00
  154     35.00      0.00     0.855     119.889862      -1.521340      12.000000      5.00      5.00   351.766    74.424   -11.759   -140.00      0.00
  155     34.00      0.00     1.254     119.888290      -1.476150      12.000000      5.00      5.00     3.154    84.596   -15.115   -135.00      0.00
  156     33.00      0.00     1.733     119.886719      -1.430960      12.000000      5.00      5.00   194.264    89.266    11.083   -130.00      0.00
  157     32.00      3.00     1.995     119.885162      -1.385770      12.000000      5.00      5.00    18.369    83.816    -2.368   -125.00      0.00
  158     30.00      2.00     1.810     119.883591      -1.340580      12.000000      5.00      5.00    16.430    80.238    -2.253   -120.00      0.00
  159     29.00      0.00     1.456     119.882019      -1.295390      12.000000      5.00      5.00     7.087    79.978    -3.195   -115.00      0.00
  160     28.00      1.00     1.532     119.880463      -1.250200      12.000000      5.00      5.00   350.293    78.214     0.958   -110.00      0.00
  161     27.00      3.00     2.062     119.878891      -1.205010      12.000000      5.00      5.00   339.827    83.829    -5.927   -105.00      0.00
  162     26.00      4.00     2.468     119.877319      -1.159820      12.000000      5.00      5.00   336.496    84.072    -5.420   -100.00      0.00
  163     24.00      4.00     2.592     119.875763      -1.114630      12.000000      5.00      5.00   336.027    85.608    -1.107    -95.00      0.00
  164     23.00      4.00     2.604     119.874191      -1.069440      12.000000      5.00      5.00   337.933    86.834    -1.280    -90.00      0.00
  165     22.00      5.00     2.595     119.872620      -1.024250      12.000000      5.00      5.00   342.236    85.580    -5.685    -85.00      0.00
  166     20.00      5.00     2.582     119.871063      -0.979050      12.000000      5.00      5.00   346.166    81.476   -14.663    -80.00      0.00
  167     19.00      4.00     2.670     119.869492      -0.933860      12.000000      5.00      5.00   349.428    80.070   -19.979    -75.00      0.00
  168     17.00      6.00     2.909     119.867928      -0.888670      12.000000      5.00      5.00   347.678    72.312   -21.314    -70.00      0.00
  169     17.00      7.00     3.198     119.866364      -0.843480      12.000000      5.00      5.00   344.763    68.882   -15.416    -65.00      0.00
  170     15.00      6.00     3.642     119.864792      -0.798290      12.000000      5.00      5.00   342.015    72.207   -11.957    -60.00      0.00
  171     15.00      6.00     3.776     119.863228      -0.753100      12.000000      5.00      5.00   341.337    75.744    -9.383    -55.00      0.00
  172     13.00      6.00     3.724     119.861656      -0.707910      12.000000      5.00      5.00   341.675    79.548    -7.556    -50.00      0.00
  173     12.00      6.00     3.535     119.860092      -0.662720      12.000000      5.00      5.00   342.731    79.982    -4.489    -45.00      0.00
  174     11.00      6.00     3.173     119.858528      -0.617530      12.000000      5.00      5.00   343.418    79.875    -2.168    -40.00      0.00
  175      9.00      5.00     3.010     119.856956      -0.572340      12.000000      5.00      5.00   342.274    61.560   -15.683    -35.00      0.00
  176      8.00      6.00     2.967     119.855400      -0.527150      12.000000      5.00      5.00   338.629    50.306   -26.646    -30.00      0.00
  177      7.00      5.00     2.895     119.853828      -0.481950      12.000000      5.00      5.00   342.285    47.651   -21.847    -25.00      0.00
  178      6.00      5.00     2.752     119.852257      -0.436760      12.000000      5.00      5.00   347.781    48.640   -12.870    -20.00      0.00
  179      4.00      4.00     2.582     119.850700      -0.391570      12.000000      5.00      5.00   354.181    55.929    -4.422    -15.00      0.00
  180      3.00      4.00     2.534     119.849129      -0.346380      12.000000      5.00      5.00   356.271    68.263    -0.410    -10.00      0.00
  181      1.00      5.00     2.914     119.847572      -0.301190      12.000000      5.00      5.00   354.313    76.056    -4.343     -5.00      0.00
  182      1.00      7.00     3.111     119.846001      -0.256000      12.000000      5.00      5.00   355.420    79.725    -4.086      0.00      0.00
  183      2.00      5.00     2.914     119.844429      -0.210810      12.000000      5.00      5.00   357.475    85.232    -3.236      5.00      0.00
  184      2.00      3.00     2.502     119.842873      -0.165620      12.000000      5.00      5.00   358.623    86.686    -9.511     10.00      0.00
  185      4.00      1.00     2.001     119.841301      -0.120430      12.000000      5.00      5.00   356.653    81.811   -22.929     15.00      0.00
  186      5.00      0.00     1.706     119.839737      -0.075240      12.000000      5.00      5.00   356.578    74.584   -30.867     20.00      0.00
  187      6.00      0.00     1.571     119.838173      -0.030050      12.000000      5.00      5.00   354.443    42.487    -7.041     25.00      0.00
  188      8.00      2.00     1.575     119.836601       0.015150      12.000000      5.00      5.00    30.933    20.298    49.260     30.00      0.00
  189      9.00      2.00     1.302     119.835037       0.060340      12.000000      5.00      5.00    42.249    26.576    63.090     35.00      0.00
  190     10.00      0.00     0.843     119.833473       0.105530      12.000000      5.00      5.00     5.089    46.848    52.271     40.00      0.00
  191     11.00      0.00     0.820     119.831909       0.150720      12.000000      5.00      5.00   337.261    85.241    31.348     45.00      0.00
  192     12.00      0.00     0.589     119.830338       0.195910      12.000000      5.00      5.00   157.872    88.176   -13.896     50.00      0.00
  193      1.00      0.00     0.000     119.887871      -1.928620       7.332100      5.00      5.00   180.000    45.000    90.000   -185.00      5.00
  194      1.00      0.00     0.000     119.886299      -1.883430       7.332100      5.00      5.00   180.000    45.000    90.000   -180.00      5.00
  195      1.00      0.00     0.000     119.884743      -1.838240       7.332100      5.00      5.00   180.000    45.000    90.000   -175.00      5.00
  196      1.00      0.00     0.000     119.883171      -1.793050       7.332100      5.00      5.00   180.000    45.000    90.000   -170.00      5.00
  197      1.00      0.00     0.000     119.881599      -1.747860       7.332100      5.00      5.00   180.000    45.000    90.000   -165.00      5.00
  198     40.00      0.00     0.100     119.880028      -1.702670       7.332100      5.00      5.00    83.474     6.398   121.797   -160.00      5.00
  199     38.00      0.00     0.126     119.878471      -1.657480       7.332100      5.00      5.00   163.159    81.313    98.993   -155.00      5.00
  200     37.00      0.00     0.170     119.876900      -1.612290       7.332100      5.00      5.00   160.717    87.120     9.532   -150.00      5.00
  201     36.00      0.00     0.434     119.875328      -1.567100       7.332100      5.00      5.00   349.233    70.206    -5.120   -145.00      5.00
  202     35.00      0.00     0.887     119.873772      -1.521910       7.332100      5.00      5.00   358.994    72.681   -15.435   -140.00      5.00
  203     34.00      0.00     1.403     119.872200      -1.476720       7.332100      5.00      5.00     9.650    87.019   -20.938   -135.00      5.00
  204     33.00      2.00     1.985     119.870628      -1.431530       7.332100      5.00      5.00   197.541    85.048    23.362   -130.00      5.00
  205     31.00      3.00     2.248     119.869072      -1.386340       7.332100      5.00      5.00   202.932    81.084    27.283   -125.00      5.00
  206     30.00      2.00     2.058     119.867500      -1.341150       7.332100      5.00      5.00   200.454    83.770    32.152   -120.00      5.00
  207     29.00      0.00     1.728     119.865929      -1.295960       7.332100      5.00      5.00   193.957    83.044    39.811   -115.00      5.00
  208     27.00      2.00     1.875     119.864372      -1.250760       7.332100      5.00      5.00   345.033    60.253    -0.946   -110.00      5.00
  209     27.00      4.00     2.222     119.862801      -1.205570       7.332100      5.00      5.00   338.290    72.814    -2.933   -105.00      5.00
  210     25.00      4.00     2.433     119.861229      -1.160380       7.332100      5.00      5.00   335.822    84.619    -0.668   -100.00      5.00
  211     24.00      4.00     2.506     119.859673      -1.115190       7.332100      5.00      5.00   335.394    85.577     1.349    -95.00      5.00
  212     23.00      4.00     2.449     119.858101      -1.070000       7.332100      5.00      5.00   337.636    87.013     0.752    -90.00      5.00
  213     21.00      4.00     2.452     119.856537      -1.024810       7.332100      5.00      5.00   161.388    89.803     2.915    -85.00      5.00
  214     20.00      4.00     2.549     119.854973      -0.979620       7.332100      5.00      5.00   345.471    85.208   -11.007    -80.00      5.00
  215     19.00      4.00     2.646     119.853401      -0.934430       7.332100      5.00      5.00   348.576    81.520   -15.592    -75.00      5.00
  216     18.00      6.00     2.977     119.851837      -0.889240       7.332100      5.00      5.00   347.899    75.200   -17.353    -70.00      5.00
  217     17.00      6.00     3.365     119.850273      -0.844050       7.332100      5.00      5.00   345.429    71.041   -15.702    -65.00      5.00
  218     15.00      7.00     3.806     119.848701      -0.798860       7.332100      5.00      5.00   343.260    70.821   -10.851    -60.00      5.00
  219     14.00      6.00     3.940     119.847137      -0.753670       7.332100      5.00      5.00   341.997    77.556    -8.824    -55.00      5.00
  220     13.00      6.00     3.964     119.845612      -0.708470       7.332100      5.00      5.00   340.977    80.373    -8.447    -50.00      5.00
  221     12.00      6.00     3.757     119.844040      -0.663280       7.332100      5.00      5.00   340.360    77.343   -10.700    -45.00      5.00
  222     10.00      6.00     3.367     119.842468      -0.618090       7.332100      5.00      5.00   338.977    66.283   -18.690    -40.00      5.00
  223      9.00      7.00     3.412     119.840897      -0.572900       7.332100      5.00      5.00   330.823    49.190   -37.027    -35.00      5.00
  224      8.00      7.00     3.507     119.839333      -0.527710       7.332100      5.00      5.00   329.340    45.531   -37.653    -30.00      5.00
  225      7.00      6.00     3.327     119.837761      -0.482520       7.332100      5.00      5.00   334.884    44.860   -29.746    -25.00      5.00
  226      6.00      5.00     3.033     119.836189      -0.437330       7.332100      5.00      5.00   343.139    46.731   -18.807    -20.00      5.00
  227      4.00      4.00     2.704     119.834618      -0.392140       7.332100      5.00      5.00   350.283    58.337   -12.379    -15.00      5.00
  228      3.00      5.00     2.701     119.833054      -0.346950       7.332100      5.00      5.00   353.809    71.258   -10.394    -10.00      5.00
