   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
    1     37.00      0.00     0.282     119.920059      -1.927490      24.667900      5.00      5.00   202.413    20.833   167.113   -185.00     -5.00
    2     36.00      0.00     0.301     119.918488      -1.882300      24.667900      5.00      5.00   207.726    34.827   178.659   -180.00     -5.00
    3     36.00      0.00     0.264     119.916924      -1.837110      24.667900      5.00      5.00   209.790    50.115  -171.124   -175.00     -5.00
    4     34.00      0.00     0.365     119.915352      -1.791920      24.667900      5.00      5.00    68.942    76.124   -98.497   -170.00     -5.00
    5     33.00      0.00     0.585     119.913788      -1.746730      24.667900      5.00      5.00    56.048    82.527  -109.238   -165.00     -5.00
    6     33.00      0.00     0.751     119.912216      -1.701540      24.667900      5.00      5.00    58.457    82.669  -108.569   -160.00     -5.00
    7     32.00      0.00     0.763     119.910652      -1.656350      24.667900      5.00      5.00    65.453    82.559  -105.652   -155.00     -5.00
    8     31.00      0.00     0.627     119.909081      -1.611160      24.667900      5.00      5.00   326.989    20.934   -17.064   -150.00     -5.00
    9     29.00      0.00     0.452     119.907516      -1.565970      24.667900      5.00      5.00   357.686    38.895    14.728   -145.00     -5.00
   10     28.00      0.00     0.519     119.905952      -1.520780      24.667900      5.00      5.00     6.344    63.843    37.762   -140.00     -5.00
   11     28.00      0.00     0.662     119.904381      -1.475590      24.667900      5.00      5.00    11.253    68.362    42.487   -135.00     -5.00
   12     26.00      0.00     0.693     119.902809      -1.430400      24.667900      5.00      5.00    10.922    69.327    39.083   -130.00     -5.00
   13     25.00      0.00     0.606     119.901253      -1.385210      24.667900      5.00      5.00    15.957    70.654    44.793   -125.00     -5.00
   14     24.00      0.00     0.639     119.899681      -1.340020      24.667900      5.00      5.00    34.398    69.239    69.817   -120.00     -5.00
   15     23.00      0.00     0.568     119.898109      -1.294830      24.667900      5.00      5.00    32.024    71.958    73.118   -115.00     -5.00
   16     22.00      0.00     0.453     119.896553      -1.249630      24.667900      5.00      5.00    31.686    64.745    83.212   -110.00     -5.00
   17     21.00      0.00     0.583     119.894981      -1.204440      24.667900      5.00      5.00   159.482    61.766     5.089   -105.00     -5.00
   18     21.00      0.00     0.696     119.893410      -1.159250      24.667900      5.00      5.00   158.429    81.776   -13.421   -100.00     -5.00
   19     19.00      0.00     0.738     119.891853      -1.114060      24.667900      5.00      5.00   352.179    75.220    24.937    -95.00     -5.00
   20     18.00      0.00     0.736     119.890282      -1.068870      24.667900      5.00      5.00   356.843    80.350     8.704    -90.00     -5.00
   21     18.00      0.00     0.820     119.888710      -1.023680      24.667900      5.00      5.00   180.207    88.631    18.633    -85.00     -5.00
   22     16.00      0.00     0.943     119.887154      -0.978490      24.667900      5.00      5.00   186.316    82.349    31.190    -80.00     -5.00
   23     15.00      0.00     1.222     119.885582      -0.933300      24.667900      5.00      5.00   182.286    89.181    41.702    -75.00     -5.00
   24     14.00      0.00     1.320     119.884010      -0.888110      24.667900      5.00      5.00   186.226    85.427    49.246    -70.00     -5.00
   25     13.00      0.00     1.149     119.882446      -0.842920      24.667900      5.00      5.00   356.518    84.038   -33.384    -65.00     -5.00
   26     13.00      0.00     1.027     119.880882      -0.797730      24.667900      5.00      5.00   356.376    78.736   -21.369    -60.00     -5.00
   27     11.00      0.00     1.023     119.879311      -0.752540      24.667900      5.00      5.00   350.164    64.030   -13.315    -55.00     -5.00
   28     10.00      0.00     1.048     119.877747      -0.707340      24.667900      5.00      5.00   340.727    52.202    -9.411    -50.00     -5.00
   29      9.00      0.00     1.054     119.876183      -0.662150      24.667900      5.00      5.00   339.170    60.688    -5.000    -45.00     -5.00
   30      8.00      0.00     1.086     119.874619      -0.616960      24.667900      5.00      5.00   339.622    65.521    -3.889    -40.00     -5.00
   31      8.00      0.00     0.983     119.873047      -0.571770      24.667900      5.00      5.00   339.993    89.786    18.297    -35.00     -5.00
   32      6.00      0.00     1.024     119.871483      -0.526580      24.667900      5.00      5.00   351.172    86.145    30.351    -30.00     -5.00
   33      6.00      0.00     1.168     119.869919      -0.481390      24.667900      5.00      5.00     1.995    75.773    33.494    -25.00     -5.00
   34      4.00      0.00     1.302     119.868347      -0.436200      24.667900      5.00      5.00     5.366    74.043    25.765    -20.00     -5.00
   35      3.00      0.00     1.567     119.866791      -0.391010      24.667900      5.00      5.00     6.993    72.104    21.380    -15.00     -5.00
   36      2.00      0.00     1.885     119.865219      -0.345820      24.667900      5.00      5.00     5.946    71.824    22.761    -10.00     -5.00
   37      1.00      2.00     2.159     119.863647      -0.300630      24.667900      5.00      5.00     2.086    65.465    14.353     -5.00     -5.00
   38      1.00      4.00     2.259     119.862091      -0.255430      24.667900      5.00      5.00     1.861    59.045     9.011      0.00     -5.00
   39      2.00      3.00     1.974     119.860519      -0.210240      24.667900      5.00      5.00     1.610    62.295     6.680      5.00     -5.00
   40      2.00      1.00     1.513     119.858948      -0.165050      24.667900      5.00      5.00     5.677    64.559     5.823     10.00     -5.00
   41      3.00      0.00     1.046     119.857384      -0.119860      24.667900      5.00      5.00     1.964    82.169   -16.463     15.00     -5.00
   42      4.00      0.00     0.753     119.855812      -0.074670      24.667900      5.00      5.00   195.882    70.530    65.401     20.00     -5.00
   43      5.00      0.00     0.556     119.854240      -0.029480      24.667900      5.00      5.00   186.016    67.485    83.118     25.00     -5.00
   44      6.00      0.00     0.673     119.852669       0.015710      24.667900      5.00      5.00   183.699    65.027    86.327     30.00     -5.00
   45      7.00      0.00     0.612     119.851097       0.060900      24.667900      5.00      5.00   164.573    54.145    70.964     35.00     -5.00
   46      8.00      0.00     0.543     119.849533       0.106090      24.667900      5.00      5.00   187.908    38.743    96.979     40.00     -5.00
   47     10.00      0.00     0.575     119.847961       0.151280      24.667900      5.00      5.00   338.792    65.734    59.885     45.00     -5.00
