     46.39      1.00     24.67    1      7.10
     46.39      1.00     20.00    2      7.10
     41.30      1.00     15.33    3      6.60
     41.30      1.00     10.66    4      6.60
     33.32      1.00      6.00    5      6.00
      0.58      1.00      1.33    6      2.00
