   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     119.952240      -1.926360      26.003710     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -185.00    -15.00    0
    2     119.950684      -1.881170      26.003710     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -180.00    -15.00    0
    3     119.949112      -1.835980      26.003710     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -175.00    -15.00    0
    4     119.947540      -1.790790      26.003710     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -170.00    -15.00    0
    5     119.945969      -1.745600      26.003710     0.000   180.000    45.000    90.000   360.000    45.000    90.000   -165.00    -15.00    0
    6     119.944397      -1.700410      26.003710     0.057    17.582    89.170    82.786   281.050     7.261   173.416   -160.00    -15.00    0
    7     119.942841      -1.655220      26.003710     0.153    86.065    76.222   -76.786   221.471    19.002  -132.990   -155.00    -15.00    0
    8     119.941269      -1.610030      26.003710     0.221    98.655    78.399   -68.902   216.184    23.949  -150.304   -150.00    -15.00    0
    9     119.939697      -1.564840      26.003710     0.229   105.327    71.483   -59.457   223.618    35.248  -146.612   -145.00    -15.00    1
   10     119.938133      -1.519650      26.003710     0.183    84.983    75.076   -78.989   227.912    18.472  -125.625   -140.00    -15.00    1
   11     119.936562      -1.474460      26.003710     0.155   243.252    83.811   105.697   354.240    16.845    21.842   -135.00    -15.00    0
   12     119.934998      -1.429270      26.003710     0.251    14.640    46.189    24.855   266.860    72.343   133.406   -130.00    -15.00    0
   13     119.933434      -1.384080      26.003710     0.377   273.783    69.596   148.109    16.023    60.320    23.659   -125.00    -15.00    0
   14     119.931862      -1.338890      26.003710     0.483   274.447    66.230   150.443    17.322    63.164    26.854   -120.00    -15.00    0
   15     119.930290      -1.293690      26.003710     0.543   270.437    57.758   153.732    15.188    68.017    35.122   -115.00    -15.00    0
   16     119.928726      -1.248500      26.003710     0.668    25.569    60.191    52.466   262.663    46.523   136.759   -110.00    -15.00    0
   17     119.927162      -1.203310      26.003710     0.724    19.384    62.330    54.919   255.911    43.551   137.625   -105.00    -15.00    0
   18     119.925591      -1.158120      26.003710     0.793   252.988    43.986   150.072     5.487    69.727    50.087   -100.00    -15.00    0
   19     119.924026      -1.112930      26.003710     0.770   357.504    73.547    45.276   251.545    47.046   157.233    -95.00    -15.00    0
