   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
   37      4.00      0.00     1.470     119.895828      -0.299500      26.003710      5.00      5.00   357.634    76.865     4.711     -5.00    -15.00      0.50
   38      4.00      0.00     1.450     119.894257      -0.254300      26.003710      5.00      5.00   357.874    70.522    -0.914      0.00    -15.00      0.50
   39      4.00      0.00     1.442     119.892693      -0.209110      26.003710      5.00      5.00   357.986    59.237    -2.633      5.00    -15.00      0.50
   40      4.00      0.00     1.258     119.891121      -0.163920      26.003710      5.00      5.00     0.870    56.345     5.567     10.00    -15.00      0.50
   41      5.00      0.00     0.998     119.889549      -0.118730      26.003710      5.00      5.00   354.679    56.413     5.740     15.00    -15.00      0.50
   42      5.00      0.00     0.685     119.887978      -0.073540      26.003710      5.00      5.00   353.651    44.542    24.409     20.00    -15.00      0.50
   43      7.00      0.00     0.575     119.886414      -0.028350      26.003710      5.00      5.00    22.366    31.609    56.794     25.00    -15.00      0.50
   44      7.00      0.00     0.648     119.884850       0.016840      26.003710      5.00      5.00    34.529    24.779    71.505     30.00    -15.00      0.50
   45      9.00      0.00     0.385     119.883278       0.062030      26.003710      5.00      5.00   214.556    56.158   120.922     35.00    -15.00      0.50
   46     11.00      0.00     0.271     119.881706       0.107230      26.003710      5.00      5.00    38.480    74.161   168.305     40.00    -15.00      0.50
   47     11.00      0.00     0.216     119.880142       0.152420      26.003710      5.00      5.00    39.084    86.651   177.056     45.00    -15.00      0.50
   48     13.00      0.00     0.151     119.878571       0.197610      26.003710      5.00      5.00   137.462    66.795   -22.926     50.00    -15.00      0.50
   49      1.00      0.00     0.000     119.936150      -1.926930      21.335800      5.00      5.00   180.000    45.000    90.000   -185.00    -10.00      0.50
   50      1.00      0.00     0.000     119.934578      -1.881740      21.335800      5.00      5.00   180.000    45.000    90.000   -180.00    -10.00      0.50
   51      1.00      0.00     0.000     119.933006      -1.836550      21.335800      5.00      5.00   180.000    45.000    90.000   -175.00    -10.00      0.50
   52      1.00      0.00     0.000     119.931450      -1.791360      21.335800      5.00      5.00   180.000    45.000    90.000   -170.00    -10.00      0.50
   53      1.00      0.00     0.000     119.929878      -1.746170      21.335800      5.00      5.00   180.000    45.000    90.000   -165.00    -10.00      0.50
   54     39.00      0.00     0.067     119.928307      -1.700980      21.335800      5.00      5.00    55.810    84.143  -104.318   -160.00    -10.00      0.50
   55     39.00      0.00     0.063     119.926743      -1.655790      21.335800      5.00      5.00    40.031    62.581  -107.856   -155.00    -10.00      0.50
   56     37.00      0.00     0.171     119.925179      -1.610590      21.335800      5.00      5.00    94.585    59.772   -63.217   -150.00    -10.00      0.50
   57     37.00      0.00     0.188     119.923607      -1.565400      21.335800      5.00      5.00   107.937    62.053   -58.808   -145.00    -10.00      0.50
   58     35.00      0.00     0.165     119.922043      -1.520210      21.335800      5.00      5.00   324.286    73.826   -27.403   -140.00    -10.00      0.50
   59     34.00      0.00     0.246     119.920471      -1.475020      21.335800      5.00      5.00   184.554    80.022    40.291   -135.00    -10.00      0.50
   60     33.00      0.00     0.481     119.918907      -1.429830      21.335800      5.00      5.00    12.117    59.683    13.943   -130.00    -10.00      0.50
   61     32.00      0.00     0.723     119.917343      -1.384640      21.335800      5.00      5.00    16.152    63.549    16.969   -125.00    -10.00      0.50
   62     32.00      0.00     0.840     119.915771      -1.339450      21.335800      5.00      5.00    16.902    67.347    20.590   -120.00    -10.00      0.50
   63     29.00      0.00     0.901     119.914200      -1.294260      21.335800      5.00      5.00    11.632    70.681    16.165   -115.00    -10.00      0.50
   64     28.00      0.00     1.031     119.912643      -1.249070      21.335800      5.00      5.00    14.164    63.264    31.860   -110.00    -10.00      0.50
   65     27.00      0.00     1.124     119.911072      -1.203880      21.335800      5.00      5.00    14.306    59.275    41.563   -105.00    -10.00      0.50
   66     25.00      0.00     1.196     119.909500      -1.158690      21.335800      5.00      5.00     3.522    65.718    42.496   -100.00    -10.00      0.50
   67     24.00      0.00     1.293     119.907944      -1.113500      21.335800      5.00      5.00   350.437    76.349    35.364    -95.00    -10.00      0.50
   68     23.00      0.00     1.392     119.906372      -1.068310      21.335800      5.00      5.00   160.806    89.254   -21.373    -90.00    -10.00      0.50
   69     23.00      0.00     1.464     119.904800      -1.023120      21.335800      5.00      5.00   156.916    74.394   -10.223    -85.00    -10.00      0.50
   70     20.00      0.00     1.387     119.903236      -0.977920      21.335800      5.00      5.00   161.311    66.274     3.263    -80.00    -10.00      0.50
   71     20.00      0.00     1.285     119.901672      -0.932730      21.335800      5.00      5.00   164.812    74.216     6.123    -75.00    -10.00      0.50
   72     18.00      0.00     1.381     119.900101      -0.887540      21.335800      5.00      5.00   346.995    87.180     1.831    -70.00    -10.00      0.50
   73     16.00      0.00     1.648     119.898537      -0.842350      21.335800      5.00      5.00   349.733    81.983    -9.579    -65.00    -10.00      0.50
   74     16.00      0.00     1.855     119.896973      -0.797160      21.335800      5.00      5.00   354.778    82.045   -13.717    -60.00    -10.00      0.50
   75     15.00      0.00     2.151     119.895401      -0.751970      21.335800      5.00      5.00   356.638    80.102   -16.170    -55.00    -10.00      0.50
   76     13.00      0.00     2.346     119.893837      -0.706780      21.335800      5.00      5.00   355.851    74.888   -16.110    -50.00    -10.00      0.50
   77     11.00      0.00     2.404     119.892273      -0.661590      21.335800      5.00      5.00   352.943    69.537   -11.374    -45.00    -10.00      0.50
   78     10.00      0.00     2.356     119.890701      -0.616400      21.335800      5.00      5.00   352.870    77.225    -6.112    -40.00    -10.00      0.50
   79      9.00      0.00     2.303     119.889137      -0.571210      21.335800      5.00      5.00   352.234    80.033     2.526    -35.00    -10.00      0.50
   80      7.00      0.00     2.322     119.887573      -0.526020      21.335800      5.00      5.00   351.968    82.056    11.354    -30.00    -10.00      0.50
   81      7.00      0.00     2.394     119.886002      -0.480820      21.335800      5.00      5.00   351.620    79.732    11.187    -25.00    -10.00      0.50
   82      5.00      0.00     2.424     119.884438      -0.435630      21.335800      5.00      5.00   353.545    75.603     8.555    -20.00    -10.00      0.50
   83      4.00      1.00     2.515     119.882874      -0.390440      21.335800      5.00      5.00   356.158    71.807     7.213    -15.00    -10.00      0.50
   84      3.00      4.00     2.758     119.881310      -0.345250      21.335800      5.00      5.00   355.537    70.569     4.590    -10.00    -10.00      0.50
   85      3.00      5.00     2.898     119.879738      -0.300060      21.335800      5.00      5.00   355.812    69.513     3.568     -5.00    -10.00      0.50
   86      2.00      5.00     2.884     119.878166      -0.254870      21.335800      5.00      5.00   355.360    66.393    -0.854      0.00    -10.00      0.50
   87      3.00      4.00     2.733     119.876602      -0.209680      21.335800      5.00      5.00   354.864    62.103    -4.437      5.00    -10.00      0.50
   88      3.00      4.00     2.278     119.875038      -0.164490      21.335800      5.00      5.00   356.590    62.152    -1.208     10.00    -10.00      0.50
   89      4.00      0.00     1.925     119.873466      -0.119300      21.335800      5.00      5.00   353.254    54.179     1.240     15.00    -10.00      0.50
   90      5.00      0.00     1.219     119.871902      -0.074100      21.335800      5.00      5.00   351.065    51.402    15.604     20.00    -10.00      0.50
   91      6.00      0.00     0.937     119.870331      -0.028910      21.335800      5.00      5.00     0.673    40.699    40.922     25.00    -10.00      0.50
   92      7.00      0.00     0.943     119.868759       0.016280      21.335800      5.00      5.00    12.868    34.495    56.911     30.00    -10.00      0.50
   93      9.00      0.00     0.683     119.867188       0.061470      21.335800      5.00      5.00   206.367    48.379   107.329     35.00    -10.00      0.50
   94     10.00      0.00     0.481     119.865623       0.106660      21.335800      5.00      5.00   192.960    55.498   109.958     40.00    -10.00      0.50
   95     11.00      0.00     0.482     119.864052       0.151850      21.335800      5.00      5.00   220.294    81.631   166.620     45.00    -10.00      0.50
   96     12.00      0.00     0.343     119.862480       0.197040      21.335800      5.00      5.00   315.628    56.404    -8.733     50.00    -10.00      0.50
   97      1.00      0.00     0.000     119.920059      -1.927490      16.667900      5.00      5.00   180.000    45.000    90.000   -185.00     -5.00      0.50
   98      1.00      0.00     0.000     119.918488      -1.882300      16.667900      5.00      5.00   180.000    45.000    90.000   -180.00     -5.00      0.50
   99      1.00      0.00     0.000     119.916924      -1.837110      16.667900      5.00      5.00   180.000    45.000    90.000   -175.00     -5.00      0.50
  100      1.00      0.00     0.000     119.915352      -1.791920      16.667900      5.00      5.00   180.000    45.000    90.000   -170.00     -5.00      0.50
  101      1.00      0.00     0.000     119.913788      -1.746730      16.667900      5.00      5.00   180.000    45.000    90.000   -165.00     -5.00      0.50
  102     39.00      0.00     0.058     119.912216      -1.701540      16.667900      5.00      5.00    89.867     1.687   -89.249   -160.00     -5.00      0.50
  103     39.00      0.00     0.209     119.910652      -1.656350      16.667900      5.00      5.00   102.309    26.580   -76.467   -155.00     -5.00      0.50
  104     38.00      0.00     0.359     119.909081      -1.611160      16.667900      5.00      5.00   104.023    34.040   -68.471   -150.00     -5.00      0.50
  105     38.00      0.00     0.276     119.907516      -1.565970      16.667900      5.00      5.00   116.167    39.239   -61.032   -145.00     -5.00      0.50
  106     35.00      0.00     0.301     119.905952      -1.520780      16.667900      5.00      5.00   328.840    66.006   -43.163   -140.00     -5.00      0.50
  107     34.00      0.00     0.436     119.904381      -1.475590      16.667900      5.00      5.00   359.294    83.119   -30.616   -135.00     -5.00      0.50
  108     32.00      0.00     0.749     119.902809      -1.430400      16.667900      5.00      5.00   196.746    88.209    21.245   -130.00     -5.00      0.50
  109     32.00      0.00     1.033     119.901253      -1.385210      16.667900      5.00      5.00    16.549    76.400    -2.451   -125.00     -5.00      0.50
  110     32.00      0.00     1.186     119.899681      -1.340020      16.667900      5.00      5.00    14.632    76.054    -2.740   -120.00     -5.00      0.50
  111     29.00      0.00     1.255     119.898109      -1.294830      16.667900      5.00      5.00    10.667    81.075    -7.997   -115.00     -5.00      0.50
  112     29.00      0.00     1.289     119.896553      -1.249630      16.667900      5.00      5.00     7.070    76.138     3.071   -110.00     -5.00      0.50
  113     27.00      0.00     1.314     119.894981      -1.204440      16.667900      5.00      5.00     6.890    61.808    22.772   -105.00     -5.00      0.50
  114     25.00      0.00     1.381     119.893410      -1.159250      16.667900      5.00      5.00     0.846    60.027    29.982   -100.00     -5.00      0.50
  115     24.00      0.00     1.539     119.891853      -1.114060      16.667900      5.00      5.00   347.323    74.762    22.910    -95.00     -5.00      0.50
  116     23.00      0.00     1.769     119.890282      -1.068870      16.667900      5.00      5.00   158.591    88.295   -13.836    -90.00     -5.00      0.50
  117     22.00      0.00     1.910     119.888710      -1.023680      16.667900      5.00      5.00   155.271    77.031    -6.354    -85.00     -5.00      0.50
  118     20.00      1.00     1.860     119.887154      -0.978490      16.667900      5.00      5.00   157.548    73.378    -3.716    -80.00     -5.00      0.50
  119     19.00      2.00     1.831     119.885582      -0.933300      16.667900      5.00      5.00   161.744    80.502     0.367    -75.00     -5.00      0.50
  120     18.00      3.00     1.979     119.884010      -0.888110      16.667900      5.00      5.00   346.382    86.862    -4.056    -70.00     -5.00      0.50
  121     17.00      2.00     2.261     119.882446      -0.842920      16.667900      5.00      5.00   351.109    79.886    -7.259    -65.00     -5.00      0.50
  122     16.00      4.00     2.633     119.880882      -0.797730      16.667900      5.00      5.00   353.478    78.904   -12.639    -60.00     -5.00      0.50
  123     15.00      4.00     3.025     119.879311      -0.752540      16.667900      5.00      5.00   354.377    77.549   -15.498    -55.00     -5.00      0.50
  124     14.00      5.00     3.211     119.877747      -0.707340      16.667900      5.00      5.00   354.050    74.833   -15.338    -50.00     -5.00      0.50
  125     12.00      3.00     3.244     119.876183      -0.662150      16.667900      5.00      5.00   352.651    71.575   -12.226    -45.00     -5.00      0.50
  126     11.00      1.00     3.184     119.874619      -0.616960      16.667900      5.00      5.00   352.009    74.646    -6.375    -40.00     -5.00      0.50
  127      9.00      0.00     3.220     119.873047      -0.571770      16.667900      5.00      5.00   350.601    75.509    -1.649    -35.00     -5.00      0.50
  128      8.00      0.00     3.200     119.871483      -0.526580      16.667900      5.00      5.00   349.537    79.237     4.205    -30.00     -5.00      0.50
  129      7.00      0.00     3.249     119.869919      -0.481390      16.667900      5.00      5.00   349.704    80.366     7.730    -25.00     -5.00      0.50
  130      5.00      3.00     3.287     119.868347      -0.436200      16.667900      5.00      5.00   351.926    77.811     8.889    -20.00     -5.00      0.50
  131      5.00      6.00     3.397     119.866791      -0.391010      16.667900      5.00      5.00   353.901    73.070     5.024    -15.00     -5.00      0.50
  132      3.00      8.00     3.738     119.865219      -0.345820      16.667900      5.00      5.00   354.230    69.110     0.872    -10.00     -5.00      0.50
  133      2.00     10.00     4.054     119.863647      -0.300630      16.667900      5.00      5.00   354.297    65.093    -1.472     -5.00     -5.00      0.50
  134      2.00      9.00     4.096     119.862091      -0.255430      16.667900      5.00      5.00   353.724    63.256    -4.693      0.00     -5.00      0.50
  135      2.00      8.00     3.765     119.860519      -0.210240      16.667900      5.00      5.00   353.179    62.725    -7.221      5.00     -5.00      0.50
  136      3.00      6.00     3.075     119.858948      -0.165050      16.667900      5.00      5.00   353.536    61.324    -5.546     10.00     -5.00      0.50
  137      4.00      3.00     2.410     119.857384      -0.119860      16.667900      5.00      5.00   350.202    58.658    -3.415     15.00     -5.00      0.50
  138      5.00      0.00     1.618     119.855812      -0.074670      16.667900      5.00      5.00   348.974    55.627     9.090     20.00     -5.00      0.50
  139      7.00      0.00     1.272     119.854240      -0.029480      16.667900      5.00      5.00   351.557    45.398    25.940     25.00     -5.00      0.50
  140      8.00      0.00     1.076     119.852669       0.015710      16.667900      5.00      5.00   349.524    46.199    38.292     30.00     -5.00      0.50
  141     10.00      0.00     0.889     119.851097       0.060900      16.667900      5.00      5.00   220.940    59.541   127.707     35.00     -5.00      0.50
  142     10.00      0.00     0.658     119.849533       0.106090      16.667900      5.00      5.00   216.800    64.496   133.638     40.00     -5.00      0.50
  143     11.00      0.00     0.587     119.847961       0.151280      16.667900      5.00      5.00   316.006    75.871     3.460     45.00     -5.00      0.50
  144     12.00      0.00     0.493     119.846390       0.196470      16.667900      5.00      5.00   314.273    61.166   -15.217     50.00     -5.00      0.50
  145      1.00      0.00     0.000     119.903961      -1.928060      12.000000      5.00      5.00   180.000    45.000    90.000   -185.00      0.00      0.50
  146      1.00      0.00     0.000     119.902397      -1.882870      12.000000      5.00      5.00   180.000    45.000    90.000   -180.00      0.00      0.50
  147      1.00      0.00     0.000     119.900833      -1.837680      12.000000      5.00      5.00   180.000    45.000    90.000   -175.00      0.00      0.50
  148      1.00      0.00     0.000     119.899261      -1.792490      12.000000      5.00      5.00   180.000    45.000    90.000   -170.00      0.00      0.50
  149      1.00      0.00     0.000     119.897690      -1.747300      12.000000      5.00      5.00   180.000    45.000    90.000   -165.00      0.00      0.50
  150     40.00      0.00     0.043     119.896133      -1.702110      12.000000      5.00      5.00   314.404    76.559   -68.401   -160.00      0.00      0.50
  151     39.00      0.00     0.142     119.894562      -1.656920      12.000000      5.00      5.00    66.306    33.541  -131.345   -155.00      0.00      0.50
  152     38.00      0.00     0.232     119.892990      -1.611730      12.000000      5.00      5.00   108.776    32.519   -70.354   -150.00      0.00      0.50
  153     37.00      0.00     0.276     119.891418      -1.566530      12.000000      5.00      5.00   121.857    33.665   -67.700   -145.00      0.00      0.50
  154     35.00      0.00     0.407     119.889862      -1.521340      12.000000      5.00      5.00   336.067    64.172   -44.933   -140.00      0.00      0.50
  155     34.00      0.00     0.643     119.888290      -1.476150      12.000000      5.00      5.00   357.595    76.280   -35.233   -135.00      0.00      0.50
  156     33.00      0.00     0.980     119.886719      -1.430960      12.000000      5.00      5.00    14.083    86.376   -27.548   -130.00      0.00      0.50
  157     31.00      0.00     1.360     119.885162      -1.385770      12.000000      5.00      5.00   200.831    88.246    28.050   -125.00      0.00      0.50
  158     31.00      0.00     1.596     119.883591      -1.340580      12.000000      5.00      5.00   201.769    85.856    31.591   -120.00      0.00      0.50
  159     29.00      0.00     1.657     119.882019      -1.295390      12.000000      5.00      5.00   197.702    87.455    30.237   -115.00      0.00      0.50
  160     28.00      0.00     1.603     119.880463      -1.250200      12.000000      5.00      5.00     9.620    84.330   -18.932   -110.00      0.00      0.50
  161     27.00      0.00     1.530     119.878891      -1.205010      12.000000      5.00      5.00     0.792    68.649    -1.081   -105.00      0.00      0.50
  162     25.00      0.00     1.545     119.877319      -1.159820      12.000000      5.00      5.00   354.597    61.110    12.740   -100.00      0.00      0.50
  163     24.00      0.00     1.646     119.875763      -1.114630      12.000000      5.00      5.00   346.136    70.831    15.248    -95.00      0.00      0.50
  164     23.00      0.00     1.923     119.874191      -1.069440      12.000000      5.00      5.00   337.204    88.927     9.357    -90.00      0.00      0.50
  165     22.00      0.00     2.205     119.872620      -1.024250      12.000000      5.00      5.00   154.395    81.123    -6.468    -85.00      0.00      0.50
  166     21.00      4.00     2.261     119.871063      -0.979050      12.000000      5.00      5.00   155.581    79.506    -4.594    -80.00      0.00      0.50
  167     19.00      4.00     2.313     119.869492      -0.933860      12.000000      5.00      5.00   160.584    83.346    -0.567    -75.00      0.00      0.50
  168     17.00      5.00     2.457     119.867928      -0.888670      12.000000      5.00      5.00   346.392    85.900    -5.552    -70.00      0.00      0.50
  169     17.00      6.00     2.756     119.866364      -0.843480      12.000000      5.00      5.00   351.453    79.893    -7.987    -65.00      0.00      0.50
  170     15.00      7.00     3.318     119.864792      -0.798290      12.000000      5.00      5.00   352.067    76.762   -14.067    -60.00      0.00      0.50
  171     15.00      9.00     3.664     119.863228      -0.753100      12.000000      5.00      5.00   352.424    74.647   -15.518    -55.00      0.00      0.50
  172     14.00      9.00     3.918     119.861656      -0.707910      12.000000      5.00      5.00   351.795    72.988   -15.227    -50.00      0.00      0.50
  173     13.00     10.00     3.944     119.860092      -0.662720      12.000000      5.00      5.00   351.188    72.105   -12.900    -45.00      0.00      0.50
  174     11.00      8.00     3.853     119.858528      -0.617530      12.000000      5.00      5.00   350.891    72.954    -7.854    -40.00      0.00      0.50
  175      9.00      8.00     3.853     119.856956      -0.572340      12.000000      5.00      5.00   349.784    74.041    -2.715    -35.00      0.00      0.50
  176      8.00      8.00     3.843     119.855400      -0.527150      12.000000      5.00      5.00   348.137    78.045     1.475    -30.00      0.00      0.50
  177      6.00      6.00     3.851     119.853828      -0.481950      12.000000      5.00      5.00   347.946    82.305     7.854    -25.00      0.00      0.50
  178      6.00      8.00     3.921     119.852257      -0.436760      12.000000      5.00      5.00   349.398    79.843     7.924    -20.00      0.00      0.50
  179      4.00      9.00     4.080     119.850700      -0.391570      12.000000      5.00      5.00   351.889    72.704     2.068    -15.00      0.00      0.50
  180      3.00     10.00     4.354     119.849129      -0.346380      12.000000      5.00      5.00   352.908    68.526    -2.045    -10.00      0.00      0.50
  181      1.00     11.00     4.838     119.847572      -0.301190      12.000000      5.00      5.00   351.406    63.824    -8.479     -5.00      0.00      0.50
  182      1.00     11.00     4.891     119.846001      -0.256000      12.000000      5.00      5.00   351.000    62.163   -10.960      0.00      0.00      0.50
  183      2.00     11.00     4.487     119.844429      -0.210810      12.000000      5.00      5.00   350.858    60.757   -11.478      5.00      0.00      0.50
  184      3.00      8.00     3.709     119.842873      -0.165620      12.000000      5.00      5.00   350.907    58.969    -9.637     10.00      0.00      0.50
  185      4.00      5.00     2.761     119.841301      -0.120430      12.000000      5.00      5.00   348.570    56.967    -5.166     15.00      0.00      0.50
  186      5.00      0.00     1.993     119.839737      -0.075240      12.000000      5.00      5.00   345.841    56.514     0.450     20.00      0.00      0.50
  187      6.00      0.00     1.540     119.838173      -0.030050      12.000000      5.00      5.00   344.160    53.594    12.267     25.00      0.00      0.50
  188      8.00      0.00     1.220     119.836601       0.015150      12.000000      5.00      5.00   340.533    60.229    24.213     30.00      0.00      0.50
  189     10.00      0.00     1.020     119.835037       0.060340      12.000000      5.00      5.00   337.177    56.673    27.534     35.00      0.00      0.50
  190     10.00      0.00     0.814     119.833473       0.105530      12.000000      5.00      5.00   328.337    60.303    16.997     40.00      0.00      0.50
  191     11.00      0.00     0.711     119.831909       0.150720      12.000000      5.00      5.00   319.953    77.255    -6.922     45.00      0.00      0.50
  192     12.00      0.00     0.516     119.830338       0.195910      12.000000      5.00      5.00   307.673    64.755   -36.045     50.00      0.00      0.50
  193      1.00      0.00     0.000     119.887871      -1.928620       7.332100      5.00      5.00   180.000    45.000    90.000   -185.00      5.00      0.50
  194      1.00      0.00     0.000     119.886299      -1.883430       7.332100      5.00      5.00   180.000    45.000    90.000   -180.00      5.00      0.50
  195      1.00      0.00     0.000     119.884743      -1.838240       7.332100      5.00      5.00   180.000    45.000    90.000   -175.00      5.00      0.50
  196      1.00      0.00     0.000     119.883171      -1.793050       7.332100      5.00      5.00   180.000    45.000    90.000   -170.00      5.00      0.50
  197      1.00      0.00     0.000     119.881599      -1.747860       7.332100      5.00      5.00   180.000    45.000    90.000   -165.00      5.00      0.50
  198     40.00      0.00     0.061     119.880028      -1.702670       7.332100      5.00      5.00    93.282     9.133   128.415   -160.00      5.00      0.50
  199     39.00      0.00     0.085     119.878471      -1.657480       7.332100      5.00      5.00   148.494    81.102    98.611   -155.00      5.00      0.50
  200     37.00      0.00     0.155     119.876900      -1.612290       7.332100      5.00      5.00   133.232    16.634   -53.395   -150.00      5.00      0.50
  201     36.00      0.00     0.211     119.875328      -1.567100       7.332100      5.00      5.00   131.826    36.701   -68.171   -145.00      5.00      0.50
  202     35.00      0.00     0.433     119.873772      -1.521910       7.332100      5.00      5.00   344.654    63.741   -41.169   -140.00      5.00      0.50
  203     34.00      0.00     0.743     119.872200      -1.476720       7.332100      5.00      5.00     0.593    73.824   -36.102   -135.00      5.00      0.50
  204     33.00      0.00     1.167     119.870628      -1.431530       7.332100      5.00      5.00    11.961    82.338   -33.703   -130.00      5.00      0.50
  205     31.00      0.00     1.605     119.869072      -1.386340       7.332100      5.00      5.00    19.741    89.561   -35.904   -125.00      5.00      0.50
  206     30.00      1.00     1.949     119.867500      -1.341150       7.332100      5.00      5.00   201.879    87.678    39.685   -120.00      5.00      0.50
  207     29.00      1.00     2.041     119.865929      -1.295960       7.332100      5.00      5.00   201.637    86.100    41.596   -115.00      5.00      0.50
  208     28.00      0.00     1.956     119.864372      -1.250760       7.332100      5.00      5.00   197.862    86.191    41.292   -110.00      5.00      0.50
  209     27.00      0.00     1.724     119.862801      -1.205570       7.332100      5.00      5.00     5.202    83.448   -25.121   -105.00      5.00      0.50
  210     25.00      0.00     1.635     119.861229      -1.160380       7.332100      5.00      5.00   355.709    52.983    14.481   -100.00      5.00      0.50
  211     25.00      0.00     1.669     119.859673      -1.115190       7.332100      5.00      5.00   346.019    65.539    11.928    -95.00      5.00      0.50
  212     23.00      2.00     1.956     119.858101      -1.070000       7.332100      5.00      5.00   337.402    83.428     7.243    -90.00      5.00      0.50
  213     21.00      4.00     2.346     119.856537      -1.024810       7.332100      5.00      5.00   153.873    83.954    -6.580    -85.00      5.00      0.50
  214     21.00      5.00     2.580     119.854973      -0.979620       7.332100      5.00      5.00   155.039    81.835    -4.987    -80.00      5.00      0.50
