   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
   83      3.00      3.00     1.920     119.882874      -0.390440      21.335800      5.00      5.00     4.083    68.731     6.972    -15.00    -10.00
   84      2.00      4.00     2.073     119.881310      -0.345250      21.335800      5.00      5.00     3.293    73.223     3.714    -10.00    -10.00
   85      2.00      4.00     2.156     119.879738      -0.300060      21.335800      5.00      5.00     3.018    73.600     2.711     -5.00    -10.00
   86      2.00      4.00     2.141     119.878166      -0.254870      21.335800      5.00      5.00     3.172    73.239     1.441      0.00    -10.00
   87      2.00      4.00     2.021     119.876602      -0.209680      21.335800      5.00      5.00     4.071    72.005     1.560      5.00    -10.00
   88      3.00      3.00     1.753     119.875038      -0.164490      21.335800      5.00      5.00     6.218    71.595     1.065     10.00    -10.00
   89      4.00      2.00     1.432     119.873466      -0.119300      21.335800      5.00      5.00     8.612    68.010     3.603     15.00    -10.00
   90      4.00      0.00     1.151     119.871902      -0.074100      21.335800      5.00      5.00    10.164    50.185    17.879     20.00    -10.00
   91      5.00      0.00     0.868     119.870331      -0.028910      21.335800      5.00      5.00    28.120    24.688    56.148     25.00    -10.00
   92      5.00      0.00     0.649     119.868759       0.016280      21.335800      5.00      5.00    21.742    19.066    64.771     30.00    -10.00
   93      7.00      0.00     0.628     119.867188       0.061470      21.335800      5.00      5.00   193.822    62.524   111.526     35.00    -10.00
   94      7.00      0.00     0.618     119.865623       0.106660      21.335800      5.00      5.00   183.678    56.241   111.043     40.00    -10.00
   95      9.00      0.00     0.521     119.864052       0.151850      21.335800      5.00      5.00   165.903    53.709    80.392     45.00    -10.00
   96      9.00      0.00     0.309     119.862480       0.197040      21.335800      5.00      5.00   164.641    51.686    74.516     50.00    -10.00
   97     31.00      0.00     0.443     119.920059      -1.927490      16.667900      5.00      5.00   357.806    88.981   -28.855   -185.00     -5.00
   98     31.00      0.00     0.833     119.918488      -1.882300      16.667900      5.00      5.00   357.520    83.817   -20.609   -180.00     -5.00
   99     30.00      0.00     1.161     119.916924      -1.837110      16.667900      5.00      5.00   359.002    80.877   -12.068   -175.00     -5.00
  100     29.00      0.00     1.413     119.915352      -1.791920      16.667900      5.00      5.00     1.983    80.873    -3.895   -170.00     -5.00
  101     29.00      1.00     1.606     119.913788      -1.746730      16.667900      5.00      5.00     4.275    80.268     2.781   -165.00     -5.00
  102     28.00      2.00     1.700     119.912216      -1.701540      16.667900      5.00      5.00     5.065    80.071     6.813   -160.00     -5.00
  103     27.00      1.00     1.642     119.910652      -1.656350      16.667900      5.00      5.00     4.575    79.835     7.613   -155.00     -5.00
  104     26.00      0.00     1.487     119.909081      -1.611160      16.667900      5.00      5.00     1.391    82.610     6.163   -150.00     -5.00
  105     25.00      0.00     1.310     119.907516      -1.565970      16.667900      5.00      5.00   356.917    86.378     5.568   -145.00     -5.00
  106     24.00      0.00     1.203     119.905952      -1.520780      16.667900      5.00      5.00   351.325    86.817     4.899   -140.00     -5.00
  107     24.00      0.00     1.215     119.904381      -1.475590      16.667900      5.00      5.00   344.437    85.675     3.466   -135.00     -5.00
  108     23.00      0.00     1.355     119.902809      -1.430400      16.667900      5.00      5.00   340.023    83.297     2.696   -130.00     -5.00
  109     23.00      1.00     1.554     119.901253      -1.385210      16.667900      5.00      5.00   337.459    81.032    -0.539   -125.00     -5.00
  110     21.00      2.00     1.674     119.899681      -1.340020      16.667900      5.00      5.00   337.209    81.217    -3.637   -120.00     -5.00
  111     20.00      2.00     1.727     119.898109      -1.294830      16.667900      5.00      5.00   338.305    82.075   -10.033   -115.00     -5.00
  112     19.00      0.00     1.733     119.896553      -1.249630      16.667900      5.00      5.00   342.144    85.931   -17.957   -110.00     -5.00
  113     18.00      1.00     1.739     119.894981      -1.204440      16.667900      5.00      5.00   170.357    86.075    28.084   -105.00     -5.00
  114     18.00      0.00     1.808     119.893410      -1.159250      16.667900      5.00      5.00   177.602    82.880    31.678   -100.00     -5.00
  115     17.00      1.00     1.934     119.891853      -1.114060      16.667900      5.00      5.00   180.009    86.278    32.878    -95.00     -5.00
  116     15.00      3.00     2.116     119.890282      -1.068870      16.667900      5.00      5.00   354.817    81.884   -30.195    -90.00     -5.00
  117     15.00      6.00     2.295     119.888710      -1.023680      16.667900      5.00      5.00   349.389    73.653   -26.464    -85.00     -5.00
  118     14.00      8.00     2.464     119.887154      -0.978490      16.667900      5.00      5.00   344.662    66.976   -25.104    -80.00     -5.00
  119     13.00      9.00     2.615     119.885582      -0.933300      16.667900      5.00      5.00   339.669    61.714   -25.364    -75.00     -5.00
  120     12.00      8.00     2.763     119.884010      -0.888110      16.667900      5.00      5.00   335.481    58.809   -25.487    -70.00     -5.00
  121     12.00      8.00     2.738     119.882446      -0.842920      16.667900      5.00      5.00   334.289    62.288   -22.136    -65.00     -5.00
  122     11.00      7.00     2.602     119.880882      -0.797730      16.667900      5.00      5.00   337.248    75.514    -7.201    -60.00     -5.00
  123     10.00      6.00     2.570     119.879311      -0.752540      16.667900      5.00      5.00   337.974    89.539     5.851    -55.00     -5.00
  124      9.00      7.00     2.525     119.877747      -0.707340      16.667900      5.00      5.00   158.706    88.400    -7.517    -50.00     -5.00
  125      8.00      7.00     2.409     119.876183      -0.662150      16.667900      5.00      5.00   340.768    87.885     6.918    -45.00     -5.00
  126      8.00      6.00     2.246     119.874619      -0.616960      16.667900      5.00      5.00   343.897    83.769     8.280    -40.00     -5.00
  127      7.00      4.00     2.115     119.873047      -0.571770      16.667900      5.00      5.00   348.385    78.028     9.305    -35.00     -5.00
  128      6.00      5.00     2.083     119.871483      -0.526580      16.667900      5.00      5.00   353.346    71.977     9.326    -30.00     -5.00
  129      5.00      5.00     2.146     119.869919      -0.481390      16.667900      5.00      5.00   357.193    68.684     5.117    -25.00     -5.00
  130      4.00      6.00     2.280     119.868347      -0.436200      16.667900      5.00      5.00   359.607    69.996     2.503    -20.00     -5.00
  131      3.00      7.00     2.573     119.866791      -0.391010      16.667900      5.00      5.00     1.055    68.480     0.695    -15.00     -5.00
  132      2.00      8.00     2.803     119.865219      -0.345820      16.667900      5.00      5.00     1.468    71.495    -0.148    -10.00     -5.00
  133      2.00      9.00     2.922     119.863647      -0.300630      16.667900      5.00      5.00     1.093    71.646    -1.937     -5.00     -5.00
  134      2.00      9.00     2.934     119.862091      -0.255430      16.667900      5.00      5.00     0.673    70.360    -3.992      0.00     -5.00
  135      2.00      8.00     2.757     119.860519      -0.210240      16.667900      5.00      5.00     0.744    69.507    -5.182      5.00     -5.00
  136      3.00      6.00     2.390     119.858948      -0.165050      16.667900      5.00      5.00     1.980    69.457    -6.711     10.00     -5.00
  137      3.00      4.00     1.919     119.857384      -0.119860      16.667900      5.00      5.00     3.964    68.942    -5.420     15.00     -5.00
  138      4.00      2.00     1.348     119.855812      -0.074670      16.667900      5.00      5.00     4.040    68.131    -3.623     20.00     -5.00
  139      4.00      0.00     0.895     119.854240      -0.029480      16.667900      5.00      5.00    29.689    24.409    66.151     25.00     -5.00
  140      6.00      0.00     0.695     119.852669       0.015710      16.667900      5.00      5.00   354.816    26.264    41.881     30.00     -5.00
  141      8.00      0.00     0.739     119.851097       0.060900      16.667900      5.00      5.00   206.506    64.288   118.487     35.00     -5.00
  142     10.00      0.00     0.742     119.849533       0.106090      16.667900      5.00      5.00   200.236    58.858   118.688     40.00     -5.00
  143     10.00      0.00     0.606     119.847961       0.151280      16.667900      5.00      5.00   188.703    55.295   102.049     45.00     -5.00
  144      9.00      0.00     0.351     119.846390       0.196470      16.667900      5.00      5.00   190.061    56.498   103.092     50.00     -5.00
  145     31.00      0.00     0.525     119.903961      -1.928060      12.000000      5.00      5.00   352.378    88.236   -12.739   -185.00      0.00
  146     31.00      0.00     1.020     119.902397      -1.882870      12.000000      5.00      5.00   354.780    87.840   -13.006   -180.00      0.00
  147     30.00      0.00     1.428     119.900833      -1.837680      12.000000      5.00      5.00   357.751    88.746   -10.188   -175.00      0.00
  148     30.00      2.00     1.721     119.899261      -1.792490      12.000000      5.00      5.00   180.447    89.875     5.798   -170.00      0.00
  149     29.00      4.00     1.921     119.897690      -1.747300      12.000000      5.00      5.00     2.272    88.660    -1.183   -165.00      0.00
  150     28.00      4.00     2.009     119.896133      -1.702110      12.000000      5.00      5.00     3.509    85.998     2.635   -160.00      0.00
  151     28.00      4.00     1.931     119.894562      -1.656920      12.000000      5.00      5.00     3.423    84.493     3.602   -155.00      0.00
  152     26.00      1.00     1.745     119.892990      -1.611730      12.000000      5.00      5.00     1.019    82.177     3.179   -150.00      0.00
  153     25.00      0.00     1.566     119.891418      -1.566530      12.000000      5.00      5.00   355.291    85.005     0.320   -145.00      0.00
  154     24.00      0.00     1.475     119.889862      -1.521340      12.000000      5.00      5.00   349.019    86.081     0.179   -140.00      0.00
  155     24.00      0.00     1.514     119.888290      -1.476150      12.000000      5.00      5.00   342.572    84.048     3.179   -135.00      0.00
  156     23.00      4.00     1.719     119.886719      -1.430960      12.000000      5.00      5.00   338.124    81.223     4.766   -130.00      0.00
  157     23.00      5.00     1.914     119.885162      -1.385770      12.000000      5.00      5.00   336.045    81.052     2.086   -125.00      0.00
  158     22.00      5.00     2.022     119.883591      -1.340580      12.000000      5.00      5.00   335.788    83.468    -3.024   -120.00      0.00
  159     20.00      6.00     2.044     119.882019      -1.295390      12.000000      5.00      5.00   337.849    82.889    -9.211   -115.00      0.00
  160     19.00      5.00     1.994     119.880463      -1.250200      12.000000      5.00      5.00   342.099    85.166   -14.870   -110.00      0.00
  161     19.00      4.00     2.013     119.878891      -1.205010      12.000000      5.00      5.00   348.103    87.936   -22.452   -105.00      0.00
  162     18.00      6.00     2.120     119.877319      -1.159820      12.000000      5.00      5.00   354.520    89.601   -27.353   -100.00      0.00
  163     17.00      7.00     2.267     119.875763      -1.114630      12.000000      5.00      5.00   355.612    86.411   -27.984    -95.00      0.00
  164     16.00      7.00     2.510     119.874191      -1.069440      12.000000      5.00      5.00   351.973    76.555   -25.867    -90.00      0.00
  165     15.00      9.00     2.816     119.872620      -1.024250      12.000000      5.00      5.00   346.727    68.031   -25.093    -85.00      0.00
  166     14.00     10.00     3.051     119.871063      -0.979050      12.000000      5.00      5.00   342.196    62.277   -24.552    -80.00      0.00
  167     13.00      9.00     3.279     119.869492      -0.933860      12.000000      5.00      5.00   337.518    57.435   -25.461    -75.00      0.00
  168     12.00     10.00     3.432     119.867928      -0.888670      12.000000      5.00      5.00   334.433    56.735   -25.415    -70.00      0.00
  169     12.00     11.00     3.358     119.866364      -0.843480      12.000000      5.00      5.00   334.471    61.110   -21.215    -65.00      0.00
  170     11.00      9.00     3.190     119.864792      -0.798290      12.000000      5.00      5.00   337.286    73.335    -9.095    -60.00      0.00
  171     10.00      9.00     3.129     119.863228      -0.753100      12.000000      5.00      5.00   338.084    86.661     2.056    -55.00      0.00
  172      9.00      9.00     3.040     119.861656      -0.707910      12.000000      5.00      5.00   158.709    89.324    -5.061    -50.00      0.00
  173      8.00      9.00     2.902     119.860092      -0.662720      12.000000      5.00      5.00   339.860    88.066     2.850    -45.00      0.00
  174      7.00      9.00     2.677     119.858528      -0.617530      12.000000      5.00      5.00   342.415    82.663     2.406    -40.00      0.00
  175      7.00      8.00     2.527     119.856956      -0.572340      12.000000      5.00      5.00   345.841    78.255     2.456    -35.00      0.00
  176      6.00      8.00     2.488     119.855400      -0.527150      12.000000      5.00      5.00   350.392    73.575     2.671    -30.00      0.00
  177      5.00      8.00     2.533     119.853828      -0.481950      12.000000      5.00      5.00   354.143    70.585     0.334    -25.00      0.00
  178      4.00      8.00     2.694     119.852257      -0.436760      12.000000      5.00      5.00   356.924    70.977    -1.358    -20.00      0.00
  179      3.00      8.00     2.963     119.850700      -0.391570      12.000000      5.00      5.00   358.763    71.237    -2.624    -15.00      0.00
  180      2.00      9.00     3.241     119.849129      -0.346380      12.000000      5.00      5.00   359.167    70.679    -4.620    -10.00      0.00
  181      2.00     10.00     3.461     119.847572      -0.301190      12.000000      5.00      5.00   358.108    69.917    -8.300     -5.00      0.00
  182      1.00     11.00     3.492     119.846001      -0.256000      12.000000      5.00      5.00   357.403    68.291   -10.413      0.00      0.00
  183      2.00     10.00     3.275     119.844429      -0.210810      12.000000      5.00      5.00   357.017    66.678   -11.895      5.00      0.00
  184      2.00      9.00     2.847     119.842873      -0.165620      12.000000      5.00      5.00   357.917    66.701   -12.974     10.00      0.00
  185      3.00      7.00     2.200     119.841301      -0.120430      12.000000      5.00      5.00   359.513    68.100   -13.065     15.00      0.00
  186      4.00      2.00     1.531     119.839737      -0.075240      12.000000      5.00      5.00     0.124    71.144   -14.753     20.00      0.00
  187      5.00      0.00     0.987     119.838173      -0.030050      12.000000      5.00      5.00   352.822    38.740    12.081     25.00      0.00
  188      6.00      0.00     0.849     119.836601       0.015150      12.000000      5.00      5.00   337.033    31.886    11.320     30.00      0.00
  189      6.00      0.00     0.883     119.835037       0.060340      12.000000      5.00      5.00   329.930    34.647    11.048     35.00      0.00
  190      7.00      0.00     0.811     119.833473       0.105530      12.000000      5.00      5.00   217.309    69.160   132.564     40.00      0.00
  191      8.00      0.00     0.705     119.831909       0.150720      12.000000      5.00      5.00   215.669    66.109   121.387     45.00      0.00
  192      9.00      0.00     0.400     119.830338       0.195910      12.000000      5.00      5.00   207.679    58.928   119.963     50.00      0.00
  193     31.00      0.00     0.597     119.887871      -1.928620       7.332100      5.00      5.00   170.111    82.563    -3.542   -185.00      5.00
  194     30.00      0.00     1.132     119.886299      -1.883430       7.332100      5.00      5.00   172.948    86.041     5.137   -180.00      5.00
  195     30.00      1.00     1.566     119.884743      -1.838240       7.332100      5.00      5.00   176.433    85.390     6.712   -175.00      5.00
  196     30.00      5.00     1.882     119.883171      -1.793050       7.332100      5.00      5.00   178.888    86.128     5.876   -170.00      5.00
  197     29.00      6.00     2.103     119.881599      -1.747860       7.332100      5.00      5.00   181.077    87.790     2.013   -165.00      5.00
  198     28.00      6.00     2.192     119.880028      -1.702670       7.332100      5.00      5.00     2.337    88.507     1.168   -160.00      5.00
  199     27.00      5.00     2.097     119.878471      -1.657480       7.332100      5.00      5.00     2.568    85.338     2.153   -155.00      5.00
  200     27.00      3.00     1.899     119.876900      -1.612290       7.332100      5.00      5.00   359.901    84.175    -0.889   -150.00      5.00
  201     25.00      0.00     1.722     119.875328      -1.567100       7.332100      5.00      5.00   354.520    82.892    -3.508   -145.00      5.00
  202     24.00      0.00     1.652     119.873772      -1.521910       7.332100      5.00      5.00   347.742    82.173    -1.579   -140.00      5.00
  203     23.00      3.00     1.746     119.872200      -1.476720       7.332100      5.00      5.00   341.228    81.914     2.818   -135.00      5.00
  204     23.00      5.00     1.970     119.870628      -1.431530       7.332100      5.00      5.00   336.836    80.932     4.749   -130.00      5.00
  205     23.00      6.00     2.170     119.869072      -1.386340       7.332100      5.00      5.00   335.152    81.671     3.926   -125.00      5.00
  206     22.00      6.00     2.245     119.867500      -1.341150       7.332100      5.00      5.00   335.369    81.585    -1.303   -120.00      5.00
  207     21.00      6.00     2.211     119.865929      -1.295960       7.332100      5.00      5.00   337.948    83.555    -7.130   -115.00      5.00
  208     19.00      6.00     2.181     119.864372      -1.250760       7.332100      5.00      5.00   341.582    81.961   -12.944   -110.00      5.00
  209     19.00      7.00     2.174     119.862801      -1.205570       7.332100      5.00      5.00   347.099    84.420   -18.546   -105.00      5.00
  210     18.00      7.00     2.311     119.861229      -1.160380       7.332100      5.00      5.00   351.046    82.781   -22.415   -100.00      5.00
  211     17.00      8.00     2.553     119.859673      -1.115190       7.332100      5.00      5.00   351.355    78.936   -24.787    -95.00      5.00
  212     16.00      9.00     2.825     119.858101      -1.070000       7.332100      5.00      5.00   349.364    70.702   -23.621    -90.00      5.00
  213     15.00      9.00     3.184     119.856537      -1.024810       7.332100      5.00      5.00   344.684    62.614   -23.416    -85.00      5.00
  214     14.00     10.00     3.481     119.854973      -0.979620       7.332100      5.00      5.00   340.006    58.547   -25.225    -80.00      5.00
  215     13.00     11.00     3.740     119.853401      -0.934430       7.332100      5.00      5.00   336.042    55.527   -26.084    -75.00      5.00
  216     12.00     10.00     3.867     119.851837      -0.889240       7.332100      5.00      5.00   333.983    55.851   -25.651    -70.00      5.00
  217     12.00     11.00     3.761     119.850273      -0.844050       7.332100      5.00      5.00   334.519    61.069   -21.815    -65.00      5.00
  218     11.00     10.00     3.567     119.848701      -0.798860       7.332100      5.00      5.00   337.150    72.645   -11.145    -60.00      5.00
  219     10.00     10.00     3.459     119.847137      -0.753670       7.332100      5.00      5.00   338.160    85.089    -0.108    -55.00      5.00
  220      9.00     11.00     3.349     119.845612      -0.708470       7.332100      5.00      5.00   338.482    89.009     3.895    -50.00      5.00
  221      8.00     10.00     3.172     119.844040      -0.663280       7.332100      5.00      5.00   339.588    85.949     1.530    -45.00      5.00
  222      7.00     10.00     3.014     119.842468      -0.618090       7.332100      5.00      5.00   341.156    78.805    -1.976    -40.00      5.00
  223      7.00      9.00     2.862     119.840897      -0.572900       7.332100      5.00      5.00   344.084    74.198    -3.660    -35.00      5.00
  224      6.00      8.00     2.781     119.839333      -0.527710       7.332100      5.00      5.00   347.694    69.800    -5.406    -30.00      5.00
  225      5.00      9.00     2.875     119.837761      -0.482520       7.332100      5.00      5.00   350.936    67.277    -6.361    -25.00      5.00
  226      5.00      8.00     2.982     119.836189      -0.437330       7.332100      5.00      5.00   354.344    70.070    -6.100    -20.00      5.00
  227      4.00      9.00     3.210     119.834618      -0.392140       7.332100      5.00      5.00   356.243    69.867    -7.490    -15.00      5.00
  228      2.00      9.00     3.501     119.833054      -0.346950       7.332100      5.00      5.00   356.584    68.620    -9.116    -10.00      5.00
