   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
   45      8.00      0.00     2.188     119.883278       0.062030      26.003710      5.00      5.00    15.490    90.000     0.000     35.00    -15.00      0.50
   46      9.00      0.00     2.201     119.881706       0.107230      26.003710      5.00      5.00     6.172    90.000     0.000     40.00    -15.00      0.50
   47     11.00      0.00     2.070     119.880142       0.152420      26.003710      5.00      5.00     5.218    90.000     0.000     45.00    -15.00      0.50
   48     14.00      0.00     1.838     119.878571       0.197610      26.003710      5.00      5.00     8.754    90.000     0.000     50.00    -15.00      0.50
   49     37.00      0.00     0.477     119.936150      -1.926930      21.335800      5.00      5.00   350.672    90.000     0.000   -185.00    -10.00      0.50
   50     37.00      0.00     0.632     119.934578      -1.881740      21.335800      5.00      5.00     3.273    90.000     0.000   -180.00    -10.00      0.50
   51     35.00      0.00     0.819     119.933006      -1.836550      21.335800      5.00      5.00     6.316    90.000     0.000   -175.00    -10.00      0.50
   52     35.00      0.00     1.275     119.931450      -1.791360      21.335800      5.00      5.00    11.014    90.000     0.000   -170.00    -10.00      0.50
   53     34.00      0.00     1.747     119.929878      -1.746170      21.335800      5.00      5.00     6.279    90.000     0.000   -165.00    -10.00      0.50
   54     33.00      0.00     1.883     119.928307      -1.700980      21.335800      5.00      5.00     0.170    90.000     0.000   -160.00    -10.00      0.50
   55     32.00      0.00     1.947     119.926743      -1.655790      21.335800      5.00      5.00   359.270    90.000     0.000   -155.00    -10.00      0.50
   56     32.00      0.00     1.779     119.925179      -1.610590      21.335800      5.00      5.00   358.220    90.000     0.000   -150.00    -10.00      0.50
   57     29.00      0.00     1.389     119.923607      -1.565400      21.335800      5.00      5.00   358.765    90.000     0.000   -145.00    -10.00      0.50
   58     28.00      0.00     0.800     119.922043      -1.520210      21.335800      5.00      5.00   353.253    90.000     0.000   -140.00    -10.00      0.50
   59     28.00      0.00     0.168     119.920471      -1.475020      21.335800      5.00      5.00   213.719    90.000   180.000   -135.00    -10.00      0.50
   60     28.00      0.00     1.423     119.918907      -1.429830      21.335800      5.00      5.00   189.458    90.000   180.000   -130.00    -10.00      0.50
   61     25.00      0.00     2.606     119.917343      -1.384640      21.335800      5.00      5.00   190.405    90.000   180.000   -125.00    -10.00      0.50
   62     24.00      0.00     3.219     119.915771      -1.339450      21.335800      5.00      5.00   193.891    90.000   180.000   -120.00    -10.00      0.50
   63     24.00      0.00     3.231     119.914200      -1.294260      21.335800      5.00      5.00   196.711    90.000   180.000   -115.00    -10.00      0.50
   64     22.00      0.00     2.898     119.912643      -1.249070      21.335800      5.00      5.00   200.334    90.000   180.000   -110.00    -10.00      0.50
   65     22.00      0.00     1.843     119.911072      -1.203880      21.335800      5.00      5.00   204.254    90.000   180.000   -105.00    -10.00      0.50
   66     22.00      0.00     0.882     119.909500      -1.158690      21.335800      5.00      5.00   211.963    90.000   180.000   -100.00    -10.00      0.50
   67     19.00      0.00     0.238     119.907944      -1.113500      21.335800      5.00      5.00    40.413    90.000     0.000    -95.00    -10.00      0.50
   68     18.00      0.00     0.644     119.906372      -1.068310      21.335800      5.00      5.00    34.217    90.000     0.000    -90.00    -10.00      0.50
   69     18.00      0.00     0.625     119.904800      -1.023120      21.335800      5.00      5.00    18.745    90.000     0.000    -85.00    -10.00      0.50
   70     17.00      0.00     0.688     119.903236      -0.977920      21.335800      5.00      5.00   340.628    90.000     0.000    -80.00    -10.00      0.50
   71     15.00      0.00     1.222     119.901672      -0.932730      21.335800      5.00      5.00   335.297    90.000     0.000    -75.00    -10.00      0.50
   72     14.00      0.00     1.505     119.900101      -0.887540      21.335800      5.00      5.00   352.167    90.000     0.000    -70.00    -10.00      0.50
   73     13.00      0.00     2.072     119.898537      -0.842350      21.335800      5.00      5.00   357.755    90.000     0.000    -65.00    -10.00      0.50
   74     12.00      0.00     2.172     119.896973      -0.797160      21.335800      5.00      5.00   355.788    90.000     0.000    -60.00    -10.00      0.50
   75     15.00      0.00     2.047     119.895401      -0.751970      21.335800      5.00      5.00   358.867    90.000     0.000    -55.00    -10.00      0.50
   76     10.00      0.00     2.136     119.893837      -0.706780      21.335800      5.00      5.00   351.642    90.000     0.000    -50.00    -10.00      0.50
   77      9.00      0.00     1.948     119.892273      -0.661590      21.335800      5.00      5.00   340.148    90.000     0.000    -45.00    -10.00      0.50
   78      8.00      0.00     2.086     119.890701      -0.616400      21.335800      5.00      5.00   335.229    90.000     0.000    -40.00    -10.00      0.50
   79      8.00      0.00     2.374     119.889137      -0.571210      21.335800      5.00      5.00   335.980    90.000     0.000    -35.00    -10.00      0.50
   80      7.00      0.00     2.992     119.887573      -0.526020      21.335800      5.00      5.00   340.504    90.000     0.000    -30.00    -10.00      0.50
   81      6.00      0.00     3.412     119.886002      -0.480820      21.335800      5.00      5.00   340.589    90.000     0.000    -25.00    -10.00      0.50
   82      5.00      0.00     3.383     119.884438      -0.435630      21.335800      5.00      5.00   336.018    90.000     0.000    -20.00    -10.00      0.50
   83      4.00      0.00     3.067     119.882874      -0.390440      21.335800      5.00      5.00   333.271    90.000     0.000    -15.00    -10.00      0.50
   84      3.00      1.00     2.659     119.881310      -0.345250      21.335800      5.00      5.00   332.107    90.000     0.000    -10.00    -10.00      0.50
   85      3.00      2.00     2.463     119.879738      -0.300060      21.335800      5.00      5.00   332.685    90.000     0.000     -5.00    -10.00      0.50
   86      4.00      2.00     1.965     119.878166      -0.254870      21.335800      5.00      5.00   346.751    90.000     0.000      0.00    -10.00      0.50
   87     10.00      2.00     2.218     119.876602      -0.209680      21.335800      5.00      5.00     6.220    90.000     0.000      5.00    -10.00      0.50
   88      8.00      2.00     2.943     119.875038      -0.164490      21.335800      5.00      5.00    13.763    90.000     0.000     10.00    -10.00      0.50
   89      4.00      0.00     3.893     119.873466      -0.119300      21.335800      5.00      5.00    18.063    90.000     0.000     15.00    -10.00      0.50
   90      4.00      1.00     4.345     119.871902      -0.074100      21.335800      5.00      5.00    23.093    90.000     0.000     20.00    -10.00      0.50
   91      6.00      2.00     3.724     119.870331      -0.028910      21.335800      5.00      5.00    28.689    90.000     0.000     25.00    -10.00      0.50
   92      6.00      0.00     3.472     119.868759       0.016280      21.335800      5.00      5.00    26.411    90.000     0.000     30.00    -10.00      0.50
   93      8.00      0.00     3.179     119.867188       0.061470      21.335800      5.00      5.00    15.771    90.000     0.000     35.00    -10.00      0.50
   94     12.00      0.00     2.659     119.865623       0.106660      21.335800      5.00      5.00     9.618    90.000     0.000     40.00    -10.00      0.50
   95     10.00      0.00     2.648     119.864052       0.151850      21.335800      5.00      5.00    12.784    90.000     0.000     45.00    -10.00      0.50
   96     11.00      0.00     2.149     119.862480       0.197040      21.335800      5.00      5.00    15.608    90.000     0.000     50.00    -10.00      0.50
   97     37.00      0.00     0.090     119.920059      -1.927490      16.667900      5.00      5.00   342.031    90.000     0.000   -185.00     -5.00      0.50
   98     37.00      0.00     0.400     119.918488      -1.882300      16.667900      5.00      5.00    42.757    90.000     0.000   -180.00     -5.00      0.50
   99     35.00      0.00     0.603     119.916924      -1.837110      16.667900      5.00      5.00   316.265    90.000   180.000   -175.00     -5.00      0.50
  100     34.00      0.00     0.847     119.915352      -1.791920      16.667900      5.00      5.00    24.784    90.000     0.000   -170.00     -5.00      0.50
  101     33.00      0.00     1.483     119.913788      -1.746730      16.667900      5.00      5.00     6.644    90.000     0.000   -165.00     -5.00      0.50
  102     33.00      0.00     2.100     119.912216      -1.701540      16.667900      5.00      5.00   358.963    90.000     0.000   -160.00     -5.00      0.50
  103     32.00      0.00     2.455     119.910652      -1.656350      16.667900      5.00      5.00   356.490    90.000     0.000   -155.00     -5.00      0.50
  104     32.00      0.00     2.340     119.909081      -1.611160      16.667900      5.00      5.00   356.848    90.000     0.000   -150.00     -5.00      0.50
  105     29.00      0.00     1.920     119.907516      -1.565970      16.667900      5.00      5.00   359.200    90.000     0.000   -145.00     -5.00      0.50
  106     29.00      0.00     1.259     119.905952      -1.520780      16.667900      5.00      5.00   355.207    90.000     0.000   -140.00     -5.00      0.50
  107     29.00      0.00     0.370     119.904381      -1.475590      16.667900      5.00      5.00   332.426    90.000     0.000   -135.00     -5.00      0.50
  108     26.00      0.00     0.720     119.902809      -1.430400      16.667900      5.00      5.00   199.117    90.000   180.000   -130.00     -5.00      0.50
  109     26.00      0.00     1.614     119.901253      -1.385210      16.667900      5.00      5.00   194.391    90.000   180.000   -125.00     -5.00      0.50
  110     26.00      0.00     2.395     119.899681      -1.340020      16.667900      5.00      5.00   200.818    90.000   180.000   -120.00     -5.00      0.50
  111     24.00      0.00     2.707     119.898109      -1.294830      16.667900      5.00      5.00   206.818    90.000   180.000   -115.00     -5.00      0.50
  112     23.00      0.00     2.476     119.896553      -1.249630      16.667900      5.00      5.00   213.053    90.000   180.000   -110.00     -5.00      0.50
  113     21.00      0.00     1.834     119.894981      -1.204440      16.667900      5.00      5.00   215.503    90.000   180.000   -105.00     -5.00      0.50
  114     20.00      0.00     0.551     119.893410      -1.159250      16.667900      5.00      5.00   215.013    90.000   180.000   -100.00     -5.00      0.50
  115     20.00      0.00     0.298     119.891853      -1.114060      16.667900      5.00      5.00    25.977    90.000     0.000    -95.00     -5.00      0.50
  116     21.00      0.00     1.073     119.890282      -1.068870      16.667900      5.00      5.00    31.413    90.000     0.000    -90.00     -5.00      0.50
  117     17.00      0.00     1.174     119.888710      -1.023680      16.667900      5.00      5.00    16.213    90.000     0.000    -85.00     -5.00      0.50
  118     16.00      0.00     1.440     119.887154      -0.978490      16.667900      5.00      5.00   353.766    90.000     0.000    -80.00     -5.00      0.50
  119     16.00      0.00     2.434     119.885582      -0.933300      16.667900      5.00      5.00   357.181    90.000     0.000    -75.00     -5.00      0.50
  120     14.00      0.00     3.123     119.884010      -0.888110      16.667900      5.00      5.00     0.973    90.000     0.000    -70.00     -5.00      0.50
  121     16.00      0.00     3.389     119.882446      -0.842920      16.667900      5.00      5.00     0.148    90.000     0.000    -65.00     -5.00      0.50
  122     13.00      0.00     3.312     119.880882      -0.797730      16.667900      5.00      5.00   359.407    90.000     0.000    -60.00     -5.00      0.50
  123     11.00      0.00     2.950     119.879311      -0.752540      16.667900      5.00      5.00   355.214    90.000     0.000    -55.00     -5.00      0.50
  124     10.00      0.00     2.728     119.877747      -0.707340      16.667900      5.00      5.00   348.521    90.000     0.000    -50.00     -5.00      0.50
  125     10.00      0.00     2.545     119.876183      -0.662150      16.667900      5.00      5.00   344.912    90.000     0.000    -45.00     -5.00      0.50
  126      9.00      0.00     2.176     119.874619      -0.616960      16.667900      5.00      5.00   343.649    90.000     0.000    -40.00     -5.00      0.50
  127      8.00      0.00     1.643     119.873047      -0.571770      16.667900      5.00      5.00   343.807    90.000     0.000    -35.00     -5.00      0.50
  128      7.00      0.00     1.973     119.871483      -0.526580      16.667900      5.00      5.00   343.575    90.000     0.000    -30.00     -5.00      0.50
  129      5.00      0.00     2.600     119.869919      -0.481390      16.667900      5.00      5.00   343.695    90.000     0.000    -25.00     -5.00      0.50
  130      5.00      0.00     2.502     119.868347      -0.436200      16.667900      5.00      5.00   342.616    90.000     0.000    -20.00     -5.00      0.50
  131      5.00      0.00     2.323     119.866791      -0.391010      16.667900      5.00      5.00   341.104    90.000     0.000    -15.00     -5.00      0.50
  132      5.00      0.00     2.285     119.865219      -0.345820      16.667900      5.00      5.00   342.755    90.000     0.000    -10.00     -5.00      0.50
  133      2.00      1.00     2.143     119.863647      -0.300630      16.667900      5.00      5.00   347.906    90.000     0.000     -5.00     -5.00      0.50
  134      6.00      3.00     2.865     119.862091      -0.255430      16.667900      5.00      5.00     3.365    90.000     0.000      0.00     -5.00      0.50
  135      2.00      3.00     4.093     119.860519      -0.210240      16.667900      5.00      5.00    12.460    90.000     0.000      5.00     -5.00      0.50
  136      2.00      3.00     4.660     119.858948      -0.165050      16.667900      5.00      5.00    17.123    90.000     0.000     10.00     -5.00      0.50
  137      5.00      3.00     4.901     119.857384      -0.119860      16.667900      5.00      5.00    19.875    90.000     0.000     15.00     -5.00      0.50
  138      5.00      2.00     4.544     119.855812      -0.074670      16.667900      5.00      5.00    25.812    90.000     0.000     20.00     -5.00      0.50
  139      6.00      0.00     3.866     119.854240      -0.029480      16.667900      5.00      5.00    31.207    90.000     0.000     25.00     -5.00      0.50
  140      6.00      0.00     3.266     119.852669       0.015710      16.667900      5.00      5.00    26.539    90.000     0.000     30.00     -5.00      0.50
  141      9.00      0.00     2.547     119.851097       0.060900      16.667900      5.00      5.00    17.193    90.000     0.000     35.00     -5.00      0.50
  142     12.00      0.00     2.534     119.849533       0.106090      16.667900      5.00      5.00    12.703    90.000     0.000     40.00     -5.00      0.50
  143      9.00      0.00     1.729     119.847961       0.151280      16.667900      5.00      5.00    10.924    90.000     0.000     45.00     -5.00      0.50
  144     10.00      0.00     1.496     119.846390       0.196470      16.667900      5.00      5.00    22.346    90.000     0.000     50.00     -5.00      0.50
  145     37.00      0.00     0.194     119.903961      -1.928060      12.000000      5.00      5.00   185.125    90.000   180.000   -185.00      0.00      0.50
  146     36.00      0.00     0.738     119.902397      -1.882870      12.000000      5.00      5.00   339.047    90.000   180.000   -180.00      0.00      0.50
  147     35.00      0.00     1.146     119.900833      -1.837680      12.000000      5.00      5.00   332.437    90.000   180.000   -175.00      0.00      0.50
  148     34.00      0.00     0.913     119.899261      -1.792490      12.000000      5.00      5.00   319.167    90.000   180.000   -170.00      0.00      0.50
  149     33.00      0.00     0.981     119.897690      -1.747300      12.000000      5.00      5.00     8.314    90.000     0.000   -165.00      0.00      0.50
  150     32.00      0.00     1.939     119.896133      -1.702110      12.000000      5.00      5.00   352.537    90.000     0.000   -160.00      0.00      0.50
  151     32.00      0.00     2.533     119.894562      -1.656920      12.000000      5.00      5.00   348.532    90.000     0.000   -155.00      0.00      0.50
  152     31.00      0.00     2.594     119.892990      -1.611730      12.000000      5.00      5.00   352.282    90.000     0.000   -150.00      0.00      0.50
  153     30.00      0.00     2.251     119.891418      -1.566530      12.000000      5.00      5.00   357.870    90.000     0.000   -145.00      0.00      0.50
  154     30.00      0.00     1.661     119.889862      -1.521340      12.000000      5.00      5.00   356.782    90.000     0.000   -140.00      0.00      0.50
  155     30.00      0.00     1.109     119.888290      -1.476150      12.000000      5.00      5.00   353.810    90.000     0.000   -135.00      0.00      0.50
  156     27.00      0.00     0.611     119.886719      -1.430960      12.000000      5.00      5.00   347.517    90.000     0.000   -130.00      0.00      0.50
  157     25.00      0.00     0.796     119.885162      -1.385770      12.000000      5.00      5.00   313.560    90.000     0.000   -125.00      0.00      0.50
  158     24.00      0.00     1.803     119.883591      -1.340580      12.000000      5.00      5.00   221.519    90.000   180.000   -120.00      0.00      0.50
  159     23.00      0.00     2.682     119.882019      -1.295390      12.000000      5.00      5.00   315.230    90.000     0.000   -115.00      0.00      0.50
  160     24.00      0.00     2.373     119.880463      -1.250200      12.000000      5.00      5.00   320.109    90.000     0.000   -110.00      0.00      0.50
  161     21.00      0.00     1.225     119.878891      -1.205010      12.000000      5.00      5.00   318.846    90.000     0.000   -105.00      0.00      0.50
  162     21.00      0.00     0.207     119.877319      -1.159820      12.000000      5.00      5.00    30.888    90.000     0.000   -100.00      0.00      0.50
  163     21.00      0.00     1.327     119.875763      -1.114630      12.000000      5.00      5.00    38.445    90.000     0.000    -95.00      0.00      0.50
  164     18.00      0.00     2.062     119.874191      -1.069440      12.000000      5.00      5.00    31.357    90.000     0.000    -90.00      0.00      0.50
  165     18.00      0.00     2.283     119.872620      -1.024250      12.000000      5.00      5.00    19.613    90.000     0.000    -85.00      0.00      0.50
  166     17.00      0.00     2.795     119.871063      -0.979050      12.000000      5.00      5.00     7.658    90.000     0.000    -80.00      0.00      0.50
  167     16.00      0.00     3.828     119.869492      -0.933860      12.000000      5.00      5.00     5.608    90.000     0.000    -75.00      0.00      0.50
  168     15.00      1.00     4.498     119.867928      -0.888670      12.000000      5.00      5.00     5.679    90.000     0.000    -70.00      0.00      0.50
  169     14.00      3.00     4.646     119.866364      -0.843480      12.000000      5.00      5.00     5.737    90.000     0.000    -65.00      0.00      0.50
  170     14.00      5.00     4.273     119.864792      -0.798290      12.000000      5.00      5.00     2.080    90.000     0.000    -60.00      0.00      0.50
  171     11.00      2.00     3.643     119.863228      -0.753100      12.000000      5.00      5.00   354.539    90.000     0.000    -55.00      0.00      0.50
  172     11.00      0.00     2.954     119.861656      -0.707910      12.000000      5.00      5.00   348.278    90.000     0.000    -50.00      0.00      0.50
  173     10.00      0.00     2.378     119.860092      -0.662720      12.000000      5.00      5.00   351.026    90.000     0.000    -45.00      0.00      0.50
  174      8.00      0.00     1.483     119.858528      -0.617530      12.000000      5.00      5.00   352.287    90.000     0.000    -40.00      0.00      0.50
  175      8.00      0.00     0.895     119.856956      -0.572340      12.000000      5.00      5.00   357.315    90.000     0.000    -35.00      0.00      0.50
  176      8.00      0.00     1.023     119.855400      -0.527150      12.000000      5.00      5.00    10.501    90.000     0.000    -30.00      0.00      0.50
  177      5.00      0.00     1.474     119.853828      -0.481950      12.000000      5.00      5.00     4.564    90.000     0.000    -25.00      0.00      0.50
  178      4.00      0.00     1.939     119.852257      -0.436760      12.000000      5.00      5.00    10.258    90.000     0.000    -20.00      0.00      0.50
  179      4.00      0.00     2.181     119.850700      -0.391570      12.000000      5.00      5.00     3.496    90.000     0.000    -15.00      0.00      0.50
  180      3.00      0.00     2.475     119.849129      -0.346380      12.000000      5.00      5.00     2.077    90.000     0.000    -10.00      0.00      0.50
  181      8.00      2.00     3.405     119.847572      -0.301190      12.000000      5.00      5.00     6.680    90.000     0.000     -5.00      0.00      0.50
  182      1.00      4.00     4.907     119.846001      -0.256000      12.000000      5.00      5.00    11.435    90.000     0.000      0.00      0.00      0.50
  183      1.00      4.00     6.292     119.844429      -0.210810      12.000000      5.00      5.00    15.273    90.000     0.000      5.00      0.00      0.50
  184      2.00      5.00     6.329     119.842873      -0.165620      12.000000      5.00      5.00    17.453    90.000     0.000     10.00      0.00      0.50
  185      5.00      4.00     5.786     119.841301      -0.120430      12.000000      5.00      5.00    20.495    90.000     0.000     15.00      0.00      0.50
  186      6.00      5.00     5.342     119.839737      -0.075240      12.000000      5.00      5.00    27.368    90.000     0.000     20.00      0.00      0.50
  187      6.00      3.00     4.288     119.838173      -0.030050      12.000000      5.00      5.00    31.099    90.000     0.000     25.00      0.00      0.50
  188      7.00      0.00     3.128     119.836601       0.015150      12.000000      5.00      5.00    29.819    90.000     0.000     30.00      0.00      0.50
  189      7.00      0.00     2.241     119.835037       0.060340      12.000000      5.00      5.00    21.848    90.000     0.000     35.00      0.00      0.50
  190      8.00      0.00     1.543     119.833473       0.105530      12.000000      5.00      5.00     7.621    90.000     0.000     40.00      0.00      0.50
  191      9.00      0.00     0.739     119.831909       0.150720      12.000000      5.00      5.00   356.910    90.000     0.000     45.00      0.00      0.50
  192     10.00      0.00     0.536     119.830338       0.195910      12.000000      5.00      5.00    17.936    90.000     0.000     50.00      0.00      0.50
  193     37.00      0.00     0.261     119.887871      -1.928620       7.332100      5.00      5.00   342.698    90.000   180.000   -185.00      5.00      0.50
  194     37.00      0.00     0.666     119.886299      -1.883430       7.332100      5.00      5.00   340.493    90.000   180.000   -180.00      5.00      0.50
  195     36.00      0.00     0.974     119.884743      -1.838240       7.332100      5.00      5.00   336.381    90.000   180.000   -175.00      5.00      0.50
  196     35.00      0.00     0.667     119.883171      -1.793050       7.332100      5.00      5.00   327.574    90.000   180.000   -170.00      5.00      0.50
  197     33.00      0.00     0.541     119.881599      -1.747860       7.332100      5.00      5.00   357.149    90.000     0.000   -165.00      5.00      0.50
  198     33.00      0.00     1.688     119.880028      -1.702670       7.332100      5.00      5.00   346.242    90.000     0.000   -160.00      5.00      0.50
  199     32.00      0.00     2.484     119.878471      -1.657480       7.332100      5.00      5.00   345.860    90.000     0.000   -155.00      5.00      0.50
  200     30.00      0.00     2.542     119.876900      -1.612290       7.332100      5.00      5.00   349.536    90.000     0.000   -150.00      5.00      0.50
  201     31.00      0.00     2.292     119.875328      -1.567100       7.332100      5.00      5.00   353.455    90.000     0.000   -145.00      5.00      0.50
  202     30.00      0.00     1.932     119.873772      -1.521910       7.332100      5.00      5.00   359.905    90.000     0.000   -140.00      5.00      0.50
  203     27.00      0.00     1.817     119.872200      -1.476720       7.332100      5.00      5.00     7.922    90.000     0.000   -135.00      5.00      0.50
  204     26.00      0.00     1.587     119.870628      -1.431530       7.332100      5.00      5.00    10.666    90.000     0.000   -130.00      5.00      0.50
  205     25.00      0.00     1.320     119.869072      -1.386340       7.332100      5.00      5.00   355.510    90.000     0.000   -125.00      5.00      0.50
  206     24.00      0.00     1.902     119.867500      -1.341150       7.332100      5.00      5.00   335.246    90.000     0.000   -120.00      5.00      0.50
  207     24.00      0.00     2.507     119.865929      -1.295960       7.332100      5.00      5.00   333.773    90.000     0.000   -115.00      5.00      0.50
  208     22.00      0.00     2.241     119.864372      -1.250760       7.332100      5.00      5.00   338.962    90.000     0.000   -110.00      5.00      0.50
  209     21.00      0.00     0.979     119.862801      -1.205570       7.332100      5.00      5.00   353.176    90.000     0.000   -105.00      5.00      0.50
  210     20.00      0.00     1.626     119.861229      -1.160380       7.332100      5.00      5.00    38.052    90.000     0.000   -100.00      5.00      0.50
  211     20.00      0.00     2.655     119.859673      -1.115190       7.332100      5.00      5.00    39.480    90.000     0.000    -95.00      5.00      0.50
  212     18.00      0.00     2.696     119.858101      -1.070000       7.332100      5.00      5.00    31.866    90.000     0.000    -90.00      5.00      0.50
  213     17.00      0.00     2.534     119.856537      -1.024810       7.332100      5.00      5.00    17.103    90.000     0.000    -85.00      5.00      0.50
  214     17.00      2.00     3.223     119.854973      -0.979620       7.332100      5.00      5.00     7.680    90.000     0.000    -80.00      5.00      0.50
  215     17.00      3.00     4.477     119.853401      -0.934430       7.332100      5.00      5.00     6.157    90.000     0.000    -75.00      5.00      0.50
  216     15.00      6.00     5.586     119.851837      -0.889240       7.332100      5.00      5.00     6.775    90.000     0.000    -70.00      5.00      0.50
