   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     119.952240      -1.926360      26.003710     0.504   357.184    90.000     0.000   267.184    90.000   180.000   -185.00    -15.00    0
    2     119.950684      -1.881170      26.003710     0.887   359.031    90.000     0.000   269.031    90.000   180.000   -180.00    -15.00    0
    3     119.949112      -1.835980      26.003710     1.333   271.488    90.000   180.000     1.488    90.000     0.000   -175.00    -15.00    0
    4     119.947540      -1.790790      26.003710     1.425   271.342    90.000   180.000     1.342    90.000     0.000   -170.00    -15.00    0
    5     119.945969      -1.745600      26.003710     1.296   273.203    90.000   180.000     3.203    90.000     0.000   -165.00    -15.00    0
    6     119.944397      -1.700410      26.003710     1.162   272.745    90.000   180.000     2.745    90.000     0.000   -160.00    -15.00    0
    7     119.942841      -1.655220      26.003710     0.983   271.888    90.000   180.000     1.888    90.000     0.000   -155.00    -15.00    0
    8     119.941269      -1.610030      26.003710     0.804   357.387    90.000     0.000   267.387    90.000   180.000   -150.00    -15.00    0
    9     119.939697      -1.564840      26.003710     0.589   274.039    90.000   180.000     4.039    90.000     0.000   -145.00    -15.00    0
   10     119.938133      -1.519650      26.003710     0.421   278.791    90.000   180.000     8.791    90.000     0.000   -140.00    -15.00    0
   11     119.936562      -1.474460      26.003710     0.271   321.339    90.000   180.000    51.339    90.000     0.000   -135.00    -15.00    0
   12     119.934998      -1.429270      26.003710     0.978   273.505    90.000     0.000   183.505    90.000   180.000   -130.00    -15.00    0
   13     119.933434      -1.384080      26.003710     1.943   280.716    90.000     0.000   190.716    90.000   180.000   -125.00    -15.00    0
   14     119.931862      -1.338890      26.003710     2.137   280.513    90.000     0.000   190.513    90.000   180.000   -120.00    -15.00    0
   15     119.930290      -1.293690      26.003710     2.148   281.177    90.000     0.000   191.177    90.000   180.000   -115.00    -15.00    0
   16     119.928726      -1.248500      26.003710     2.146   284.293    90.000     0.000   194.293    90.000   180.000   -110.00    -15.00    0
   17     119.927162      -1.203310      26.003710     1.213   285.887    90.000     0.000   195.887    90.000   180.000   -105.00    -15.00    0
   18     119.925591      -1.158120      26.003710     0.365   292.162    90.000     0.000   202.162    90.000   180.000   -100.00    -15.00    0
   19     119.924026      -1.112930      26.003710     0.125   298.988    90.000     0.000   208.988    90.000   180.000    -95.00    -15.00    0
   20     119.922462      -1.067740      26.003710     0.282   317.719    90.000     0.000   227.719    90.000   180.000    -90.00    -15.00    0
   21     119.920891      -1.022550      26.003710     0.467   316.276    90.000     0.000   226.276    90.000   180.000    -85.00    -15.00    0
   22     119.919319      -0.977360      26.003710     0.661   311.344    90.000     0.000   221.345    90.000   180.000    -80.00    -15.00    0
   23     119.917763      -0.932170      26.003710     0.923   315.348    90.000     0.000   225.348    90.000   180.000    -75.00    -15.00    0
   24     119.916191      -0.886980      26.003710     0.670   323.790    90.000     0.000   233.790    90.000   180.000    -70.00    -15.00    0
   25     119.914619      -0.841790      26.003710     0.952   348.610    90.000     0.000   258.610    90.000   180.000    -65.00    -15.00    0
   26     119.913063      -0.796600      26.003710     1.128   347.155    90.000     0.000   257.155    90.000   180.000    -60.00    -15.00    0
   27     119.911491      -0.751410      26.003710     1.241   356.512    90.000     0.000   266.512    90.000   180.000    -55.00    -15.00    0
   28     119.909920      -0.706210      26.003710     1.197   359.006    90.000     0.000   269.006    90.000   180.000    -50.00    -15.00    0
   29     119.908363      -0.661020      26.003710     0.993   344.965    90.000     0.000   254.965    90.000   180.000    -45.00    -15.00    0
   30     119.906792      -0.615830      26.003710     1.565   325.950    90.000     0.000   235.950    90.000   180.000    -40.00    -15.00    0
   31     119.905220      -0.570640      26.003710     2.355   329.810    90.000     0.000   239.810    90.000   180.000    -35.00    -15.00    0
   32     119.903664      -0.525450      26.003710     2.622   336.709    90.000     0.000   246.709    90.000   180.000    -30.00    -15.00    0
   33     119.902092      -0.480260      26.003710     2.586   338.570    90.000     0.000   248.570    90.000   180.000    -25.00    -15.00    0
   34     119.900528      -0.435070      26.003710     2.552   333.217    90.000     0.000   243.217    90.000   180.000    -20.00    -15.00    0
   35     119.898956      -0.389880      26.003710     2.542   331.210    90.000     0.000   241.210    90.000   180.000    -15.00    -15.00    0
   36     119.897392      -0.344690      26.003710     1.991   330.427    90.000     0.000   240.427    90.000   180.000    -10.00    -15.00    0
   37     119.895828      -0.299500      26.003710     1.590   335.925    90.000     0.000   245.925    90.000   180.000     -5.00    -15.00    0
   38     119.894257      -0.254300      26.003710     1.353   343.370    90.000     0.000   253.370    90.000   180.000      0.00    -15.00    0
   39     119.892693      -0.209110      26.003710     1.069   353.173    90.000     0.000   263.173    90.000   180.000      5.00    -15.00    0
   40     119.891121      -0.163920      26.003710     1.324   276.005    90.000   180.000     6.005    90.000     0.000     10.00    -15.00    0
   41     119.889549      -0.118730      26.003710     2.254   285.945    90.000   180.000    15.945    90.000     0.000     15.00    -15.00    0
   42     119.887978      -0.073540      26.003710     3.196   290.997    90.000   180.000    20.997    90.000     0.000     20.00    -15.00    0
   43     119.886414      -0.028350      26.003710     2.819   296.109    90.000   180.000    26.109    90.000     0.000     25.00    -15.00    0
   44     119.884850       0.016840      26.003710     2.464   295.110    90.000   180.000    25.110    90.000     0.000     30.00    -15.00    0
   45     119.883278       0.062030      26.003710     2.188   285.490    90.000   180.000    15.490    90.000     0.000     35.00    -15.00    0
   46     119.881706       0.107230      26.003710     2.201   276.172    90.000   180.000     6.172    90.000     0.000     40.00    -15.00    0
