    1    0.357479    0.741850   -0.376640    0.502200   -0.125560   -0.285820   -0.158380   -0.501240   335.65    84.21    52.86    67.20   -29.09  -139.09
    2    0.346336   -0.184698   -1.277340    1.511060   -0.233720   -0.831300   -0.222900   -2.085680   343.12    86.79    57.43    69.69   -24.32  -144.97
    3    0.177222   -1.321487   -1.813200    1.788220    0.024980   -1.026160    0.029280   -5.141000   354.78    86.18    76.11    84.36    -5.81  -166.04
    4    0.656702   -1.180887   -1.978740    1.212020    0.766720   -1.294680    0.024540   -8.909641   359.17    89.61    80.86    87.30    -2.73  -170.85
    5    0.663582   -1.163163   -0.127652   -0.002372    0.130024   -0.129420    0.009978   -1.280338    91.53     1.47    89.43    84.14  -174.14    -0.58
    6    0.005986   -1.305601   -0.029716   -0.106526    0.136242   -0.193026    0.025236   -1.596898   272.15     2.21    89.57    83.11   173.11     0.43
    7   -1.192456   -0.962012   -0.088422   -0.015900    0.104322   -0.366026    0.006460   -1.750098    91.11     0.94    89.16    78.13  -168.13    -0.86
    8   -3.188464   -0.606999   -0.251320    0.236802    0.014518   -0.584444   -0.176452   -1.753220   357.01    89.62    70.63    82.63    -7.81  -160.46
    9   -5.011011   -0.394866   -0.324706    0.372188   -0.047482   -0.796776   -0.434902   -1.666529   353.10    89.45    64.04    77.20   -14.27  -153.32
   10   -6.062612   -0.373537   -0.216318    0.305848   -0.089530   -0.904694   -0.546920   -1.537224   352.08    89.04    60.94    77.70   -14.11  -150.19
   11   -7.276668   -0.580203   -0.085350    0.264410   -0.179060   -0.876336   -0.377590   -1.396022   352.44    86.74    58.49    83.03    -8.18  -148.23
   12  -10.897479   -0.339384   -0.078874    0.424926   -0.346052   -0.816130   -0.119612   -1.284498   351.30    82.40    58.31    88.21    -2.10  -148.29
   13  -18.662155   -0.070689   -0.142286    0.654532   -0.512246   -0.793646   -0.058178   -1.249110   347.97    78.47    60.06    89.13    -1.00  -150.05
   14  -29.359838   -0.368232   -0.312202    0.949584   -0.637382   -0.685498   -0.109822   -1.297348   344.01    76.02    64.41    85.81    -4.65  -154.34
   15  -38.087654   -0.484140   -0.443100    1.162672   -0.719572   -0.475262   -0.164174   -1.370664   341.97    74.44    70.81    82.94    -7.48  -160.65
   16  -44.843620   -0.503723   -0.448122    1.229132   -0.781010   -0.378346   -0.134032   -1.409436   341.77    73.31    74.95    84.30    -5.90  -164.88
   17  -51.918629   -0.569319   -0.319856    1.128420   -0.808564   -0.407786   -0.083126   -1.390828   342.49    73.13    75.58    87.49    -2.59  -165.57
   18  -60.929173   -0.673484   -0.176832    0.969524   -0.792692   -0.473798   -0.122886   -1.315512   342.98    73.61    72.53    88.01    -2.09  -162.51
   19  -69.095734   -0.712852   -0.162098    0.861554   -0.699456   -0.487914   -0.284944   -1.181664   342.02    74.68    68.41    83.29    -7.22  -158.25
   20  -76.270302   -0.338705   -0.192492    0.709842   -0.517350   -0.377820   -0.420808   -1.043290   341.95    77.45    68.82    76.10   -14.92  -158.15
   21  -81.333366   -0.124239   -2.465481    5.754300   -3.288819   -1.772779   -4.178860   -9.532762   344.19    80.38    74.05    69.35   -21.52  -162.92
   22  -86.502182   -0.095847   -3.434300    5.871901   -2.437600   -0.211740   -3.597080   -9.309481   344.67    80.37    76.89    66.89   -23.77  -165.72
   23  -91.473534   -0.654290   -3.440880    6.235780   -2.794900    0.129380   -2.792680   -9.339440   344.86    78.50    79.57    70.97   -19.36  -168.96
   24  -96.883820   -1.231989   -1.916399    5.922400   -4.006000   -0.166880   -1.806020   -9.148039   345.12    76.24    84.10    79.27   -10.79  -174.00
   25 -102.168106   -1.573683   -0.136699    5.629001   -5.492302   -0.522160   -1.363300   -8.546858   343.20    73.76    85.05    83.54    -6.48  -175.02
   26 -107.980629   -1.223006    1.112720    5.621659   -6.734380   -0.678060   -1.617900   -7.821920   340.55    71.16    84.56    83.61    -6.42  -174.53
   27 -113.914955   -0.530221    2.518700    4.988879   -7.507580   -0.847180   -1.841640   -7.538780   339.88    70.48    84.25    84.01    -6.02  -174.21
   28 -118.503487   -0.611742    2.928680    5.047460   -7.976140   -0.831620   -1.705800   -7.732301   339.70    70.17    84.57    85.08    -4.95  -174.55
   29 -122.370827   -0.907100    1.861660    6.105481   -7.967141   -0.630800   -2.008640   -7.883300   338.85    69.48    85.18    82.54    -7.48  -175.14
   30 -126.321083   -0.779943    1.004460    5.982979   -6.987439   -0.528740   -2.440560   -7.601319   339.33    70.37    84.58    79.19   -10.86  -174.48
   31 -130.748840   -0.429461    1.312720    3.628578   -4.941298   -0.720040   -2.122920   -7.144820   344.13    75.17    84.64    79.02   -11.03  -174.54
   32 -136.936539   -0.366894    2.204739    0.150380   -2.355119   -1.045440   -1.137219   -6.938421   354.54    85.13    83.31    84.98    -5.06  -173.29
   33 -143.141205   -0.766605    2.978100   -2.685601   -0.292499   -1.412780   -0.582400   -7.230601   274.15     4.53    88.18    78.32   168.32     1.86
   34 -148.336029   -0.884387    2.929099   -3.503360    0.574260   -1.879840   -0.948240   -7.670160    97.29     6.93    88.24    78.62  -168.61    -1.79
