   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     119.952240      -1.926360      26.003710     0.195    54.907    74.778  -123.050   302.932    36.022   -26.516   -185.00    -15.00    1
    2     119.950684      -1.881170      26.003710     0.253   -25.690    12.126    17.960   226.726    86.286   101.552   -180.00    -15.00    0
    3     119.949112      -1.835980      26.003710     0.489   237.095    83.060    93.625    29.426     7.826    62.550   -175.00    -15.00    0
    4     119.947540      -1.790790      26.003710     0.506   241.345    79.572   103.261     8.870    16.813    38.741   -170.00    -15.00    0
    5     119.945969      -1.745600      26.003710     0.502   245.713    73.611   111.176    11.781    26.545    39.152   -165.00    -15.00    0
    6     119.944397      -1.700410      26.003710     0.537    13.995    48.324    26.396   265.731    70.606   135.178   -160.00    -15.00    0
    7     119.942841      -1.655220      26.003710     0.617   271.175    69.206   137.264    19.334    50.623    27.339   -155.00    -15.00    0
    8     119.941269      -1.610030      26.003710     0.721   273.147    59.864   145.493    22.189    60.664    35.163   -150.00    -15.00    0
    9     119.939697      -1.564840      26.003710     0.682   274.376    56.551   151.690    20.913    66.691    36.883   -145.00    -15.00    0
   10     119.938133      -1.519650      26.003710     0.640   273.221    62.246   157.880    13.939    70.535    29.598   -140.00    -15.00    0
   11     119.936562      -1.474460      26.003710     0.633    90.791    77.210   172.857   182.380    83.035    12.886   -135.00    -15.00    0
   12     119.934998      -1.429270      26.003710     0.680   172.286    84.875     9.964    81.387    80.076   174.797   -130.00    -15.00    0
   13     119.933434      -1.384080      26.003710     0.791   164.570    86.214     9.603    73.930    80.418   176.161   -125.00    -15.00    0
   14     119.931862      -1.338890      26.003710     0.842   341.539    84.305    -4.579    71.994    85.443  -174.286   -120.00    -15.00    0
   15     119.930290      -1.293690      26.003710     0.854   340.675    72.602    -3.804    71.814    86.371  -162.566   -115.00    -15.00    0
   16     119.928726      -1.248500      26.003710     0.851   343.055    79.408    -5.525    74.073    84.570  -169.359   -110.00    -15.00    0
   17     119.927162      -1.203310      26.003710     0.809   347.843    85.548   -10.877    78.698    79.156  -175.467   -105.00    -15.00    0
   18     119.925591      -1.158120      26.003710     0.838   356.004    89.215   -16.272    86.233    73.730  -179.182   -100.00    -15.00    0
   19     119.924026      -1.112930      26.003710     0.817   182.082    75.255    28.018    84.369    62.981   163.400    -95.00    -15.00    0
   20     119.922462      -1.067740      26.003710     0.838   177.089    83.199    29.029    83.328    61.194   172.233    -90.00    -15.00    0
   21     119.920891      -1.022550      26.003710     0.879   175.570    89.654    36.539    85.314    53.462   179.570    -85.00    -15.00    0
   22     119.919319      -0.977360      26.003710     0.943   350.991    87.808   -43.317    83.057    46.722  -176.989    -80.00    -15.00    0
   23     119.917763      -0.932170      26.003710     1.044   337.555    73.403   -27.190    75.904    64.030  -161.474    -75.00    -15.00    0
   24     119.916191      -0.886980      26.003710     1.255   335.279    66.656   -18.810    72.966    72.780  -155.490    -70.00    -15.00    0
