   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
  215     16.00      6.00     3.207     119.853401      -0.934430       7.332100      5.00      5.00   342.324    68.382   -11.347    -75.00      5.00      0.50
  216     15.00      7.00     3.512     119.851837      -0.889240       7.332100      5.00      5.00   342.251    69.561    -7.484    -70.00      5.00      0.50
  217     14.00      7.00     3.588     119.850273      -0.844050       7.332100      5.00      5.00   342.417    71.926    -5.283    -65.00      5.00      0.50
  218     13.00      6.00     3.546     119.848701      -0.798860       7.332100      5.00      5.00   342.408    74.403    -5.510    -60.00      5.00      0.50
  219     12.00      6.00     3.287     119.847137      -0.753670       7.332100      5.00      5.00   343.172    79.804    -4.056    -55.00      5.00      0.50
  220     11.00      6.00     3.099     119.845612      -0.708470       7.332100      5.00      5.00   342.841    78.804    -4.394    -50.00      5.00      0.50
  221     10.00      6.00     3.004     119.844040      -0.663280       7.332100      5.00      5.00   341.138    68.919   -10.384    -45.00      5.00      0.50
  222      9.00      6.00     3.067     119.842468      -0.618090       7.332100      5.00      5.00   336.059    53.577   -24.824    -40.00      5.00      0.50
  223      8.00      6.00     2.997     119.840897      -0.572900       7.332100      5.00      5.00   336.271    50.178   -26.245    -35.00      5.00      0.50
  224      7.00      6.00     2.610     119.839333      -0.527710       7.332100      5.00      5.00   343.590    53.296   -17.744    -30.00      5.00      0.50
  225      6.00      4.00     2.235     119.837761      -0.482520       7.332100      5.00      5.00   350.974    60.914   -10.326    -25.00      5.00      0.50
  226      5.00      4.00     2.202     119.836189      -0.437330       7.332100      5.00      5.00   353.966    61.698    -8.869    -20.00      5.00      0.50
  227      4.00      4.00     2.206     119.834618      -0.392140       7.332100      5.00      5.00   357.141    67.523    -9.087    -15.00      5.00      0.50
  228      3.00      5.00     2.250     119.833054      -0.346950       7.332100      5.00      5.00   358.638    76.405   -12.195    -10.00      5.00      0.50
  229      2.00      5.00     2.423     119.831482      -0.301760       7.332100      5.00      5.00   357.161    78.207   -13.977     -5.00      5.00      0.50
  230      2.00      5.00     2.499     119.829910      -0.256570       7.332100      5.00      5.00   356.913    83.971   -13.007      0.00      5.00      0.50
  231      1.00      5.00     2.405     119.828346      -0.211370       7.332100      5.00      5.00   357.429    89.959    -9.072      5.00      5.00      0.50
  232      3.00      4.00     2.220     119.826782      -0.166180       7.332100      5.00      5.00   179.221    81.381     1.485     10.00      5.00      0.50
  233      3.00      2.00     1.898     119.825218      -0.120990       7.332100      5.00      5.00   176.499    81.324    -1.902     15.00      5.00      0.50
  234      4.00      1.00     1.883     119.823647      -0.075800       7.332100      5.00      5.00   344.612    61.223   -38.613     20.00      5.00      0.50
  235      5.00      1.00     1.709     119.822083      -0.030610       7.332100      5.00      5.00   347.997    64.823   -34.758     25.00      5.00      0.50
  236      7.00      1.00     1.626     119.820518       0.014580       7.332100      5.00      5.00   347.079    49.670   -20.249     30.00      5.00      0.50
  237      8.00      1.00     1.469     119.818947       0.059770       7.332100      5.00      5.00    -1.246    29.781    10.900     35.00      5.00      0.50
  238      9.00      1.00     1.312     119.817390       0.104960       7.332100      5.00      5.00    16.509    29.624    28.672     40.00      5.00      0.50
  239      9.00      0.00     0.845     119.815819       0.150150       7.332100      5.00      5.00    22.135    37.783    41.950     45.00      5.00      0.50
  240     10.00      0.00     0.407     119.814247       0.195340       7.332100      5.00      5.00   348.928    78.999    41.930     50.00      5.00      0.50
  241     37.00      0.00     0.387     119.871780      -1.929190       2.664200      5.00      5.00   152.595    71.125   -57.023   -185.00     10.00      0.50
  242     37.00      0.00     0.599     119.870209      -1.884000       2.664200      5.00      5.00   154.153    69.138   -49.279   -180.00     10.00      0.50
  243     36.00      0.00     0.718     119.868637      -1.838810       2.664200      5.00      5.00   163.357    68.754   -33.326   -175.00     10.00      0.50
  244     35.00      0.00     0.932     119.867081      -1.793620       2.664200      5.00      5.00   174.148    75.501   -13.484   -170.00     10.00      0.50
  245     34.00      0.00     1.256     119.865509      -1.748430       2.664200      5.00      5.00   180.189    84.164    -0.686   -165.00     10.00      0.50
  246     33.00      0.00     1.562     119.863937      -1.703240       2.664200      5.00      5.00     3.418    89.926    -7.242   -160.00     10.00      0.50
  247     32.00      1.00     1.759     119.862373      -1.658050       2.664200      5.00      5.00     4.861    87.650   -14.733   -155.00     10.00      0.50
  248     31.00      2.00     1.823     119.860809      -1.612860       2.664200      5.00      5.00   185.888    88.657    25.446   -150.00     10.00      0.50
  249     30.00      0.00     1.758     119.859238      -1.567660       2.664200      5.00      5.00   184.381    84.965    31.420   -145.00     10.00      0.50
  250     29.00      0.00     1.661     119.857681      -1.522470       2.664200      5.00      5.00   176.340    88.027    27.372   -140.00     10.00      0.50
  251     28.00      0.00     1.732     119.856110      -1.477280       2.664200      5.00      5.00   344.499    78.862   -12.621   -135.00     10.00      0.50
  252     27.00      3.00     2.029     119.854538      -1.432090       2.664200      5.00      5.00   337.963    74.726    -6.986   -130.00     10.00      0.50
  253     26.00      4.00     2.256     119.852982      -1.386900       2.664200      5.00      5.00   335.105    77.439    -4.177   -125.00     10.00      0.50
  254     25.00      4.00     2.305     119.851410      -1.341710       2.664200      5.00      5.00   334.274    81.626    -1.964   -120.00     10.00      0.50
  255     24.00      4.00     2.205     119.849838      -1.296520       2.664200      5.00      5.00   334.766    84.142    -0.299   -115.00     10.00      0.50
  256     23.00      3.00     1.987     119.848282      -1.251330       2.664200      5.00      5.00   337.388    88.360     1.392   -110.00     10.00      0.50
  257     22.00      0.00     1.857     119.846710      -1.206140       2.664200      5.00      5.00   160.858    84.862     1.073   -105.00     10.00      0.50
  258     21.00      1.00     1.878     119.845207      -1.160950       2.664200      5.00      5.00   163.992    87.332     6.892   -100.00     10.00      0.50
  259     20.00      3.00     2.042     119.843643      -1.115760       2.664200      5.00      5.00   344.184    82.783   -16.085    -95.00     10.00      0.50
  260     19.00      5.00     2.306     119.842072      -1.070570       2.664200      5.00      5.00   342.728    74.617   -21.372    -90.00     10.00      0.50
  261     18.00      5.00     2.565     119.840500      -1.025380       2.664200      5.00      5.00   342.949    72.075   -19.906    -85.00     10.00      0.50
  262     17.00      6.00     2.848     119.838928      -0.980190       2.664200      5.00      5.00   343.327    70.295   -14.688    -80.00     10.00      0.50
  263     16.00      6.00     3.173     119.837357      -0.934990       2.664200      5.00      5.00   343.401    69.321    -9.533    -75.00     10.00      0.50
  264     15.00      7.00     3.437     119.835793      -0.889800       2.664200      5.00      5.00   343.257    71.165    -5.034    -70.00     10.00      0.50
  265     14.00      7.00     3.565     119.834221      -0.844610       2.664200      5.00      5.00   342.663    73.330    -4.014    -65.00     10.00      0.50
  266     13.00      6.00     3.529     119.832657      -0.799420       2.664200      5.00      5.00   342.270    75.637    -4.457    -60.00     10.00      0.50
  267     12.00      6.00     3.345     119.831093      -0.754230       2.664200      5.00      5.00   342.211    79.027    -4.508    -55.00     10.00      0.50
  268     11.00      6.00     3.158     119.829521      -0.709040       2.664200      5.00      5.00   341.723    77.677    -5.744    -50.00     10.00      0.50
  269     10.00      6.00     3.054     119.827950      -0.663850       2.664200      5.00      5.00   339.430    66.055   -14.665    -45.00     10.00      0.50
  270      9.00      6.00     3.106     119.826378      -0.618660       2.664200      5.00      5.00   334.948    52.797   -26.681    -40.00     10.00      0.50
  271      8.00      6.00     3.057     119.824806      -0.573470       2.664200      5.00      5.00   335.349    49.834   -27.099    -35.00     10.00      0.50
  272      7.00      5.00     2.710     119.823242      -0.528280       2.664200      5.00      5.00   340.927    52.025   -21.230    -30.00     10.00      0.50
  273      6.00      4.00     2.365     119.821671      -0.483090       2.664200      5.00      5.00   347.700    57.807   -15.283    -25.00     10.00      0.50
  274      5.00      4.00     2.250     119.820099      -0.437900       2.664200      5.00      5.00   352.085    62.179   -12.957    -20.00     10.00      0.50
  275      4.00      5.00     2.256     119.818527      -0.392700       2.664200      5.00      5.00   355.602    69.416   -14.166    -15.00     10.00      0.50
  276      3.00      5.00     2.324     119.816963      -0.347510       2.664200      5.00      5.00   357.546    76.877   -16.837    -10.00     10.00      0.50
  277      3.00      4.00     2.418     119.815399      -0.302320       2.664200      5.00      5.00   357.999    80.745   -17.352     -5.00     10.00      0.50
  278      3.00      5.00     2.453     119.813828      -0.257130       2.664200      5.00      5.00   357.894    85.480   -17.461      0.00     10.00      0.50
  279      3.00      5.00     2.373     119.812263      -0.211940       2.664200      5.00      5.00   178.550    88.130    13.324      5.00     10.00      0.50
  280      3.00      4.00     2.195     119.810692      -0.166750       2.664200      5.00      5.00   178.194    84.826     7.834     10.00     10.00      0.50
  281      4.00      3.00     1.942     119.809128      -0.121560       2.664200      5.00      5.00   352.468    78.920   -22.043     15.00     10.00      0.50
  282      5.00      3.00     1.931     119.807564      -0.076370       2.664200      5.00      5.00   342.605    62.738   -40.749     20.00     10.00      0.50
  283      6.00      2.00     1.824     119.806000      -0.031180       2.664200      5.00      5.00   345.117    63.100   -36.198     25.00     10.00      0.50
  284      7.00      2.00     1.647     119.804428       0.014020       2.664200      5.00      5.00   347.385    53.088   -21.577     30.00     10.00      0.50
  285      8.00      2.00     1.536     119.802856       0.059210       2.664200      5.00      5.00    -0.903    32.452     9.060     35.00     10.00      0.50
  286      9.00      1.00     1.361     119.801300       0.104400       2.664200      5.00      5.00    16.286    31.046    26.826     40.00     10.00      0.50
  287     10.00      0.00     0.915     119.799728       0.149590       2.664200      5.00      5.00    21.962    38.226    34.955     45.00     10.00      0.50
  288     10.00      0.00     0.391     119.798172       0.194780       2.664200      5.00      5.00     1.421    67.528    39.039     50.00     10.00      0.50
