   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
   49     37.00      0.00     0.236     119.936150      -1.926930      21.335800      5.00      5.00   213.963    82.410   101.399   -185.00    -10.00      0.50
   50     37.00      0.00     0.349     119.934578      -1.881740      21.335800      5.00      5.00   207.777    80.997    95.168   -180.00    -10.00      0.50
   51     35.00      0.00     0.419     119.933006      -1.836550      21.335800      5.00      5.00   216.811    74.295    88.216   -175.00    -10.00      0.50
   52     35.00      0.00     0.538     119.931450      -1.791360      21.335800      5.00      5.00    13.553    22.210    46.102   -170.00    -10.00      0.50
   53     34.00      0.00     0.755     119.929878      -1.746170      21.335800      5.00      5.00     4.945    43.629    19.060   -165.00    -10.00      0.50
   54     32.00      0.00     0.989     119.928307      -1.700980      21.335800      5.00      5.00    12.170    54.198    23.705   -160.00    -10.00      0.50
   55     32.00      0.00     1.123     119.926743      -1.655790      21.335800      5.00      5.00    11.855    60.035    21.278   -155.00    -10.00      0.50
   56     31.00      0.00     1.202     119.925179      -1.610590      21.335800      5.00      5.00    16.572    63.635    26.205   -150.00    -10.00      0.50
   57     30.00      0.00     1.184     119.923607      -1.565400      21.335800      5.00      5.00    17.331    66.890    30.129   -145.00    -10.00      0.50
   58     29.00      0.00     1.104     119.922043      -1.520210      21.335800      5.00      5.00    11.019    75.370    24.498   -140.00    -10.00      0.50
   59     27.00      0.00     1.083     119.920471      -1.475020      21.335800      5.00      5.00   179.405    87.467    -0.902   -135.00    -10.00      0.50
   60     26.00      0.00     1.214     119.918907      -1.429830      21.335800      5.00      5.00   171.397    83.714    15.134   -130.00    -10.00      0.50
   61     26.00      0.00     1.465     119.917343      -1.384640      21.335800      5.00      5.00   161.305    88.501    12.275   -125.00    -10.00      0.50
   62     25.00      0.00     1.587     119.915771      -1.339450      21.335800      5.00      5.00   338.128    88.378    -9.334   -120.00    -10.00      0.50
   63     23.00      0.00     1.572     119.914200      -1.294260      21.335800      5.00      5.00   338.420    82.117    -6.471   -115.00    -10.00      0.50
   64     23.00      0.00     1.466     119.912643      -1.249070      21.335800      5.00      5.00   341.603    83.534    -5.875   -110.00    -10.00      0.50
   65     22.00      0.00     1.367     119.911072      -1.203880      21.335800      5.00      5.00   347.543    85.574    -6.413   -105.00    -10.00      0.50
   66     21.00      0.00     1.403     119.909500      -1.158690      21.335800      5.00      5.00   173.996    86.567    15.812   -100.00    -10.00      0.50
   67     20.00      0.00     1.439     119.907944      -1.113500      21.335800      5.00      5.00   174.728    89.324    16.696    -95.00    -10.00      0.50
   68     18.00      0.00     1.579     119.906372      -1.068310      21.335800      5.00      5.00   350.695    86.214   -28.342    -90.00    -10.00      0.50
   69     17.00      0.00     1.668     119.904800      -1.023120      21.335800      5.00      5.00   347.603    80.819   -32.811    -85.00    -10.00      0.50
   70     17.00      1.00     1.735     119.903236      -0.977920      21.335800      5.00      5.00   344.771    77.903   -31.584    -80.00    -10.00      0.50
   71     16.00      3.00     2.029     119.901672      -0.932730      21.335800      5.00      5.00   336.920    67.613   -22.619    -75.00    -10.00      0.50
   72     15.00      4.00     2.256     119.900101      -0.887540      21.335800      5.00      5.00   335.990    65.320   -15.435    -70.00    -10.00      0.50
   73     14.00      4.00     2.274     119.898537      -0.842350      21.335800      5.00      5.00   340.089    71.133   -10.710    -65.00    -10.00      0.50
   74     13.00      4.00     2.156     119.896973      -0.797160      21.335800      5.00      5.00   343.617    80.434    -5.240    -60.00    -10.00      0.50
   75     12.00      3.00     1.922     119.895401      -0.751970      21.335800      5.00      5.00   346.654    86.535     1.456    -55.00    -10.00      0.50
   76     11.00      1.00     1.848     119.893837      -0.706780      21.335800      5.00      5.00   348.898    87.925    10.145    -50.00    -10.00      0.50
   77      9.00      0.00     1.809     119.892273      -0.661590      21.335800      5.00      5.00   349.375    84.476     5.040    -45.00    -10.00      0.50
   78      9.00      2.00     1.725     119.890701      -0.616400      21.335800      5.00      5.00   348.665    75.681     1.303    -40.00    -10.00      0.50
   79      8.00      1.00     1.747     119.889137      -0.571210      21.335800      5.00      5.00   349.929    69.633     1.997    -35.00    -10.00      0.50
   80      7.00      1.00     1.733     119.887573      -0.526020      21.335800      5.00      5.00   353.869    62.029     4.748    -30.00    -10.00      0.50
   81      6.00      2.00     1.751     119.886002      -0.480820      21.335800      5.00      5.00     0.976    52.199    12.411    -25.00    -10.00      0.50
   82      5.00      0.00     1.680     119.884438      -0.435630      21.335800      5.00      5.00     9.466    47.297    22.838    -20.00    -10.00      0.50
   83      3.00      0.00     1.650     119.882874      -0.390440      21.335800      5.00      5.00    18.938    50.161    36.435    -15.00    -10.00      0.50
   84      3.00      0.00     1.517     119.881310      -0.345250      21.335800      5.00      5.00    11.037    59.544    28.959    -10.00    -10.00      0.50
   85      2.00      0.00     1.557     119.879738      -0.300060      21.335800      5.00      5.00     1.994    72.525    17.961     -5.00    -10.00      0.50
   86      2.00      1.00     1.589     119.878166      -0.254870      21.335800      5.00      5.00     1.015    78.185    14.379      0.00    -10.00      0.50
   87      2.00      1.00     1.563     119.876602      -0.209680      21.335800      5.00      5.00     3.671    80.257    10.883      5.00    -10.00      0.50
   88      3.00      0.00     1.446     119.875038      -0.164490      21.335800      5.00      5.00     8.088    82.930     5.149     10.00    -10.00      0.50
   89      3.00      0.00     1.373     119.873466      -0.119300      21.335800      5.00      5.00     8.476    79.235    -2.625     15.00    -10.00      0.50
   90      4.00      0.00     1.371     119.871902      -0.074100      21.335800      5.00      5.00     2.050    66.468   -25.110     20.00    -10.00      0.50
   91      5.00      0.00     1.124     119.870331      -0.028910      21.335800      5.00      5.00   356.969    61.866   -34.103     25.00    -10.00      0.50
   92      6.00      0.00     0.912     119.868759       0.016280      21.335800      5.00      5.00     7.317     7.468    33.742     30.00    -10.00      0.50
   93      7.00      0.00     0.799     119.867188       0.061470      21.335800      5.00      5.00    55.788    23.523    89.583     35.00    -10.00      0.50
   94      8.00      0.00     0.675     119.865623       0.106660      21.335800      5.00      5.00   212.376    51.803    93.184     40.00    -10.00      0.50
   95      9.00      0.00     0.548     119.864052       0.151850      21.335800      5.00      5.00   222.191    54.896   134.838     45.00    -10.00      0.50
   96     11.00      0.00     0.493     119.862480       0.197040      21.335800      5.00      5.00   331.694    75.845    41.533     50.00    -10.00      0.50
   97     37.00      0.00     0.166     119.920059      -1.927490      16.667900      5.00      5.00   177.710    78.247    58.288   -185.00     -5.00      0.50
   98     36.00      0.00     0.327     119.918488      -1.882300      16.667900      5.00      5.00   336.196    71.099   -30.011   -180.00     -5.00      0.50
   99     36.00      0.00     0.431     119.916924      -1.837110      16.667900      5.00      5.00   342.727    77.563   -28.400   -175.00     -5.00      0.50
  100     34.00      0.00     0.610     119.915352      -1.791920      16.667900      5.00      5.00   355.495    72.565    -9.399   -170.00     -5.00      0.50
  101     33.00      0.00     0.969     119.913788      -1.746730      16.667900      5.00      5.00     3.239    62.266     9.258   -165.00     -5.00      0.50
  102     33.00      0.00     1.314     119.912216      -1.701540      16.667900      5.00      5.00     8.130    62.240    15.425   -160.00     -5.00      0.50
  103     32.00      0.00     1.500     119.910652      -1.656350      16.667900      5.00      5.00    11.562    62.257    17.606   -155.00     -5.00      0.50
  104     31.00      0.00     1.499     119.909081      -1.611160      16.667900      5.00      5.00    12.794    66.251    19.500   -150.00     -5.00      0.50
  105     30.00      0.00     1.392     119.907516      -1.565970      16.667900      5.00      5.00    10.133    72.674    15.917   -145.00     -5.00      0.50
  106     29.00      0.00     1.298     119.905952      -1.520780      16.667900      5.00      5.00     3.944    83.986     5.276   -140.00     -5.00      0.50
  107     28.00      0.00     1.353     119.904381      -1.475590      16.667900      5.00      5.00   176.165    85.292     8.526   -135.00     -5.00      0.50
  108     27.00      2.00     1.630     119.902809      -1.430400      16.667900      5.00      5.00   345.786    88.189   -10.780   -130.00     -5.00      0.50
  109     26.00      3.00     1.927     119.901253      -1.385210      16.667900      5.00      5.00   338.836    86.378   -13.596   -125.00     -5.00      0.50
  110     25.00      3.00     2.091     119.899681      -1.340020      16.667900      5.00      5.00   335.207    84.305    -7.864   -120.00     -5.00      0.50
  111     24.00      1.00     1.984     119.898109      -1.294830      16.667900      5.00      5.00   336.559    83.205    -2.089   -115.00     -5.00      0.50
  112     23.00      0.00     1.817     119.896553      -1.249630      16.667900      5.00      5.00   340.333    81.239    -0.328   -110.00     -5.00      0.50
  113     22.00      1.00     1.710     119.894981      -1.204440      16.667900      5.00      5.00   346.410    88.877    -8.100   -105.00     -5.00      0.50
  114     21.00      2.00     1.692     119.893410      -1.159250      16.667900      5.00      5.00   170.817    87.412    11.765   -100.00     -5.00      0.50
  115     20.00      1.00     1.796     119.891853      -1.114060      16.667900      5.00      5.00   173.172    88.764    16.536    -95.00     -5.00      0.50
  116     19.00      1.00     1.923     119.890282      -1.068870      16.667900      5.00      5.00   351.704    87.498   -25.004    -90.00     -5.00      0.50
  117     18.00      3.00     2.098     119.888710      -1.023680      16.667900      5.00      5.00   345.240    76.632   -25.877    -85.00     -5.00      0.50
  118     17.00      5.00     2.349     119.887154      -0.978490      16.667900      5.00      5.00   341.201    68.823   -22.992    -80.00     -5.00      0.50
  119     16.00      5.00     2.747     119.885582      -0.933300      16.667900      5.00      5.00   337.759    64.097   -17.982    -75.00     -5.00      0.50
  120     15.00      5.00     2.978     119.884010      -0.888110      16.667900      5.00      5.00   338.720    65.380   -11.919    -70.00     -5.00      0.50
  121     14.00      6.00     3.034     119.882446      -0.842920      16.667900      5.00      5.00   341.556    69.875    -7.288    -65.00     -5.00      0.50
  122     13.00      6.00     2.859     119.880882      -0.797730      16.667900      5.00      5.00   343.972    76.066    -3.958    -60.00     -5.00      0.50
  123     12.00      5.00     2.660     119.879311      -0.752540      16.667900      5.00      5.00   345.853    80.751    -0.714    -55.00     -5.00      0.50
  124     11.00      5.00     2.495     119.877747      -0.707340      16.667900      5.00      5.00   346.469    83.650     5.308    -50.00     -5.00      0.50
  125     10.00      4.00     2.388     119.876183      -0.662150      16.667900      5.00      5.00   346.454    80.742     4.613    -45.00     -5.00      0.50
  126      9.00      4.00     2.371     119.874619      -0.616960      16.667900      5.00      5.00   345.969    66.611    -5.580    -40.00     -5.00      0.50
  127      8.00      5.00     2.289     119.873047      -0.571770      16.667900      5.00      5.00   346.770    62.122    -7.765    -35.00     -5.00      0.50
  128      7.00      3.00     2.116     119.871483      -0.526580      16.667900      5.00      5.00   352.245    61.459    -0.825    -30.00     -5.00      0.50
  129      6.00      3.00     2.073     119.869919      -0.481390      16.667900      5.00      5.00   357.138    56.578     5.022    -25.00     -5.00      0.50
  130      5.00      4.00     1.955     119.868347      -0.436200      16.667900      5.00      5.00     2.742    55.435    11.007    -20.00     -5.00      0.50
  131      4.00      2.00     1.953     119.866791      -0.391010      16.667900      5.00      5.00     8.479    54.184    18.935    -15.00     -5.00      0.50
  132      3.00      2.00     1.944     119.865219      -0.345820      16.667900      5.00      5.00     3.971    64.677    11.947    -10.00     -5.00      0.50
  133      2.00      3.00     2.045     119.863647      -0.300630      16.667900      5.00      5.00     0.116    75.625     7.265     -5.00     -5.00      0.50
  134      2.00      4.00     2.184     119.862091      -0.255430      16.667900      5.00      5.00   359.062    79.298     4.169      0.00     -5.00      0.50
  135      2.00      3.00     2.130     119.860519      -0.210240      16.667900      5.00      5.00     0.387    85.570     4.793      5.00     -5.00      0.50
  136      3.00      3.00     1.880     119.858948      -0.165050      16.667900      5.00      5.00     3.490    87.869     2.948     10.00     -5.00      0.50
  137      3.00      1.00     1.733     119.857384      -0.119860      16.667900      5.00      5.00     3.148    82.112    -6.237     15.00     -5.00      0.50
  138      4.00      0.00     1.610     119.855812      -0.074670      16.667900      5.00      5.00   356.502    65.142   -28.515     20.00     -5.00      0.50
  139      6.00      0.00     1.372     119.854240      -0.029480      16.667900      5.00      5.00   356.163    58.882   -30.415     25.00     -5.00      0.50
  140      6.00      0.00     1.227     119.852669       0.015710      16.667900      5.00      5.00    59.739     9.575    96.675     30.00     -5.00      0.50
  141      8.00      0.00     1.023     119.851097       0.060900      16.667900      5.00      5.00    50.676    21.731    84.649     35.00     -5.00      0.50
  142      9.00      0.00     0.967     119.849533       0.106090      16.667900      5.00      5.00    28.515    27.898    61.309     40.00     -5.00      0.50
  143      9.00      0.00     0.699     119.847961       0.151280      16.667900      5.00      5.00   358.841    38.613    46.963     45.00     -5.00      0.50
  144     10.00      0.00     0.399     119.846390       0.196470      16.667900      5.00      5.00   337.202    66.168    43.861     50.00     -5.00      0.50
  145     37.00      0.00     0.175     119.903961      -1.928060      12.000000      5.00      5.00   165.746    77.179   -25.601   -185.00      0.00      0.50
  146     36.00      0.00     0.348     119.902397      -1.882870      12.000000      5.00      5.00   160.391    69.998   -22.425   -180.00      0.00      0.50
  147     35.00      0.00     0.574     119.900833      -1.837680      12.000000      5.00      5.00   165.983    69.323   -12.831   -175.00      0.00      0.50
  148     34.00      0.00     0.827     119.899261      -1.792490      12.000000      5.00      5.00   175.686    83.651    -1.587   -170.00      0.00      0.50
  149     34.00      0.00     1.149     119.897690      -1.747300      12.000000      5.00      5.00     1.217    83.506     1.128   -165.00      0.00      0.50
  150     33.00      0.00     1.469     119.896133      -1.702110      12.000000      5.00      5.00     5.302    74.767     5.062   -160.00      0.00      0.50
  151     32.00      0.00     1.660     119.894562      -1.656920      12.000000      5.00      5.00     8.179    71.800     8.287   -155.00      0.00      0.50
  152     31.00      0.00     1.665     119.892990      -1.611730      12.000000      5.00      5.00     7.616    70.995     5.822   -150.00      0.00      0.50
  153     30.00      0.00     1.520     119.891418      -1.566530      12.000000      5.00      5.00     3.511    78.773    -2.865   -145.00      0.00      0.50
  154     28.00      0.00     1.428     119.889862      -1.521340      12.000000      5.00      5.00   179.452    88.906    10.333   -140.00      0.00      0.50
  155     28.00      0.00     1.536     119.888290      -1.476150      12.000000      5.00      5.00   351.464    88.982    -8.328   -135.00      0.00      0.50
  156     27.00      3.00     1.876     119.886719      -1.430960      12.000000      5.00      5.00   342.103    82.736    -9.369   -130.00      0.00      0.50
  157     26.00      4.00     2.205     119.885162      -1.385770      12.000000      5.00      5.00   336.214    82.972   -10.778   -125.00      0.00      0.50
  158     25.00      4.00     2.304     119.883591      -1.340580      12.000000      5.00      5.00   333.890    83.418    -7.475   -120.00      0.00      0.50
  159     24.00      5.00     2.207     119.882019      -1.295390      12.000000      5.00      5.00   335.308    82.863     0.704   -115.00      0.00      0.50
  160     23.00      2.00     2.029     119.880463      -1.250200      12.000000      5.00      5.00   338.946    82.185     1.224   -110.00      0.00      0.50
  161     22.00      2.00     1.815     119.878891      -1.205010      12.000000      5.00      5.00   164.394    87.507     3.815   -105.00      0.00      0.50
  162     21.00      2.00     1.812     119.877319      -1.159820      12.000000      5.00      5.00   168.813    84.470     7.338   -100.00      0.00      0.50
  163     20.00      2.00     1.936     119.875763      -1.114630      12.000000      5.00      5.00   349.746    88.291   -16.295    -95.00      0.00      0.50
  164     19.00      4.00     2.164     119.874191      -1.069440      12.000000      5.00      5.00   346.896    78.609   -21.945    -90.00      0.00      0.50
  165     18.00      5.00     2.479     119.872620      -1.024250      12.000000      5.00      5.00   342.969    70.622   -24.847    -85.00      0.00      0.50
  166     16.00      6.00     2.800     119.871063      -0.979050      12.000000      5.00      5.00   340.563    65.921   -20.551    -80.00      0.00      0.50
  167     16.00      7.00     3.155     119.869492      -0.933860      12.000000      5.00      5.00   340.017    65.780   -15.498    -75.00      0.00      0.50
  168     15.00      7.00     3.381     119.867928      -0.888670      12.000000      5.00      5.00   340.895    68.912   -10.947    -70.00      0.00      0.50
  169     14.00      6.00     3.412     119.866364      -0.843480      12.000000      5.00      5.00   341.917    70.662    -7.027    -65.00      0.00      0.50
  170     13.00      6.00     3.320     119.864792      -0.798290      12.000000      5.00      5.00   343.312    74.428    -5.082    -60.00      0.00      0.50
  171     12.00      6.00     3.109     119.863228      -0.753100      12.000000      5.00      5.00   344.417    80.984    -3.284    -55.00      0.00      0.50
  172     11.00      6.00     2.875     119.861656      -0.707910      12.000000      5.00      5.00   344.504    83.200     1.144    -50.00      0.00      0.50
  173     10.00      5.00     2.769     119.860092      -0.662720      12.000000      5.00      5.00   343.784    73.667    -3.658    -45.00      0.00      0.50
  174      9.00      6.00     2.832     119.858528      -0.617530      12.000000      5.00      5.00   341.352    59.573   -14.970    -40.00      0.00      0.50
  175      8.00      6.00     2.684     119.856956      -0.572340      12.000000      5.00      5.00   341.827    55.480   -17.399    -35.00      0.00      0.50
  176      7.00      4.00     2.409     119.855400      -0.527150      12.000000      5.00      5.00   346.416    57.887   -13.773    -30.00      0.00      0.50
  177      6.00      4.00     2.219     119.853828      -0.481950      12.000000      5.00      5.00   354.252    58.357    -3.032    -25.00      0.00      0.50
  178      5.00      4.00     2.119     119.852257      -0.436760      12.000000      5.00      5.00   358.967    58.910     2.123    -20.00      0.00      0.50
  179      4.00      4.00     2.127     119.850700      -0.391570      12.000000      5.00      5.00     0.719    62.833     1.626    -15.00      0.00      0.50
  180      3.00      4.00     2.108     119.849129      -0.346380      12.000000      5.00      5.00     0.971    71.527     0.508    -10.00      0.00      0.50
  181      2.00      5.00     2.316     119.847572      -0.301190      12.000000      5.00      5.00   357.622    77.814    -4.753     -5.00      0.00      0.50
  182      1.00      5.00     2.470     119.846001      -0.256000      12.000000      5.00      5.00   357.196    81.091    -4.018      0.00      0.00      0.50
  183      2.00      4.00     2.372     119.844429      -0.210810      12.000000      5.00      5.00   358.526    89.306     0.777      5.00      0.00      0.50
  184      3.00      3.00     2.150     119.842873      -0.165620      12.000000      5.00      5.00   179.980    84.540    -2.360     10.00      0.00      0.50
  185      4.00      2.00     1.871     119.841301      -0.120430      12.000000      5.00      5.00   358.140    83.644    -9.960     15.00      0.00      0.50
  186      4.00      0.00     1.743     119.839737      -0.075240      12.000000      5.00      5.00   349.163    61.456   -34.417     20.00      0.00      0.50
  187      6.00      0.00     1.610     119.838173      -0.030050      12.000000      5.00      5.00   352.002    59.500   -30.263     25.00      0.00      0.50
  188      7.00      0.00     1.362     119.836601       0.015150      12.000000      5.00      5.00   349.881    47.040   -14.071     30.00      0.00      0.50
  189      8.00      1.00     1.305     119.835037       0.060340      12.000000      5.00      5.00    10.699    23.735    30.638     35.00      0.00      0.50
  190      9.00      0.00     1.203     119.833473       0.105530      12.000000      5.00      5.00    23.104    25.591    43.948     40.00      0.00      0.50
  191     10.00      0.00     0.667     119.831909       0.150720      12.000000      5.00      5.00     6.195    44.854    40.911     45.00      0.00      0.50
  192     10.00      0.00     0.409     119.830338       0.195910      12.000000      5.00      5.00   347.373    65.437    49.594     50.00      0.00      0.50
  193     37.00      0.00     0.372     119.887871      -1.928620       7.332100      5.00      5.00   151.702    69.944   -55.160   -185.00      5.00      0.50
  194     37.00      0.00     0.555     119.886299      -1.883430       7.332100      5.00      5.00   152.952    66.566   -43.370   -180.00      5.00      0.50
  195     36.00      0.00     0.701     119.884743      -1.838240       7.332100      5.00      5.00   163.482    67.422   -28.153   -175.00      5.00      0.50
  196     35.00      0.00     0.931     119.883171      -1.793050       7.332100      5.00      5.00   173.612    74.521   -12.550   -170.00      5.00      0.50
  197     34.00      0.00     1.254     119.881599      -1.747860       7.332100      5.00      5.00   180.214    87.274    -2.126   -165.00      5.00      0.50
  198     33.00      0.00     1.558     119.880028      -1.702670       7.332100      5.00      5.00     3.780    84.695    -2.958   -160.00      5.00      0.50
  199     32.00      1.00     1.742     119.878471      -1.657480       7.332100      5.00      5.00     5.103    81.693    -6.183   -155.00      5.00      0.50
  200     31.00      1.00     1.747     119.876900      -1.612290       7.332100      5.00      5.00     4.516    81.713   -12.122   -150.00      5.00      0.50
  201     30.00      0.00     1.646     119.875328      -1.567100       7.332100      5.00      5.00   183.419    89.881    21.697   -145.00      5.00      0.50
  202     29.00      0.00     1.571     119.873772      -1.521910       7.332100      5.00      5.00   177.877    86.942    21.989   -140.00      5.00      0.50
  203     28.00      0.00     1.682     119.872200      -1.476720       7.332100      5.00      5.00   346.863    83.205   -12.032   -135.00      5.00      0.50
  204     27.00      3.00     2.021     119.870628      -1.431530       7.332100      5.00      5.00   338.725    78.065    -8.764   -130.00      5.00      0.50
  205     26.00      4.00     2.293     119.869072      -1.386340       7.332100      5.00      5.00   334.987    79.346    -6.758   -125.00      5.00      0.50
  206     25.00      4.00     2.338     119.867500      -1.341150       7.332100      5.00      5.00   334.140    82.151    -3.629   -120.00      5.00      0.50
  207     24.00      5.00     2.288     119.865929      -1.295960       7.332100      5.00      5.00   334.460    81.346    -1.045   -115.00      5.00      0.50
  208     23.00      3.00     2.033     119.864372      -1.250760       7.332100      5.00      5.00   337.812    84.588     2.736   -110.00      5.00      0.50
  209     22.00      1.00     1.847     119.862801      -1.205570       7.332100      5.00      5.00   162.153    84.115     1.651   -105.00      5.00      0.50
  210     20.00      1.00     1.895     119.861229      -1.160380       7.332100      5.00      5.00   165.418    87.114     9.169   -100.00      5.00      0.50
  211     20.00      3.00     2.019     119.859673      -1.115190       7.332100      5.00      5.00   346.296    84.824   -15.923    -95.00      5.00      0.50
  212     19.00      5.00     2.273     119.858101      -1.070000       7.332100      5.00      5.00   344.364    75.810   -20.788    -90.00      5.00      0.50
  213     18.00      5.00     2.533     119.856537      -1.024810       7.332100      5.00      5.00   343.562    72.018   -20.398    -85.00      5.00      0.50
  214     17.00      6.00     2.860     119.854973      -0.979620       7.332100      5.00      5.00   342.333    68.978   -17.037    -80.00      5.00      0.50
