   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
   59     24.00      0.00     0.809     119.920471      -1.475020      21.335800      5.00      5.00     2.908    67.224    57.098   -135.00    -10.00      0.50
   60     24.00      0.00     0.747     119.918907      -1.429830      21.335800      5.00      5.00     6.309    70.666    64.510   -130.00    -10.00      0.50
   61     22.00      0.00     0.689     119.917343      -1.384640      21.335800      5.00      5.00    19.919    71.828    78.086   -125.00    -10.00      0.50
   62     20.00      0.00     0.682     119.915771      -1.339450      21.335800      5.00      5.00    22.143    74.384    73.878   -120.00    -10.00      0.50
   63     20.00      0.00     0.643     119.914200      -1.294260      21.335800      5.00      5.00     6.975    86.231    56.904   -115.00    -10.00      0.50
   64     19.00      0.00     0.732     119.912643      -1.249070      21.335800      5.00      5.00   165.458    56.421   -14.998   -110.00    -10.00      0.50
   65     18.00      0.00     0.865     119.911072      -1.203880      21.335800      5.00      5.00   172.121    60.907    -6.412   -105.00    -10.00      0.50
   66     17.00      0.00     0.979     119.909500      -1.158690      21.335800      5.00      5.00   176.734    75.939     4.192   -100.00    -10.00      0.50
   67     17.00      0.00     1.152     119.907944      -1.113500      21.335800      5.00      5.00   176.695    89.124     9.809    -95.00    -10.00      0.50
   68     17.00      0.00     1.409     119.906372      -1.068310      21.335800      5.00      5.00   355.312    81.301   -15.997    -90.00    -10.00      0.50
   69     14.00      0.00     1.677     119.904800      -1.023120      21.335800      5.00      5.00   355.729    76.635   -21.351    -85.00    -10.00      0.50
   70     14.00      0.00     1.838     119.903236      -0.977920      21.335800      5.00      5.00   355.303    72.543   -21.048    -80.00    -10.00      0.50
   71     14.00      0.00     1.981     119.901672      -0.932730      21.335800      5.00      5.00   354.123    71.903   -22.152    -75.00    -10.00      0.50
   72     12.00      0.00     1.959     119.900101      -0.887540      21.335800      5.00      5.00   351.813    72.668   -22.770    -70.00    -10.00      0.50
   73     11.00      0.00     1.856     119.898537      -0.842350      21.335800      5.00      5.00   349.709    71.578   -19.940    -65.00    -10.00      0.50
   74     10.00      0.00     1.717     119.896973      -0.797160      21.335800      5.00      5.00   348.662    72.457   -15.138    -60.00    -10.00      0.50
   75      9.00      0.00     1.618     119.895401      -0.751970      21.335800      5.00      5.00   347.596    77.459   -10.674    -55.00    -10.00      0.50
   76      9.00      0.00     1.539     119.893837      -0.706780      21.335800      5.00      5.00   347.280    80.975    -3.311    -50.00    -10.00      0.50
   77      8.00      0.00     1.498     119.892273      -0.661590      21.335800      5.00      5.00   346.525    82.156     5.764    -45.00    -10.00      0.50
   78      7.00      0.00     1.490     119.890701      -0.616400      21.335800      5.00      5.00   345.791    79.470     9.682    -40.00    -10.00      0.50
   79      6.00      0.00     1.528     119.889137      -0.571210      21.335800      5.00      5.00   347.015    71.576    10.532    -35.00    -10.00      0.50
   80      6.00      0.00     1.528     119.887573      -0.526020      21.335800      5.00      5.00   349.846    70.875    14.531    -30.00    -10.00      0.50
   81      5.00      0.00     1.597     119.886002      -0.480820      21.335800      5.00      5.00   352.734    67.335    13.490    -25.00    -10.00      0.50
   82      4.00      0.00     1.680     119.884438      -0.435630      21.335800      5.00      5.00   355.181    66.249    12.493    -20.00    -10.00      0.50
   83      3.00      0.00     1.831     119.882874      -0.390440      21.335800      5.00      5.00   356.774    60.790     9.671    -15.00    -10.00      0.50
   84      2.00      3.00     2.014     119.881310      -0.345250      21.335800      5.00      5.00   357.650    56.483     7.076    -10.00    -10.00      0.50
   85      2.00      3.00     2.134     119.879738      -0.300060      21.335800      5.00      5.00   358.876    55.033     7.778     -5.00    -10.00      0.50
   86      2.00      3.00     2.165     119.878166      -0.254870      21.335800      5.00      5.00   358.595    55.201     6.111      0.00    -10.00      0.50
   87      2.00      4.00     2.044     119.876602      -0.209680      21.335800      5.00      5.00   358.912    59.830     4.655      5.00    -10.00      0.50
   88      3.00      4.00     1.942     119.875038      -0.164490      21.335800      5.00      5.00   359.310    59.062     4.218     10.00    -10.00      0.50
   89      4.00      4.00     1.803     119.873466      -0.119300      21.335800      5.00      5.00   359.946    58.505     5.903     15.00    -10.00      0.50
   90      4.00      2.00     1.564     119.871902      -0.074100      21.335800      5.00      5.00   358.547    62.022     7.689     20.00    -10.00      0.50
   91      5.00      0.00     1.243     119.870331      -0.028910      21.335800      5.00      5.00   351.633    69.721     8.171     25.00    -10.00      0.50
   92      5.00      0.00     0.968     119.868759       0.016280      21.335800      5.00      5.00   342.964    80.626     8.927     30.00    -10.00      0.50
   93      8.00      0.00     0.762     119.867188       0.061470      21.335800      5.00      5.00   335.634    83.790    15.158     35.00    -10.00      0.50
   94      7.00      0.00     0.623     119.865623       0.106660      21.335800      5.00      5.00   335.398    74.140    26.758     40.00    -10.00      0.50
   95      9.00      0.00     0.496     119.864052       0.151850      21.335800      5.00      5.00   196.620    45.124    87.413     45.00    -10.00      0.50
   96      9.00      0.00     0.330     119.862480       0.197040      21.335800      5.00      5.00   206.016    49.574    95.814     50.00    -10.00      0.50
   97     31.00      0.00     0.421     119.920059      -1.927490      16.667900      5.00      5.00   345.012    89.988   -59.364   -185.00     -5.00      0.50
   98     31.00      0.00     0.729     119.918488      -1.882300      16.667900      5.00      5.00   348.983    88.559   -50.898   -180.00     -5.00      0.50
   99     30.00      0.00     0.932     119.916924      -1.837110      16.667900      5.00      5.00   352.618    87.770   -40.188   -175.00     -5.00      0.50
  100     29.00      0.00     1.071     119.915352      -1.791920      16.667900      5.00      5.00   357.189    88.948   -30.446   -170.00     -5.00      0.50
  101     28.00      0.00     1.184     119.913788      -1.746730      16.667900      5.00      5.00   358.929    85.997   -20.464   -165.00     -5.00      0.50
  102     27.00      0.00     1.270     119.912216      -1.701540      16.667900      5.00      5.00   358.194    76.948    -8.606   -160.00     -5.00      0.50
  103     27.00      0.00     1.289     119.910652      -1.656350      16.667900      5.00      5.00   358.753    66.823     2.922   -155.00     -5.00      0.50
  104     26.00      0.00     1.248     119.909081      -1.611160      16.667900      5.00      5.00     0.369    58.776    13.953   -150.00     -5.00      0.50
  105     25.00      0.00     1.159     119.907516      -1.565970      16.667900      5.00      5.00     5.977    54.486    29.858   -145.00     -5.00      0.50
  106     24.00      0.00     1.131     119.905952      -1.520780      16.667900      5.00      5.00    12.258    54.377    43.012   -140.00     -5.00      0.50
  107     24.00      0.00     1.064     119.904381      -1.475590      16.667900      5.00      5.00    11.835    59.635    50.550   -135.00     -5.00      0.50
  108     23.00      0.00     0.986     119.902809      -1.430400      16.667900      5.00      5.00     9.244    67.908    57.647   -130.00     -5.00      0.50
  109     22.00      0.00     0.896     119.901253      -1.385210      16.667900      5.00      5.00     7.572    74.031    61.379   -125.00     -5.00      0.50
  110     20.00      0.00     0.842     119.899681      -1.340020      16.667900      5.00      5.00     7.552    78.925    60.815   -120.00     -5.00      0.50
  111     20.00      0.00     0.777     119.898109      -1.294830      16.667900      5.00      5.00   178.734    89.446   -44.197   -115.00     -5.00      0.50
  112     19.00      0.00     0.914     119.896553      -1.249630      16.667900      5.00      5.00   166.994    68.238   -21.064   -110.00     -5.00      0.50
  113     18.00      0.00     1.100     119.894981      -1.204440      16.667900      5.00      5.00   170.484    70.587    -9.478   -105.00     -5.00      0.50
  114     17.00      0.00     1.347     119.893410      -1.159250      16.667900      5.00      5.00   173.647    79.414    -1.780   -100.00     -5.00      0.50
  115     17.00      0.00     1.636     119.891853      -1.114060      16.667900      5.00      5.00   354.964    88.702    -8.023    -95.00     -5.00      0.50
  116     15.00      0.00     2.041     119.890282      -1.068870      16.667900      5.00      5.00   352.424    77.024   -18.904    -90.00     -5.00      0.50
  117     15.00      1.00     2.416     119.888710      -1.023680      16.667900      5.00      5.00   351.442    73.183   -22.938    -85.00     -5.00      0.50
  118     15.00      5.00     2.641     119.887154      -0.978490      16.667900      5.00      5.00   351.218    70.971   -24.113    -80.00     -5.00      0.50
  119     14.00      5.00     2.781     119.885582      -0.933300      16.667900      5.00      5.00   349.836    68.442   -23.563    -75.00     -5.00      0.50
  120     13.00      3.00     2.761     119.884010      -0.888110      16.667900      5.00      5.00   348.843    68.537   -23.022    -70.00     -5.00      0.50
  121     12.00      1.00     2.632     119.882446      -0.842920      16.667900      5.00      5.00   347.843    69.883   -21.935    -65.00     -5.00      0.50
  122     10.00      0.00     2.408     119.880882      -0.797730      16.667900      5.00      5.00   347.446    71.105   -16.892    -60.00     -5.00      0.50
  123     10.00      0.00     2.251     119.879311      -0.752540      16.667900      5.00      5.00   347.061    73.840   -11.088    -55.00     -5.00      0.50
  124      9.00      0.00     2.200     119.877747      -0.707340      16.667900      5.00      5.00   346.037    76.990    -6.206    -50.00     -5.00      0.50
  125      8.00      0.00     2.176     119.876183      -0.662150      16.667900      5.00      5.00   344.457    77.427    -0.888    -45.00     -5.00      0.50
  126      8.00      0.00     2.136     119.874619      -0.616960      16.667900      5.00      5.00   343.460    81.063     5.901    -40.00     -5.00      0.50
  127      7.00      0.00     2.111     119.873047      -0.571770      16.667900      5.00      5.00   344.186    82.121    10.326    -35.00     -5.00      0.50
  128      6.00      0.00     2.128     119.871483      -0.526580      16.667900      5.00      5.00   346.941    78.566    13.233    -30.00     -5.00      0.50
  129      5.00      0.00     2.189     119.869919      -0.481390      16.667900      5.00      5.00   350.894    72.117    11.119    -25.00     -5.00      0.50
  130      4.00      4.00     2.281     119.868347      -0.436200      16.667900      5.00      5.00   353.529    68.552     8.877    -20.00     -5.00      0.50
  131      3.00      6.00     2.502     119.866791      -0.391010      16.667900      5.00      5.00   356.626    62.672     7.459    -15.00     -5.00      0.50
  132      3.00      7.00     2.756     119.865219      -0.345820      16.667900      5.00      5.00   357.202    60.703     4.440    -10.00     -5.00      0.50
  133      2.00      8.00     2.929     119.863647      -0.300630      16.667900      5.00      5.00   356.915    59.555     2.116     -5.00     -5.00      0.50
  134      2.00      9.00     2.984     119.862091      -0.255430      16.667900      5.00      5.00   356.912    59.607     0.660      0.00     -5.00      0.50
  135      2.00      8.00     2.868     119.860519      -0.210240      16.667900      5.00      5.00   357.284    61.387    -0.017      5.00     -5.00      0.50
  136      3.00      7.00     2.654     119.858948      -0.165050      16.667900      5.00      5.00   357.955    60.910     1.151     10.00     -5.00      0.50
  137      3.00      5.00     2.375     119.857384      -0.119860      16.667900      5.00      5.00   357.780    60.928     3.601     15.00     -5.00      0.50
  138      4.00      4.00     2.028     119.855812      -0.074670      16.667900      5.00      5.00   354.619    63.271     4.245     20.00     -5.00      0.50
  139      4.00      0.00     1.644     119.854240      -0.029480      16.667900      5.00      5.00   347.934    69.656     4.706     25.00     -5.00      0.50
  140      5.00      0.00     1.320     119.852669       0.015710      16.667900      5.00      5.00   339.065    81.294    10.606     30.00     -5.00      0.50
  141      7.00      0.00     1.162     119.851097       0.060900      16.667900      5.00      5.00   333.411    85.670    13.369     35.00     -5.00      0.50
  142     10.00      0.00     0.992     119.849533       0.106090      16.667900      5.00      5.00   331.210    87.640    14.544     40.00     -5.00      0.50
  143      9.00      0.00     0.665     119.847961       0.151280      16.667900      5.00      5.00   337.609    76.114    21.372     45.00     -5.00      0.50
  144      9.00      0.00     0.352     119.846390       0.196470      16.667900      5.00      5.00   219.777    50.874   116.885     50.00     -5.00      0.50
  145     31.00      0.00     0.474     119.903961      -1.928060      12.000000      5.00      5.00   329.987    77.538   -45.478   -185.00      0.00      0.50
  146     31.00      0.00     0.884     119.902397      -1.882870      12.000000      5.00      5.00   337.579    80.966   -37.623   -180.00      0.00      0.50
  147     30.00      0.00     1.159     119.900833      -1.837680      12.000000      5.00      5.00   345.204    85.973   -28.904   -175.00      0.00      0.50
  148     29.00      0.00     1.336     119.899261      -1.792490      12.000000      5.00      5.00   171.027    89.557    21.400   -170.00      0.00      0.50
  149     29.00      0.00     1.453     119.897690      -1.747300      12.000000      5.00      5.00   354.616    89.602   -14.095   -165.00      0.00      0.50
  150     28.00      0.00     1.532     119.896133      -1.702110      12.000000      5.00      5.00   356.484    82.676    -6.582   -160.00      0.00      0.50
  151     27.00      0.00     1.537     119.894562      -1.656920      12.000000      5.00      5.00   358.052    74.131     1.875   -155.00      0.00      0.50
  152     26.00      0.00     1.497     119.892990      -1.611730      12.000000      5.00      5.00     1.016    62.644    13.382   -150.00      0.00      0.50
  153     26.00      0.00     1.420     119.891418      -1.566530      12.000000      5.00      5.00     5.586    55.226    24.933   -145.00      0.00      0.50
  154     25.00      0.00     1.349     119.889862      -1.521340      12.000000      5.00      5.00    11.126    53.647    35.544   -140.00      0.00      0.50
  155     24.00      0.00     1.278     119.888290      -1.476150      12.000000      5.00      5.00    13.678    56.584    42.930   -135.00      0.00      0.50
  156     23.00      0.00     1.162     119.886719      -1.430960      12.000000      5.00      5.00     9.519    64.825    48.654   -130.00      0.00      0.50
  157     23.00      0.00     1.044     119.885162      -1.385770      12.000000      5.00      5.00     1.095    75.035    53.233   -125.00      0.00      0.50
  158     21.00      0.00     0.945     119.883591      -1.340580      12.000000      5.00      5.00   354.223    85.447    49.606   -120.00      0.00      0.50
  159     20.00      0.00     0.955     119.882019      -1.295390      12.000000      5.00      5.00   166.708    81.362   -34.362   -115.00      0.00      0.50
  160     19.00      0.00     1.096     119.880463      -1.250200      12.000000      5.00      5.00   165.899    75.196   -23.405   -110.00      0.00      0.50
  161     18.00      0.00     1.329     119.878891      -1.205010      12.000000      5.00      5.00   168.243    76.820   -12.018   -105.00      0.00      0.50
  162     18.00      0.00     1.671     119.877319      -1.159820      12.000000      5.00      5.00   171.264    86.332     0.685   -100.00      0.00      0.50
  163     17.00      2.00     2.046     119.875763      -1.114630      12.000000      5.00      5.00   351.971    85.827   -10.519    -95.00      0.00      0.50
  164     16.00      5.00     2.540     119.874191      -1.069440      12.000000      5.00      5.00   350.332    75.287   -19.860    -90.00      0.00      0.50
  165     15.00      8.00     3.009     119.872620      -1.024250      12.000000      5.00      5.00   348.175    69.869   -24.452    -85.00      0.00      0.50
  166     14.00     11.00     3.290     119.871063      -0.979050      12.000000      5.00      5.00   347.276    67.624   -25.896    -80.00      0.00      0.50
  167     13.00     11.00     3.398     119.869492      -0.933860      12.000000      5.00      5.00   346.783    66.117   -25.512    -75.00      0.00      0.50
  168     12.00     12.00     3.419     119.867928      -0.888670      12.000000      5.00      5.00   346.482    65.991   -24.549    -70.00      0.00      0.50
  169     12.00     11.00     3.238     119.866364      -0.843480      12.000000      5.00      5.00   346.101    66.850   -22.539    -65.00      0.00      0.50
  170     11.00      9.00     3.044     119.864792      -0.798290      12.000000      5.00      5.00   345.215    66.701   -19.975    -60.00      0.00      0.50
  171     10.00      4.00     2.878     119.863228      -0.753100      12.000000      5.00      5.00   344.469    68.099   -16.632    -55.00      0.00      0.50
  172      9.00      3.00     2.766     119.861656      -0.707910      12.000000      5.00      5.00   344.096    72.041   -10.209    -50.00      0.00      0.50
  173      8.00      3.00     2.771     119.860092      -0.662720      12.000000      5.00      5.00   342.193    74.511    -6.172    -45.00      0.00      0.50
  174      7.00      2.00     2.683     119.858528      -0.617530      12.000000      5.00      5.00   341.675    80.534     2.814    -40.00      0.00      0.50
  175      7.00      0.00     2.622     119.856956      -0.572340      12.000000      5.00      5.00   341.916    86.494    11.249    -35.00      0.00      0.50
  176      6.00      0.00     2.619     119.855400      -0.527150      12.000000      5.00      5.00   344.449    84.561    14.172    -30.00      0.00      0.50
  177      5.00      5.00     2.624     119.853828      -0.481950      12.000000      5.00      5.00   348.116    78.242    10.402    -25.00      0.00      0.50
  178      4.00      6.00     2.727     119.852257      -0.436760      12.000000      5.00      5.00   351.713    72.133     6.439    -20.00      0.00      0.50
  179      4.00      7.00     2.942     119.850700      -0.391570      12.000000      5.00      5.00   354.499    67.550     3.424    -15.00      0.00      0.50
  180      3.00      8.00     3.262     119.849129      -0.346380      12.000000      5.00      5.00   354.970    63.154    -0.628    -10.00      0.00      0.50
  181      2.00     10.00     3.510     119.847572      -0.301190      12.000000      5.00      5.00   354.269    62.573    -3.979     -5.00      0.00      0.50
  182      2.00     10.00     3.566     119.846001      -0.256000      12.000000      5.00      5.00   354.773    62.705    -4.611      0.00      0.00      0.50
  183      2.00     10.00     3.428     119.844429      -0.210810      12.000000      5.00      5.00   355.521    62.769    -3.662      5.00      0.00      0.50
  184      2.00      8.00     3.112     119.842873      -0.165620      12.000000      5.00      5.00   356.232    62.605    -1.843     10.00      0.00      0.50
  185      3.00      7.00     2.724     119.841301      -0.120430      12.000000      5.00      5.00   354.531    61.018    -0.442     15.00      0.00      0.50
  186      4.00      5.00     2.287     119.839737      -0.075240      12.000000      5.00      5.00   350.943    63.283     1.038     20.00      0.00      0.50
  187      5.00      0.00     1.907     119.838173      -0.030050      12.000000      5.00      5.00   345.038    69.525     3.548     25.00      0.00      0.50
  188      6.00      0.00     1.651     119.836601       0.015150      12.000000      5.00      5.00   337.635    79.640     8.968     30.00      0.00      0.50
  189      7.00      0.00     1.536     119.835037       0.060340      12.000000      5.00      5.00   331.978    85.460    12.601     35.00      0.00      0.50
  190      8.00      0.00     1.338     119.833473       0.105530      12.000000      5.00      5.00   329.643    87.742    14.359     40.00      0.00      0.50
  191      8.00      0.00     0.979     119.831909       0.150720      12.000000      5.00      5.00   330.978    83.577    14.582     45.00      0.00      0.50
  192      9.00      0.00     0.484     119.830338       0.195910      12.000000      5.00      5.00   336.115    72.518    15.828     50.00      0.00      0.50
  193     31.00      0.00     0.556     119.887871      -1.928620       7.332100      5.00      5.00   142.839    43.392   -44.876   -185.00      5.00      0.50
  194     31.00      0.00     0.993     119.886299      -1.883430       7.332100      5.00      5.00   338.766    88.828   -18.616   -180.00      5.00      0.50
  195     30.00      0.00     1.309     119.884743      -1.838240       7.332100      5.00      5.00   163.540    88.196    17.658   -175.00      5.00      0.50
  196     30.00      0.00     1.507     119.883171      -1.793050       7.332100      5.00      5.00   167.787    87.770    14.963   -170.00      5.00      0.50
  197     29.00      0.00     1.635     119.881599      -1.747860       7.332100      5.00      5.00   172.263    88.324     9.220   -165.00      5.00      0.50
  198     28.00      1.00     1.717     119.880028      -1.702670       7.332100      5.00      5.00   355.327    83.923    -2.546   -160.00      5.00      0.50
  199     28.00      0.00     1.742     119.878471      -1.657480       7.332100      5.00      5.00   358.453    72.575     6.042   -155.00      5.00      0.50
  200     27.00      0.00     1.699     119.876900      -1.612290       7.332100      5.00      5.00     1.485    64.097    12.765   -150.00      5.00      0.50
  201     26.00      0.00     1.651     119.875328      -1.567100       7.332100      5.00      5.00     5.957    55.488    22.346   -145.00      5.00      0.50
  202     25.00      0.00     1.555     119.873772      -1.521910       7.332100      5.00      5.00    10.536    52.559    30.445   -140.00      5.00      0.50
  203     23.00      0.00     1.439     119.872200      -1.476720       7.332100      5.00      5.00    12.110    54.977    35.297   -135.00      5.00      0.50
  204     23.00      0.00     1.272     119.870628      -1.431530       7.332100      5.00      5.00     7.482    62.409    40.032   -130.00      5.00      0.50
  205     23.00      0.00     1.124     119.869072      -1.386340       7.332100      5.00      5.00   356.903    74.518    47.519   -125.00      5.00      0.50
  206     22.00      0.00     1.038     119.867500      -1.341150       7.332100      5.00      5.00   349.076    84.639    44.853   -120.00      5.00      0.50
  207     20.00      0.00     1.124     119.865929      -1.295960       7.332100      5.00      5.00   162.048    80.571   -31.953   -115.00      5.00      0.50
  208     19.00      1.00     1.266     119.864372      -1.250760       7.332100      5.00      5.00   163.056    78.153   -22.979   -110.00      5.00      0.50
  209     19.00      2.00     1.530     119.862801      -1.205570       7.332100      5.00      5.00   167.099    81.365   -10.696   -105.00      5.00      0.50
  210     18.00      3.00     1.919     119.861229      -1.160380       7.332100      5.00      5.00   169.528    89.202     2.484   -100.00      5.00      0.50
  211     17.00      9.00     2.384     119.859673      -1.115190       7.332100      5.00      5.00   349.395    81.803   -13.914    -95.00      5.00      0.50
  212     16.00     10.00     2.904     119.858101      -1.070000       7.332100      5.00      5.00   348.169    73.604   -20.992    -90.00      5.00      0.50
  213     15.00     11.00     3.401     119.856537      -1.024810       7.332100      5.00      5.00   346.172    67.766   -25.404    -85.00      5.00      0.50
  214     14.00     13.00     3.722     119.854973      -0.979620       7.332100      5.00      5.00   345.037    65.806   -27.514    -80.00      5.00      0.50
