   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     119.952240      -1.926360      26.003710     0.216    97.486    31.787   134.884   227.965    68.085    66.379   -185.00    -15.00    1
    2     119.950684      -1.881170      26.003710     0.410    89.309    22.027   137.106   220.046    75.211    73.491   -180.00    -15.00    0
    3     119.949112      -1.835980      26.003710     0.609    85.512    17.513   131.604   222.555    76.996    78.167   -175.00    -15.00    0
    4     119.947540      -1.790790      26.003710     0.677    81.606    20.626   125.483   224.311    73.331    77.676   -170.00    -15.00    1
    5     119.945969      -1.745600      26.003710     0.626    71.897    21.506   114.442   225.861    70.504    80.740   -165.00    -15.00    1
    6     119.944397      -1.700410      26.003710     0.499     6.968    37.357    26.243   255.569    74.437   124.399   -160.00    -15.00    0
    7     119.942841      -1.655220      26.003710     0.506   263.751    81.722   138.222     1.081    48.753    11.040   -155.00    -15.00    0
    8     119.941269      -1.610030      26.003710     0.466     3.941    51.558    23.480   258.827    71.816   139.126   -150.00    -15.00    0
    9     119.939697      -1.564840      26.003710     0.451   248.997    56.862   145.787   359.386    61.912    38.289   -145.00    -15.00    0
   10     119.938133      -1.519650      26.003710     0.449   239.823    42.612   155.211   348.595    73.509    50.133   -140.00    -15.00    0
   11     119.936562      -1.474460      26.003710     0.440   236.824    32.743   149.719   352.981    74.173    60.956   -135.00    -15.00    0
   12     119.934998      -1.429270      26.003710     0.432   226.469    22.401   125.720     8.593    71.977    76.469   -130.00    -15.00    0
   13     119.933434      -1.384080      26.003710     0.445   209.522    18.047    90.418    29.082    71.954    89.864   -125.00    -15.00    0
   14     119.931862      -1.338890      26.003710     0.486   233.844    17.350   110.159    32.806    73.743    83.855   -120.00    -15.00    0
   15     119.930290      -1.293690      26.003710     0.425   205.294    11.928    76.873    38.700    78.388    92.747   -115.00    -15.00    0
   16     119.928726      -1.248500      26.003710     0.493   166.590    27.886    12.350    65.637    84.258   117.336   -110.00    -15.00    0
   17     119.927162      -1.203310      26.003710     0.562    78.913    82.320   126.492   179.154    37.181    12.776   -105.00    -15.00    0
   18     119.925591      -1.158120      26.003710     0.535   181.998    63.978    12.076    86.635    79.163   153.469   -100.00    -15.00    0
   19     119.924026      -1.112930      26.003710     0.606   175.513    89.138    17.131    85.248    72.871   179.098    -95.00    -15.00    0
   20     119.922462      -1.067740      26.003710     0.748   357.400    84.374   -19.257    89.362    70.840  -174.043    -90.00    -15.00    0
   21     119.920891      -1.022550      26.003710     0.867    93.471    70.028  -170.163     0.081    80.760   -20.246    -85.00    -15.00    0
   22     119.919319      -0.977360      26.003710     0.946    94.048    70.549  -166.876   359.608    77.637   -19.933    -80.00    -15.00    0
   23     119.917763      -0.932170      26.003710     1.013    93.519    68.534  -164.649   357.783    75.737   -22.184    -75.00    -15.00    0
   24     119.916191      -0.886980      26.003710     1.016   354.997    77.061   -21.823    90.121    68.758  -166.100    -70.00    -15.00    0
   25     119.914619      -0.841790      26.003710     0.956   353.105    71.805   -15.729    88.131    75.076  -161.147    -65.00    -15.00    0
   26     119.913063      -0.796600      26.003710     0.885   350.413    70.515   -14.087    85.198    76.735  -159.959    -60.00    -15.00    0
   27     119.911491      -0.751410      26.003710     0.842   347.209    77.479   -12.864    80.044    77.447  -167.167    -55.00    -15.00    0
   28     119.909920      -0.706210      26.003710     0.773   348.233    86.557    -1.663    78.333    88.340  -176.556    -50.00    -15.00    0
   29     119.908363      -0.661020      26.003710     0.740   349.046    85.989    15.335   257.947    74.703   175.841    -45.00    -15.00    0
   30     119.906792      -0.615830      26.003710     0.776   352.070    72.737    22.133   255.188    68.913   161.455    -40.00    -15.00    0
   31     119.905220      -0.570640      26.003710     0.839   351.088    61.331    16.120   253.194    75.900   150.353    -35.00    -15.00    0
   32     119.903664      -0.525450      26.003710     0.834   352.467    60.148    17.718   253.431    74.695   148.931    -30.00    -15.00    0
   33     119.902092      -0.480260      26.003710     0.864   356.069    60.713    17.278   257.417    74.986   149.570    -25.00    -15.00    0
   34     119.900528      -0.435070      26.003710     0.923   357.593    61.617    14.844   260.413    76.974   150.796    -20.00    -15.00    0
   35     119.898956      -0.389880      26.003710     0.967   358.226    62.608    14.255   261.559    77.372   151.869    -15.00    -15.00    0
   36     119.897392      -0.344690      26.003710     1.043   359.384    55.600    10.356   263.489    81.470   145.160    -10.00    -15.00    0
   37     119.895828      -0.299500      26.003710     1.081     2.165    52.121    14.085   263.408    78.926   141.270     -5.00    -15.00    0
   38     119.894257      -0.254300      26.003710     1.090     1.928    52.021    13.359   263.614    79.506   141.256      0.00    -15.00    0
   39     119.892693      -0.209110      26.003710     1.022   266.305    81.608   147.673     1.581    58.061     9.903      5.00    -15.00    0
   40     119.891121      -0.163920      26.003710     0.971   268.700    83.021   152.246     2.359    62.469     7.876     10.00    -15.00    0
   41     119.889549      -0.118730      26.003710     0.949   269.046    81.761   149.911     3.793    60.253     9.500     15.00    -15.00    0
   42     119.887978      -0.073540      26.003710     0.918   266.540    77.570   147.262     4.419    58.121    14.683     20.00    -15.00    0
   43     119.886414      -0.028350      26.003710     0.727   356.156    62.234    11.535   260.724    79.808   151.749     25.00    -15.00    0
   44     119.884850       0.016840      26.003710     0.515   345.335    80.048     1.654   255.049    88.371   170.044     30.00    -15.00    0
   45     119.883278       0.062030      26.003710     0.418   344.651    53.673    26.279   238.346    69.102   140.646     35.00    -15.00    0
   46     119.881706       0.107230      26.003710     0.367   204.166    48.981   105.495     1.266    43.359    72.927     40.00    -15.00    0
   47     119.880142       0.152420      26.003710     0.307   182.494    45.151    75.355    22.825    46.691   104.260     45.00    -15.00    0
   48     119.878571       0.197610      26.003710     0.296    83.377    55.604    95.125   254.356    34.729    82.566     50.00    -15.00    1
   49     119.936150      -1.926930      21.335800     0.365    75.538    23.468   148.946   194.452    78.145    69.598   -185.00    -10.00    0
   50     119.934578      -1.881740      21.335800     0.659    82.352    21.532   153.329   197.397    80.518    70.579   -180.00    -10.00    0
